Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9122705321302191,0.1,0.949607563325009,0.960190136660725,0.5247706422018349,0.24719101123595505,0.5247706422018349,0.33607520564042304,286,871,21008,259
Emphysema,0.9095466197427876,0.15,0.9720388869068854,0.9833029197080292,0.48214285714285715,0.39901477832512317,0.48214285714285715,0.4366576819407008,243,366,21554,261
Effusion,0.875602917377197,0.25,0.8731716018551552,0.910822554567502,0.5900455927051672,0.4680530440024111,0.5900455927051672,0.5220168067226891,1553,1765,18027,1079
Hernia,0.7631289267652903,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.7026008793976537,0.2,0.737424188369604,0.787321728756575,0.5064022093899071,0.33961946455632264,0.5064022093899071,0.4065712557952026,2017,3922,14519,1966
Mass,0.8601237957262464,0.15,0.9307884409561185,0.9544942237249929,0.484070796460177,0.3608179419525066,0.484070796460177,0.41345427059712775,547,969,20325,583
Nodule,0.7512598129383465,0.15,0.8971637531216554,0.9295708073359803,0.35646687697160884,0.23274974253347064,0.35646687697160884,0.28161993769470406,452,1490,19666,816
Atelectasis,0.804359304931549,0.15,0.8009275775954334,0.8246431403647898,0.5880782918149466,0.2720164609053498,0.5880782918149466,0.3719752391671356,1322,3538,16638,926
Pneumothorax,0.8846470867638611,0.15,0.9293613985016054,0.9474717263295636,0.5516569200779727,0.3349112426035503,0.5516569200779727,0.4167893961708395,566,1124,20274,460
Pleural_Thickening,0.7820877015743727,0.1,0.9271316446664288,0.9451972989112959,0.3267175572519084,0.15209665955934612,0.3267175572519084,0.2075654704170708,214,1193,20576,441
Pneumonia,0.7444570399146146,0.1,0.9745808062789868,0.9872948410724782,0.05863192182410423,0.06020066889632107,0.05863192182410423,0.0594059405940594,18,281,21836,289
Fibrosis,0.7956956986760049,0.05,0.9423831608990367,0.951420300343767,0.310126582278481,0.08361774744027303,0.310126582278481,0.13172043010752688,98,1074,21034,218
Edema,0.8912572908718955,0.1,0.9491616125579736,0.9594957447776817,0.44567627494456763,0.1842346471127406,0.44567627494456763,0.2607003891050584,201,890,21083,250
Consolidation,0.8039927829641068,0.1,0.8793257224402427,0.8965661446958785,0.4684385382059801,0.159682899207248,0.4684385382059801,0.23817567567567569,423,2226,19295,480
