Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall
Cardiomegaly,0.919101,0.8253239774556557,-0.09377702254434428,No,0.198765,0.0946166394779771,-0.10414836052202289,No,0.863322,0.0532110091743119,-0.8101109908256882,No
Emphysema,0.916227,0.8437560646217124,-0.07247093537828764,No,0.184152,0.1475128644939965,-0.036639135506003506,No,0.864245,0.0853174603174603,-0.7789275396825397,No
Effusion,0.888239,0.8421815509720546,-0.046057449027945396,No,0.497818,0.0015186028853454,-0.4962993971146546,No,0.838296,0.0007598784194528,-0.8375361215805472,No
Hernia,0.82202,0.7482654937200393,-0.07375450627996072,No,0.0142476,0.0035071942446043,-0.010740405755395699,No,0.695652,1.0,0.30434799999999995,Yes
Infiltration,0.715871,0.6739924572061814,-0.04187854279381864,No,0.402838,0.0,-0.402838,No,0.665575,0.0,-0.665575,No
Mass,0.869582,0.773234618418417,-0.09634738158158296,No,0.308678,0.0,-0.308678,No,0.757089,0.0,-0.757089,No
Nodule,0.792307,0.6893441383014447,-0.10296286169855529,No,0.228502,0.0,-0.228502,No,0.703614,0.0,-0.703614,No
Atelectasis,0.818337,0.7632003736337314,-0.05513662636626859,No,0.345336,0.0,-0.345336,No,0.799911,0.0,-0.799911,No
Pneumothorax,0.886252,0.8471200784464198,-0.03913192155358025,No,0.277599,0.0,-0.277599,No,0.830119,0.0,-0.830119,No
Pleural_Thickening,0.812256,0.7270479872106109,-0.08520801278938905,No,0.136327,0.0,-0.136327,No,0.828691,0.0,-0.828691,No
Pneumonia,0.765119,0.6146926789553748,-0.15042632104462517,No,0.056197,0.0,-0.056197,No,0.726619,0.0,-0.726619,No
Fibrosis,0.826327,0.7258623804201698,-0.10046461957983022,No,0.0797738,0.0,-0.0797738,No,0.795252,0.0,-0.795252,No
Edema,0.908537,0.8163156899976922,-0.09222131000230782,No,0.132596,0.0214592274678111,-0.1111367725321889,No,0.908511,0.0110864745011086,-0.8974245254988914,No
Consolidation,0.812462,0.7437050977481471,-0.06875690225185294,No,0.192298,0.0,-0.192298,No,0.772632,0.0,-0.772632,No
