Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9104197355681437,0.5,0.9744024259721726,0.9949723479135244,0.14862385321100918,0.42408376963350786,0.14862385321100918,0.22010869565217392,81,110,21769,464
Emphysema,0.908740658672228,0.5,0.9781484124152694,0.9943430656934307,0.27380952380952384,0.5267175572519084,0.27380952380952384,0.360313315926893,138,124,21796,366
Effusion,0.874783894217184,0.5,0.8971637531216554,0.9731204527081649,0.32598784194528874,0.6172661870503597,0.32598784194528874,0.42665340626553955,858,532,19260,1774
Hernia,0.7361866634593908,0.10510204081632653,0.9815376382447378,0.9830243466607103,0.1282051282051282,0.012987012987012988,0.1282051282051282,0.02358490566037736,5,380,22005,34
Infiltration,0.701107935230886,0.5,0.8225561897966465,0.9958787484409739,0.020085362791865426,0.5128205128205128,0.020085362791865426,0.038656680357574295,80,76,18365,3903
Mass,0.8595121106863788,0.5,0.9514359614698538,0.9915469146238377,0.19557522123893806,0.5511221945137157,0.19557522123893806,0.28870019595035923,221,180,21114,909
Nodule,0.7510350853178401,0.5,0.9430074919728862,0.9956513518623559,0.06466876971608833,0.47126436781609193,0.06466876971608833,0.11373092926490985,82,92,21064,1186
Atelectasis,0.8023718567530994,0.5,0.901489475561898,0.9959357652656622,0.05382562277580071,0.5960591133004927,0.05382562277580071,0.09873521011831905,121,82,20094,2127
Pneumothorax,0.8841231358817853,0.5,0.9558508740635034,0.9942985325731377,0.1539961013645224,0.5642857142857143,0.1539961013645224,0.24196018376722817,158,122,21276,868
Pleural_Thickening,0.784167835836309,0.5,0.9707010346057795,0.9999081262345537,0.0,0.0,0.0,0.0,0,2,21767,655
Pneumonia,0.7469860833391386,0.5,0.9863093114520157,1.0,0.0,0.0,0.0,0.0,0,0,22117,307
Fibrosis,0.7934583362915766,0.5,0.9855957902247592,0.9992310475845848,0.03164556962025317,0.37037037037037035,0.03164556962025317,0.05830903790087463,10,17,22091,306
Edema,0.8875575275158799,0.5,0.9792632893328577,0.998407136030583,0.04656319290465632,0.375,0.04656319290465632,0.08284023668639054,21,35,21938,430
Consolidation,0.8026162912909554,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0,0,0,21521,903
