Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall,Baseline_Accuracy,Our_Accuracy,Accuracy_Improvement,Better_Accuracy,Baseline_Specificity,Our_Specificity,Specificity_Improvement,Better_Specificity,Baseline_Precision,Our_Precision,Precision_Improvement,Better_Precision,Baseline_Sensitivity,Our_Sensitivity,Sensitivity_Improvement,Better_Sensitivity,Baseline_Threshold,Our_Threshold,Threshold_Improvement,Better_Threshold
Cardiomegaly,0.919101,0.9107534727070614,-0.008347527292938528,No,0.198765,0.3472889498970487,0.14852394989704873,Yes,0.863322,0.4642201834862385,-0.39910181651376153,No,0.820225,0.9575900820549412,0.13736508205494125,Yes,0.819083,0.9698797934092052,0.15079679340920515,Yes,0.112312,0.2774122807017544,0.1651002807017544,Yes,0.865,0.4642201834862385,-0.4007798165137615,No,0.489469,0.1,-0.38946899999999995,No
Emphysema,0.916227,0.9059736523867454,-0.010253347613254582,No,0.184152,0.4342963653308481,0.25014436533084805,Yes,0.864245,0.4623015873015873,-0.4019434126984127,No,0.82103,0.9729307884409562,0.1519007884409561,Yes,0.819995,0.9846715328467154,0.16467653284671535,Yes,0.103055,0.4094903339191564,0.3064353339191564,Yes,0.866,0.4623015873015873,-0.40369841269841267,No,0.445399,0.15,-0.29539899999999997,No
Effusion,0.888239,0.8747276673606114,-0.01351133263938864,No,0.497818,0.5178091397849462,0.019991139784946266,Yes,0.838296,0.5854863221884499,-0.25280967781155017,No,0.799491,0.8720121298608634,0.07252112986086345,Yes,0.794271,0.910115198059822,0.11584419805982205,Yes,0.354027,0.4641566265060241,0.11012962650602409,Yes,0.839,0.5854863221884499,-0.2535136778115501,No,0.484694,0.2,-0.284694,No
Hernia,0.82202,0.742027342027342,-0.07999265797265798,No,0.0142476,0.0,-0.0142476,No,0.695652,0.0,-0.695652,No,0.802127,0.9982607920085622,0.19613379200856218,Yes,0.802346,1.0,0.197654,Yes,0.00719748,0.0,-0.00719748,No,0.717,0.0,-0.717,No,0.581222,0.5,-0.08122200000000002,No
Infiltration,0.715871,0.7006155764515322,-0.015255423548467872,No,0.402838,0.3922740859967809,-0.0105639140032191,No,0.665575,0.6424805423047953,-0.023094457695204684,No,0.648673,0.6464056368176954,-0.0022673631823046936,No,0.645026,0.6472534027438859,0.0022274027438858868,Yes,0.288003,0.2823256840247131,-0.005677315975286923,No,0.666,0.6424805423047953,-0.023519457695204693,No,0.476786,0.15,-0.326786,No
Mass,0.869582,0.8577603396527836,-0.011821660347216323,No,0.308678,0.4121163810282981,0.10343838102829811,Yes,0.757089,0.4575221238938053,-0.2995668761061947,No,0.821655,0.9342222618622904,0.11256726186229038,Yes,0.825244,0.9595191133652672,0.1342751133652672,Yes,0.193864,0.3749093546047861,0.18104535460478607,Yes,0.758,0.4575221238938053,-0.3004778761061947,No,0.585565,0.1,-0.485565,No
Nodule,0.792307,0.7514219142998414,-0.040885085700158585,No,0.228502,0.2787009063444108,0.05019890634441079,Yes,0.703614,0.2910094637223975,-0.41260453627760246,No,0.735723,0.914823403496254,0.179100403496254,Yes,0.737614,0.9522121384004538,0.21459813840045383,Yes,0.136427,0.2673913043478261,0.1309643043478261,Yes,0.7,0.2910094637223975,-0.40899053627760246,No,0.485297,0.15,-0.33529699999999996,No
Atelectasis,0.818337,0.801559344935387,-0.01677765506461293,No,0.345336,0.3738623953403713,0.028526395340371324,Yes,0.799911,0.4568505338078292,-0.34306046619217084,No,0.694521,0.8465929361398502,0.15207193613985015,Yes,0.682717,0.8900178429817605,0.20730084298176044,Yes,0.2282,0.3163894023413432,0.08818940234134323,Yes,0.8,0.4568505338078292,-0.34314946619217085,No,0.458412,0.15,-0.308412,No
Pneumothorax,0.886252,0.880983689426805,-0.00526831057319499,No,0.277599,0.4105029585798816,0.13290395857988163,Yes,0.830119,0.5409356725146199,-0.2891833274853801,No,0.789749,0.92891544773457,0.13916644773457,Yes,0.787684,0.947518459669128,0.1598344596691279,Yes,0.166667,0.3307508939213349,0.16408389392133488,Yes,0.831,0.5409356725146199,-0.29006432748538,No,0.465026,0.2,-0.265026,No
Pleural_Thickening,0.812256,0.7799588601902206,-0.03229713980977933,No,0.136327,0.1927790659158662,0.056452065915866184,Yes,0.828691,0.4442748091603053,-0.38441619083969464,No,0.663107,0.8913217980734927,0.22821479807349265,Yes,0.657618,0.904772842114934,0.247154842114934,Yes,0.0742729,0.1230964467005076,0.04882354670050759,Yes,0.83,0.4442748091603053,-0.38572519083969464,No,0.441709,0.05,-0.39170900000000003,No
