Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall,Baseline_Accuracy,Our_Accuracy,Accuracy_Improvement,Better_Accuracy,Baseline_Specificity,Our_Specificity,Specificity_Improvement,Better_Specificity,Baseline_Precision,Our_Precision,Precision_Improvement,Better_Precision,Baseline_Sensitivity,Our_Sensitivity,Sensitivity_Improvement,Better_Sensitivity,Baseline_Threshold,Our_Threshold,Threshold_Improvement,Better_Threshold
Cardiomegaly,0.919101,0.9120246006916272,-0.007076399308372783,No,0.198765,0.3583535108958838,0.1595885108958838,Yes,0.863322,0.4073394495412844,-0.4559825504587156,No,0.820225,0.964546914020692,0.14432191402069205,Yes,0.819083,0.9784268019562136,0.15934380195621356,Yes,0.112312,0.3198847262247838,0.20757272622478382,Yes,0.865,0.4073394495412844,-0.45766055045871556,No,0.489469,0.2,-0.289469,No
Emphysema,0.916227,0.9097265670258372,-0.006500432974162806,No,0.184152,0.4394966118102614,0.25534461181026136,Yes,0.864245,0.4503968253968254,-0.41384817460317463,No,0.82103,0.974179450588655,0.15314945058865492,Yes,0.819995,0.9862226277372262,0.1662276277372262,Yes,0.103055,0.4291115311909262,0.3260565311909262,Yes,0.866,0.4503968253968254,-0.4156031746031746,No,0.445399,0.15,-0.29539899999999997,No
Effusion,0.888239,0.8759069820049489,-0.012332017995051126,No,0.497818,0.5273031825795645,0.02948518257956456,Yes,0.838296,0.5980243161094225,-0.24027168389057751,No,0.799491,0.8741526935426329,0.07466169354263297,Yes,0.794271,0.9108730800323362,0.1166020800323363,Yes,0.354027,0.4715398442180947,0.11751284421809471,Yes,0.839,0.5980243161094225,-0.24097568389057744,No,0.484694,0.25,-0.234694,No
Hernia,0.82202,0.7618551800369983,-0.060164819963001714,No,0.0142476,0.0,-0.0142476,No,0.695652,0.0,-0.695652,No,0.802127,0.9982607920085622,0.19613379200856218,Yes,0.802346,1.0,0.197654,Yes,0.00719748,0.0,-0.00719748,No,0.717,0.0,-0.717,No,0.581222,0.5,-0.08122200000000002,No
Infiltration,0.715871,0.7033784438480972,-0.012492556151902812,No,0.402838,0.4047477744807121,0.001909774480712112,Yes,0.665575,0.5136831534019584,-0.15189184659804167,No,0.648673,0.7316268283981449,0.0829538283981448,Yes,0.645026,0.7786996366791389,0.1336736366791389,Yes,0.288003,0.3339317773788151,0.04592877737881507,Yes,0.666,0.5136831534019584,-0.15231684659804168,No,0.476786,0.2,-0.276786,No
Mass,0.869582,0.860090881057525,-0.009491118942475008,No,0.308678,0.4099888184867685,0.10131081848676848,Yes,0.757089,0.4867256637168141,-0.27036333628318593,No,0.821655,0.929405993578309,0.10775099357830897,Yes,0.825244,0.9528975298206068,0.12765352982060685,Yes,0.193864,0.3541532517707663,0.16028925177076628,Yes,0.758,0.4867256637168141,-0.2712743362831859,No,0.585565,0.15,-0.435565,No
Nodule,0.792307,0.7512367381441036,-0.04107026185589635,No,0.228502,0.2796961325966851,0.051194132596685066,Yes,0.703614,0.3194006309148265,-0.38421336908517345,No,0.735723,0.9069746699964324,0.17125166999643238,Yes,0.737614,0.9421913405180564,0.20457734051805643,Yes,0.136427,0.2487714987714987,0.11234449877149871,Yes,0.7,0.3194006309148265,-0.38059936908517344,No,0.485297,0.15,-0.33529699999999996,No
Atelectasis,0.818337,0.8042789400782016,-0.014058059921798427,No,0.345336,0.3795212301240608,0.03418523012406083,Yes,0.799911,0.4830960854092527,-0.31681491459074734,No,0.694521,0.8416428826257581,0.1471218826257581,Yes,0.682717,0.881591990483743,0.19887499048374302,Yes,0.2282,0.3125179856115108,0.0843179856115108,Yes,0.8,0.4830960854092527,-0.31690391459074735,No,0.458412,0.2,-0.258412,No
Pneumothorax,0.886252,0.8849153024266537,-0.0013366975733463127,No,0.277599,0.4209683873549419,0.14336938735494192,Yes,0.830119,0.5126705653021443,-0.3174484346978558,No,0.789749,0.9354709240099892,0.14572192400998918,Yes,0.787684,0.9557435274324704,0.16805952743247032,Yes,0.166667,0.3570943652410047,0.19042736524100468,Yes,0.831,0.5126705653021443,-0.3183294346978557,No,0.465026,0.15,-0.31502600000000003,No
Pleural_Thickening,0.812256,0.784216507892202,-0.028039492107797992,No,0.136327,0.203330411919369,0.06700341191936898,Yes,0.828691,0.3541984732824427,-0.47449252671755726,No,0.663107,0.918926150552979,0.255819150552979,Yes,0.657618,0.935918048601222,0.2783000486012219,Yes,0.0742729,0.1425937307928703,0.0683208307928703,Yes,0.83,0.3541984732824427,-0.47580152671755727,No,0.441709,0.1,-0.34170900000000004,No
