Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9125976020741267,0.2,0.9610684980378166,0.9744046802870332,0.42568807339449544,0.29292929292929293,0.42568807339449544,0.3470456245325355,232,560,21319,313
Emphysema,0.9093336338489169,0.1,0.9686942561541206,0.9793795620437956,0.503968253968254,0.3597733711048159,0.503968253968254,0.41983471074380163,254,452,21468,250
Effusion,0.8710058199499722,0.3,0.8803068141277203,0.9270412287793047,0.5288753799392097,0.4908321579689704,0.5288753799392097,0.5091441111923921,1392,1444,18348,1240
Hernia,0.7685744231198776,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.6975529834016249,0.2,0.7052265429896539,0.7401442438045659,0.5435601305548582,0.3111973551818312,0.5435601305548582,0.39579524680073125,2165,4792,13649,1818
Mass,0.8598761668707209,0.15,0.9308776311095255,0.9548699164083779,0.47876106194690266,0.3601864181091877,0.47876106194690266,0.41109422492401215,541,961,20333,589
Nodule,0.7511863016390783,0.15,0.9031840884766322,0.9376536207222538,0.3280757097791798,0.2397694524495677,0.3280757097791798,0.27705627705627706,416,1319,19837,852
Atelectasis,0.8025218821700001,0.15,0.8260346057795219,0.8601804123711341,0.5195729537366548,0.29280521433943346,0.5195729537366548,0.37453904120570786,1168,2821,17355,1080
Pneumothorax,0.8799588127144564,0.15,0.9348019978594363,0.9550425273390036,0.5126705653021443,0.353494623655914,0.5126705653021443,0.4184566428003182,526,962,20436,500
Pleural_Thickening,0.7821294655646958,0.15,0.9483143061006065,0.9694979098718361,0.24427480916030533,0.1941747572815534,0.24427480916030533,0.21636240703177823,160,664,21105,495
Pneumonia,0.7419879382949929,0.05,0.9397520513735284,0.9499480037979835,0.20521172638436483,0.05384615384615385,0.20521172638436483,0.08530805687203792,63,1107,21010,244
Fibrosis,0.7938325779315811,0.1,0.9648144844809133,0.975664917676859,0.20569620253164558,0.1077943615257048,0.20569620253164558,0.14145810663764963,65,538,21570,251
Edema,0.8846740249548353,0.2,0.9624955404923297,0.975697446866609,0.31929046563192903,0.21238938053097345,0.31929046563192903,0.2550930026572188,144,534,21439,307
Consolidation,0.8024004779796581,0.35,0.879191937210132,0.8969843408763534,0.45514950166112955,0.15639269406392695,0.45514950166112955,0.23279524214103653,411,2217,19304,492
