Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.807579636289836,0.25,0.9440331787370674,0.9602358425887838,0.29357798165137616,0.1553398058252427,0.29357798165137616,0.20317460317460317,160,870,21009,385
Emphysema,0.8222429052977639,0.15,0.9552711380663574,0.970529197080292,0.2916666666666667,0.1853720050441362,0.2916666666666667,0.2266769468003084,147,646,21274,357
Effusion,0.811731271945559,0.15,0.853371387798787,0.906982619240097,0.4502279635258359,0.391606080634501,0.4502279635258359,0.4188759278897137,1185,1841,17951,1447
Hernia,0.5809986082713355,0.95,0.48653228683553335,0.48635246817065,0.5897435897435898,0.001996354483117785,0.5897435897435898,0.00397923875432526,23,11498,10887,16
Infiltration,0.635483748831509,0.15,0.5722886193364253,0.5557724635323464,0.6487572181772533,0.23979213066072755,0.6487572181772533,0.3501592248797344,2584,8192,10249,1399
Mass,0.7640028226821964,0.25,0.9256600071352122,0.9588616511693435,0.3,0.27901234567901234,0.3,0.28912579957356077,339,876,20418,791
Nodule,0.6639816590053876,0.15,0.8021762397431323,0.8272357723577236,0.3840694006309148,0.11757605021728633,0.3840694006309148,0.1800369685767098,487,3655,17501,781
Atelectasis,0.7373191867967579,0.15,0.7198537281484124,0.7329004758128469,0.6027580071174378,0.20091933570581258,0.6027580071174378,0.3013790035587189,1355,5389,14787,893
Pneumothorax,0.7681509603473534,0.15,0.8932393863717446,0.9179362557248341,0.37816764132553604,0.18097014925373134,0.37816764132553604,0.244794952681388,388,1756,19642,638
Pleural_Thickening,0.6772959937778317,0.15,0.9201302176239743,0.9418439064725068,0.1984732824427481,0.09312320916905444,0.1984732824427481,0.12676743052169673,130,1266,20503,525
Pneumonia,0.6587543238733775,0.2,0.9037192293970746,0.9133245919428494,0.21172638436482086,0.03279515640766902,0.21172638436482086,0.05679335954565312,65,1917,20200,242
Fibrosis,0.6905546963926226,0.15,0.9178112736353906,0.9277637054459924,0.22151898734177214,0.041991601679664065,0.22151898734177214,0.07060010085728693,70,1597,20511,246
Edema,0.8158903039943296,0.25,0.9402425972172672,0.9535338824921494,0.2926829268292683,0.11448395490026018,0.2926829268292683,0.16458852867830423,132,1021,20952,319
Consolidation,0.7128755178631827,0.15,0.8154655726007849,0.8316063379954463,0.43078626799557035,0.09693496137552952,0.43078626799557035,0.15825874694873882,389,3624,17897,514
