Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.8229701221606242,0.2,0.9648590795576168,0.9819461584167467,0.27889908256880735,0.27787934186471663,0.27889908256880735,0.2783882783882784,152,395,21484,393
Emphysema,0.851341729666319,0.25,0.9730645736710667,0.9880930656934307,0.3194444444444444,0.3815165876777251,0.3194444444444444,0.34773218142548595,161,261,21659,343
Effusion,0.8308203473418385,0.15,0.8549322154834106,0.8961701697655619,0.5448328267477204,0.411006018916595,0.5448328267477204,0.46855089037738934,1434,2055,17737,1198
Hernia,0.8560540196903832,0.39999999999999997,0.9982161969318587,0.9995979450524906,0.20512820512820512,0.47058823529411764,0.20512820512820512,0.2857142857142857,8,9,22376,31
Infiltration,0.6503162817006168,0.05,0.6601855155190867,0.6860257035952497,0.5405473261360784,0.2710562759662596,0.5405473261360784,0.36105986919335903,2153,5790,12651,1830
Mass,0.783513262699784,0.2,0.9357384944702105,0.9670799286183902,0.34513274336283184,0.35747021081576535,0.34513274336283184,0.3511931562359298,390,701,20593,740
Nodule,0.6958528145731901,0.1,0.8961380663574742,0.9330213650973719,0.2807570977917981,0.20078962210941906,0.2807570977917981,0.23413350871423874,356,1417,19739,912
Atelectasis,0.7421376715861276,0.05,0.8061897966464502,0.8448156225218081,0.45951957295373663,0.24807877041306436,0.45951957295373663,0.32220835932626324,1033,3131,17045,1215
Pneumothorax,0.8468833371867841,0.05,0.9198180520870496,0.9405084587344612,0.48830409356725146,0.28241262683201807,0.48830409356725146,0.3578571428571429,501,1273,20125,525
Pleural_Thickening,0.7169418379451977,0.05,0.918257224402426,0.9377095870274244,0.2717557251908397,0.11603650586701435,0.2717557251908397,0.1626313385107355,178,1356,20413,477
Pneumonia,0.6395279531316942,0.05,0.9636550124866214,0.9759913188949677,0.0749185667752443,0.04151624548736462,0.0749185667752443,0.053426248548199766,23,531,21586,284
Fibrosis,0.7226416406913816,0.1,0.970656439529076,0.9829021168807671,0.11392405063291139,0.08695652173913043,0.11392405063291139,0.09863013698630137,36,378,21730,280
Edema,0.8366881023001116,0.1,0.9641455583303603,0.978655622809812,0.2572062084257206,0.19829059829059828,0.2572062084257206,0.22393822393822393,116,469,21504,335
Consolidation,0.7264387978611945,0.05,0.8804405993578309,0.9039542772176015,0.32004429678848284,0.12266553480475383,0.32004429678848284,0.17735501687634245,289,2067,19454,614
