Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.8256632915564378,0.2,0.9635212272565109,0.9802093331505096,0.29357798165137616,0.26981450252951095,0.29357798165137616,0.281195079086116,160,433,21446,385
Emphysema,0.8563788958405747,0.15,0.9711023902961113,0.9851277372262773,0.3611111111111111,0.35826771653543305,0.3611111111111111,0.35968379446640314,182,326,21594,322
Effusion,0.8259158162826526,0.15,0.8587227970032109,0.9019805982215037,0.5334346504559271,0.41985645933014354,0.5334346504559271,0.46987951807228917,1404,1940,17852,1228
Hernia,0.8323007050279778,0.1,0.9970121298608634,0.9982577618941255,0.28205128205128205,0.22,0.28205128205128205,0.24719101123595505,11,39,22346,28
Infiltration,0.6469985780764497,0.05,0.6699072422404566,0.70402906566889,0.5119256841576701,0.27197545684940644,0.5119256841576701,0.3552264808362369,2039,5458,12983,1944
Mass,0.7935659303256307,0.05,0.9150463788797717,0.9400300554146708,0.44424778761061945,0.28218100056211354,0.44424778761061945,0.34513578549329665,502,1277,20017,628
Nodule,0.6993507520817267,0.05,0.8753567606136282,0.9077802987332199,0.334384858044164,0.17852631578947367,0.334384858044164,0.23277518528685148,424,1951,19205,844
Atelectasis,0.7381680667422059,0.1,0.8360684980378166,0.8854084060269627,0.3932384341637011,0.2765957446808511,0.3932384341637011,0.3247612049963262,884,2312,17864,1364
Pneumothorax,0.8484910824953672,0.05,0.924634320371031,0.9470978596130479,0.45614035087719296,0.2925,0.45614035087719296,0.3564356435643564,468,1132,20266,558
Pleural_Thickening,0.7099242251833005,0.05,0.9243667499108098,0.9437273186641555,0.28091603053435116,0.13058907026259758,0.28091603053435116,0.17829457364341086,184,1225,20544,471
Pneumonia,0.6281493196016035,0.05,0.9702996789154478,0.9830447167337343,0.05211726384364821,0.04092071611253197,0.05211726384364821,0.045845272206303724,16,375,21742,291
Fibrosis,0.7161392548204097,0.05,0.9645915090973957,0.9764791025872988,0.13291139240506328,0.07473309608540925,0.13291139240506328,0.09567198177676538,42,520,21588,274
Edema,0.8229216606593277,0.15,0.9665982875490546,0.9822964547399081,0.2017738359201774,0.18958333333333333,0.2017738359201774,0.19548872180451127,91,389,21584,360
Consolidation,0.7135846812274271,0.05,0.8954691402069211,0.9206821244365968,0.29457364341085274,0.13482007095793208,0.29457364341085274,0.18497913769123783,266,1707,19814,637
