Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.8692714852455815,0.1,0.9198626471637531,0.929384341149047,0.5376146788990825,0.15941240478781285,0.5376146788990825,0.24590851867394042,293,1545,20334,252
Emphysema,0.8355442500144827,0.2,0.9542454513021762,0.968065693430657,0.3531746031746032,0.20273348519362186,0.3531746031746032,0.2575976845151954,178,700,21220,326
Effusion,0.8409348274486269,0.2,0.8758027113806636,0.934771624898949,0.43237082066869303,0.4685055578427336,0.43237082066869303,0.4497134953566489,1138,1291,18501,1494
Hernia,0.7944067398612853,0.05,0.7978951123795933,0.7981237435782891,0.6666666666666666,0.00572057205720572,0.6666666666666666,0.011343804537521814,26,4519,17866,13
Infiltration,0.689215389035525,0.2,0.7873706742775598,0.87891112195651,0.36354506653276425,0.39337136647650095,0.36354506653276425,0.3778705636743215,1448,2233,16208,2535
Mass,0.7957645013635483,0.15,0.8939975026757045,0.9182868413637645,0.43628318584070797,0.22077922077922077,0.43628318584070797,0.2931906036277134,493,1740,19554,637
Nodule,0.7179603126958934,0.2,0.7978059222261862,0.815418793722821,0.5039432176656151,0.140625,0.5039432176656151,0.21988988300068824,639,3905,17251,629
Atelectasis,0.7721347405288974,0.2,0.7784516589368534,0.8003072957969866,0.5822953736654805,0.24522292993630573,0.5822953736654805,0.3451094120748748,1309,4029,16147,939
Pneumothorax,0.8320590982706477,0.2,0.9125936496610774,0.9358351247780167,0.42787524366471735,0.2422737306843267,0.42787524366471735,0.3093727977448908,439,1373,20025,587
Pleural_Thickening,0.7498164453338823,0.2,0.9029611130931146,0.9198860765308466,0.34045801526717556,0.11337061514997458,0.34045801526717556,0.17009916094584288,223,1744,20025,432
Pneumonia,0.7148924015146573,0.1,0.670442383160899,0.6705701496586336,0.6612377850162866,0.027106422753371613,0.6612377850162866,0.05207798871216008,203,7286,14831,104
Fibrosis,0.7407406506150475,0.15,0.8479307884409562,0.8535824136059345,0.4525316455696203,0.04230769230769231,0.4525316455696203,0.07738095238095238,143,3237,18871,173
Edema,0.8754916207887871,0.15,0.90568141277203,0.912529012879443,0.5720620842572062,0.11834862385321102,0.5720620842572062,0.1961231470923603,258,1922,20051,193
Consolidation,0.759568328094689,0.85,0.7553514092044238,0.7609776497374657,0.6212624584717608,0.09833479404031552,0.6212624584717608,0.16979418886198547,561,5144,16377,342
