Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.8382616484073581,0.5,0.9755618979664645,0.9978518213812332,0.08073394495412844,0.4835164835164835,0.08073394495412844,0.13836477987421383
Emphysema,0.8647773107113892,0.5,0.9781930074919729,0.9993613138686132,0.057539682539682536,0.6744186046511628,0.057539682539682536,0.10603290676416818
Effusion,0.8636085521183223,0.5,0.882625758116304,1.0,0.0,0.0,0.0,0.0
Hernia,0.6883873702055521,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169
Infiltration,0.6952384723628101,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0
Mass,0.8051295350138099,0.5,0.9496521584017125,0.9999530384145768,0.0017699115044247787,0.6666666666666666,0.0017699115044247787,0.00353045013239188
Nodule,0.7210815979895182,0.5,0.9434534427399215,1.0,0.0,0.0,0.0,0.0
Atelectasis,0.7906162866419635,0.5,0.8997502675704602,1.0,0.0,0.0,0.0,0.0
Pneumothorax,0.8674550480843248,0.5,0.9547805922226186,0.9994391999252267,0.023391812865497075,0.6666666666666666,0.023391812865497075,0.04519774011299435
Pleural_Thickening,0.7476750502062075,0.5,0.9707902247591866,1.0,0.0,0.0,0.0,0.0
Pneumonia,0.6349260572916996,0.5,0.9856403853014627,0.9993217886693494,0.0,0.0,0.0,0.0
Fibrosis,0.7248931024453029,0.5,0.9858633606849804,0.9997738375248779,0.012658227848101266,0.4444444444444444,0.012658227848101266,0.024615384615384615
Edema,0.8547502816145153,0.5,0.9793078844095612,0.9989532608200974,0.022172949002217297,0.30303030303030304,0.022172949002217297,0.04132231404958678
Consolidation,0.7584341246848284,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0
