Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.8088985248726208,0.5,0.9753835176596504,0.9970291146761735,0.10642201834862386,0.4715447154471545,0.10642201834862386,0.17365269461077845
Emphysema,0.8371174762484069,0.5,0.9774348911880129,0.9978102189781022,0.09126984126984126,0.48936170212765956,0.09126984126984126,0.15384615384615385
Effusion,0.8332766873508808,0.5,0.882625758116304,1.0,0.0,0.0,0.0,0.0
Hernia,0.6977234068143159,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169
Infiltration,0.6752345589791264,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0
Mass,0.7686018787958883,0.5,0.949607563325009,1.0,0.0,0.0,0.0,0.0
Nodule,0.6810460285110518,0.5,0.9435426328933286,1.0,0.0015772870662460567,1.0,0.0015772870662460567,0.0031496062992125984
Atelectasis,0.7638426420453744,0.5,0.8997502675704602,1.0,0.0,0.0,0.0,0.0
Pneumothorax,0.8438221212490573,0.5,0.9545130217623974,0.9997195999626133,0.011695906432748537,0.6666666666666666,0.011695906432748537,0.022988505747126436
Pleural_Thickening,0.7063717612306035,0.5,0.9707902247591866,1.0,0.0,0.0,0.0,0.0
Pneumonia,0.6458641111919008,0.5,0.9862647163753122,0.99995478591129,0.0,0.0,0.0,0.0
Fibrosis,0.696504487178019,0.5,0.9851944345344275,0.9991405825945359,0.00949367088607595,0.13636363636363635,0.00949367088607595,0.01775147928994083
Edema,0.8107672558833796,0.5,0.9793524794862647,0.9989987712192236,0.022172949002217297,0.3125,0.022172949002217297,0.041407867494824016
Consolidation,0.7547501955775973,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0
