Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9124032051177221,0.1,0.9538440956118445,0.9652177887472005,0.4972477064220184,0.2625968992248062,0.4972477064220184,0.34369055168040585,271,761,21118,274
Emphysema,0.909587261759935,0.15,0.9716375312165537,0.9832116788321168,0.46825396825396826,0.39072847682119205,0.46825396825396826,0.4259927797833935,236,368,21552,268
Effusion,0.8729909600882614,0.25,0.8802622190510168,0.9271928051738076,0.5273556231003039,0.4906327324142807,0.5273556231003039,0.5083318073612891,1388,1441,18351,1244
Hernia,0.7708744981472254,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.7012556333344647,0.15,0.7425972172672137,0.7985467165555014,0.4835551092141602,0.3414288246764758,0.4835551092141602,0.4002493765586035,1926,3715,14726,2057
Mass,0.859600984447819,0.15,0.9293168034249019,0.9529444914060299,0.484070796460177,0.35313105229180114,0.484070796460177,0.40836132885405,547,1002,20292,583
Nodule,0.7493929353404751,0.1,0.9079111666072066,0.9433257704670069,0.31703470031545744,0.25109306683322924,0.31703470031545744,0.28023701638201465,402,1199,19957,866
Atelectasis,0.803567716638069,0.15,0.8365590438815554,0.8748017446471055,0.4933274021352313,0.30508940852819805,0.4933274021352313,0.3770185279619242,1109,2526,17650,1139
Pneumothorax,0.8821598118058436,0.15,0.9270424545130218,0.9449481259930834,0.5536062378167641,0.32531500572737687,0.5536062378167641,0.4098124098124098,568,1178,20220,458
Pleural_Thickening,0.7828654024789786,0.1,0.9258829825187299,0.9440029399604943,0.3236641221374046,0.14814814814814814,0.3236641221374046,0.20325982742090123,212,1219,20550,443
Pneumonia,0.7409683385030073,0.1,0.9779700321084552,0.9909571822579916,0.04234527687296417,0.06103286384976526,0.04234527687296417,0.05,13,200,21917,294
Fibrosis,0.7963842775282673,0.05,0.9470210488762041,0.9563506423014293,0.29430379746835444,0.08790170132325142,0.29430379746835444,0.13537117903930132,93,965,21143,223
Edema,0.8879388663147667,0.1,0.9471994291830182,0.9577663496108861,0.43237250554323725,0.1736420302760463,0.43237250554323725,0.24777636594663277,195,928,21045,256
Consolidation,0.8034445790747641,0.3,0.8749554049232965,0.8918265879838297,0.4728682170542636,0.15499092558983665,0.4728682170542636,0.2334609075997813,427,2328,19193,476
