Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.892879309932737,0.15,0.9606225472707813,0.9740847387906212,0.42018348623853213,0.2876884422110553,0.42018348623853213,0.3415361670395227,229,567,21312,316
Emphysema,0.9030124424313523,0.15,0.9689172315376382,0.9792883211678832,0.5178571428571429,0.365034965034965,0.5178571428571429,0.42821985233798193,261,454,21466,243
Effusion,0.8740496528639493,0.25,0.8685337138779878,0.9027384801940178,0.611322188449848,0.45529145444255803,0.611322188449848,0.5218942588387934,1609,1925,17867,1023
Hernia,0.6550082186445823,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.7022408001753235,0.2,0.7369336425258651,0.7875386367333659,0.5026362038664324,0.3381756756756757,0.5026362038664324,0.4043219226497021,2002,3918,14523,1981
Mass,0.8546376851346218,0.15,0.925303246521584,0.9478726401803325,0.5,0.3373134328358209,0.5,0.4028520499108734,565,1110,20184,565
Nodule,0.7485666414968749,0.15,0.9065733143061006,0.9414823217999622,0.32413249211356465,0.24924196482716798,0.32413249211356465,0.2817963661295852,411,1238,19918,857
Atelectasis,0.801275179664504,0.2,0.8370049946485908,0.8753469468675654,0.4928825622775801,0.30582390284294786,0.4928825622775801,0.3774484755578266,1108,2515,17661,1140
Pneumothorax,0.8759262174399348,0.15,0.9269532643596147,0.9452752593700345,0.5448343079922028,0.32312138728323697,0.5448343079922028,0.4056603773584906,559,1171,20227,467
Pleural_Thickening,0.78203029800413,0.1,0.925392436674991,0.9431301391887547,0.33587786259541985,0.15089163237311384,0.33587786259541985,0.20823473734027448,220,1238,20531,435
Pneumonia,0.7390929111230928,0.05,0.9461291473421334,0.9565040466609396,0.1986970684039088,0.059628543499511244,0.1986970684039088,0.09172932330827067,61,962,21155,246
Fibrosis,0.7839509954584285,0.05,0.9464413128790582,0.9558078523611362,0.2911392405063291,0.08606173994387278,0.2911392405063291,0.1328519855595668,92,977,21131,224
Edema,0.8720203176181855,0.1,0.9478683553335712,0.9588585991899149,0.4124168514412417,0.1706422018348624,0.4124168514412417,0.24140168721609345,186,904,21069,265
Consolidation,0.7937682800023856,0.1,0.8739297181591152,0.8921983179220296,0.43853820598006643,0.14580265095729014,0.43853820598006643,0.2188449848024316,396,2320,19201,507
