Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9124126817596866,0.05,0.9461291473421334,0.9558937794231912,0.5541284403669725,0.23835832675611682,0.5541284403669725,0.3333333333333333,302,965,20914,243
Emphysema,0.9080908389815779,0.1,0.9737334998216197,0.9858576642335767,0.44642857142857145,0.4205607476635514,0.44642857142857145,0.4331087584215592,225,310,21610,279
Effusion,0.8727909506588889,0.2,0.8710310381733857,0.9104688763136621,0.574468085106383,0.46041412911084045,0.574468085106383,0.5111561866125761,1512,1772,18020,1120
Hernia,0.7614846251209888,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.7014033790891807,0.15,0.6750356760613628,0.6904723171194621,0.6035651518955562,0.2963510848126233,0.6035651518955562,0.39751963621331127,2404,5708,12733,1579
Mass,0.8571332985900717,0.05,0.9226721369960756,0.9444914060298676,0.511504424778761,0.32840909090909093,0.511504424778761,0.4,578,1182,20112,552
Nodule,0.750372682157421,0.1,0.8955137352836247,0.927301947438079,0.36514195583596215,0.23138430784607697,0.36514195583596215,0.2832670541449985,463,1538,19618,805
Atelectasis,0.7992737530726052,0.1,0.8273724580806279,0.8618655828707376,0.5177935943060499,0.29460895975702356,0.5177935943060499,0.3755444426520407,1164,2787,17389,1084
Pneumothorax,0.8816398009177956,0.1,0.9380574384587942,0.9604168613889148,0.47173489278752434,0.36363636363636365,0.47173489278752434,0.4106915570640645,484,847,20551,542
Pleural_Thickening,0.7784095248548342,0.1,0.9383696039957189,0.9580596260737746,0.28396946564885495,0.16924476797088261,0.28396946564885495,0.2120866590649943,186,913,20856,469
Pneumonia,0.7389108765509574,0.1,0.9738226899750267,0.9864809874756975,0.06188925081433225,0.059748427672955975,0.06188925081433225,0.0608,19,299,21818,288
Fibrosis,0.7937156318922299,0.1,0.9647698894042098,0.9757101501718835,0.19936708860759494,0.105,0.19936708860759494,0.13755458515283842,63,537,21571,253
Edema,0.8902553557212879,0.05,0.9482251159471994,0.9585400263960315,0.44567627494456763,0.18075539568345322,0.44567627494456763,0.2571976967370441,201,911,21062,250
Consolidation,0.8017286985855275,0.35,0.8816000713521227,0.9000511128665025,0.4418604651162791,0.1564705882352941,0.4418604651162791,0.2311033883579496,399,2151,19370,504
