Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.8722224109164205,0.5,0.9756956831965751,1.0,0.0,0.0,0.0,0.0
Emphysema,0.7767315400156413,0.5,0.9775240813414199,1.0,0.0,0.0,0.0,0.0
Effusion,0.8256677769471192,0.5,0.882625758116304,1.0,0.0,0.0,0.0,0.0
Hernia,0.7005343550798097,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169
Infiltration,0.6775250061936268,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0
Mass,0.7332685845279446,0.5,0.949607563325009,1.0,0.0,0.0,0.0,0.0
Nodule,0.6362281986063569,0.5,0.9434534427399215,1.0,0.0,0.0,0.0,0.0
Atelectasis,0.7351935419377098,0.5,0.8997502675704602,1.0,0.0,0.0,0.0,0.0
Pneumothorax,0.8111798856426982,0.5,0.9542454513021762,1.0,0.0,0.0,0.0,0.0
Pleural_Thickening,0.7241861194169593,0.5,0.9707902247591866,1.0,0.0,0.0,0.0,0.0
Pneumonia,0.7101413139096358,0.5,0.9863093114520157,1.0,0.0,0.0,0.0,0.0
Fibrosis,0.7197044629013383,0.5,0.9859079557616839,1.0,0.0,0.0,0.0,0.0
Edema,0.864550053013056,0.5,0.9722618622904031,0.9922177217494197,0.0,0.0,0.0,0.0
Consolidation,0.7590782456014145,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0
