Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.8795138063351771,0.5,0.9755618979664645,0.9981260569495863,0.06972477064220184,0.4810126582278481,0.06972477064220184,0.12179487179487179
Emphysema,0.895482671474916,0.5,0.9786389582590082,0.9975821167883212,0.15476190476190477,0.5954198473282443,0.15476190476190477,0.24566929133858267
Effusion,0.8723244347597998,0.5,0.882625758116304,1.0,0.0,0.0,0.0,0.0
Hernia,0.7452901725628999,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169
Infiltration,0.6930453355778925,0.5,0.8222886193364253,0.9998915460116046,0.0,0.0,0.0,0.0
Mass,0.8456580273973058,0.5,0.949607563325009,0.9999530384145768,0.0008849557522123894,0.5,0.0008849557522123894,0.0017667844522968198
Nodule,0.7395428685689542,0.5,0.9434534427399215,1.0,0.0,0.0,0.0,0.0
Atelectasis,0.797040767668009,0.5,0.8997502675704602,1.0,0.0,0.0,0.0,0.0
Pneumothorax,0.8724104901680525,0.5,0.9545130217623974,0.9999065333208711,0.007797270955165692,0.8,0.007797270955165692,0.015444015444015444
Pleural_Thickening,0.7642381368000367,0.5,0.9707902247591866,1.0,0.0,0.0,0.0,0.0
Pneumonia,0.7181224105913487,0.5,0.9843025330003567,0.997829723741918,0.009771986970684038,0.058823529411764705,0.009771986970684038,0.01675977653631285
Fibrosis,0.7463101162761404,0.5,0.9859525508383874,1.0,0.0031645569620253164,1.0,0.0031645569620253164,0.006309148264984227
Edema,0.8618883505790165,0.5,0.9796646450231894,0.999317344013107,0.022172949002217297,0.4,0.022172949002217297,0.04201680672268908
Consolidation,0.7986843878520262,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0
