Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall,Baseline_Accuracy,Our_Accuracy,Accuracy_Improvement,Better_Accuracy,Baseline_Specificity,Our_Specificity,Specificity_Improvement,Better_Specificity,Baseline_Precision,Our_Precision,Precision_Improvement,Better_Precision,Baseline_Sensitivity,Our_Sensitivity,Sensitivity_Improvement,Better_Sensitivity,Baseline_Threshold,Our_Threshold,Threshold_Improvement,Better_Threshold
Cardiomegaly,0.919101,0.8795138063351771,-0.039587193664822884,No,0.198765,0.1217948717948717,-0.0769701282051283,No,0.863322,0.0697247706422018,-0.7935972293577982,No,0.820225,0.9755618979664644,0.15533689796646444,Yes,0.819083,0.9981260569495864,0.17904305694958644,Yes,0.112312,0.4810126582278481,0.36870065822784814,Yes,0.865,0.0697247706422018,-0.7952752293577982,No,0.489469,0.5,0.010531000000000013,Yes
Emphysema,0.916227,0.895482671474916,-0.02074432852508401,No,0.184152,0.2456692913385826,0.06151729133858258,Yes,0.864245,0.1547619047619047,-0.7094830952380953,No,0.82103,0.9786389582590082,0.15760895825900811,Yes,0.819995,0.9975821167883212,0.17758711678832118,Yes,0.103055,0.5954198473282443,0.49236484732824426,Yes,0.866,0.1547619047619047,-0.7112380952380952,No,0.445399,0.5,0.05460100000000001,Yes
Effusion,0.888239,0.8723244347597998,-0.015914565240200185,No,0.497818,0.0,-0.497818,No,0.838296,0.0,-0.838296,No,0.799491,0.882625758116304,0.083134758116304,Yes,0.794271,1.0,0.20572900000000005,Yes,0.354027,0.0,-0.354027,No,0.839,0.0,-0.839,No,0.484694,0.5,0.015305999999999986,Yes
Hernia,0.82202,0.7452901725628999,-0.0767298274371001,No,0.0142476,0.0034723767974001,-0.010775223202599899,No,0.695652,1.0,0.30434799999999995,Yes,0.802127,0.0017392079914377,-0.8003877920085624,No,0.802346,0.0,-0.802346,No,0.00719748,0.0017392079914377,-0.0054582720085623,No,0.717,1.0,0.28300000000000003,Yes,0.581222,0.5,-0.08122200000000002,No
Infiltration,0.715871,0.6930453355778925,-0.02282566442210754,No,0.402838,0.0,-0.402838,No,0.665575,0.0,-0.665575,No,0.648673,0.8222886193364253,0.17361561933642522,Yes,0.645026,0.9998915460116046,0.3548655460116046,Yes,0.288003,0.0,-0.288003,No,0.666,0.0,-0.666,No,0.476786,0.5,0.023214000000000012,Yes
Mass,0.869582,0.8456580273973058,-0.023923972602694188,No,0.308678,0.0017667844522968,-0.30691121554770323,No,0.757089,0.0008849557522123,-0.7562040442477878,No,0.821655,0.949607563325009,0.12795256332500893,Yes,0.825244,0.9999530384145768,0.17470903841457686,Yes,0.193864,0.5,0.30613599999999996,Yes,0.758,0.0008849557522123,-0.7571150442477877,No,0.585565,0.5,-0.085565,No
Nodule,0.792307,0.7395428685689542,-0.05276413143104575,No,0.228502,0.0,-0.228502,No,0.703614,0.0,-0.703614,No,0.735723,0.9434534427399216,0.20773044273992158,Yes,0.737614,1.0,0.262386,Yes,0.136427,0.0,-0.136427,No,0.7,0.0,-0.7,No,0.485297,0.5,0.014703000000000022,Yes
Atelectasis,0.818337,0.797040767668009,-0.02129623233199096,No,0.345336,0.0,-0.345336,No,0.799911,0.0,-0.799911,No,0.694521,0.8997502675704602,0.20522926757046012,Yes,0.682717,1.0,0.317283,Yes,0.2282,0.0,-0.2282,No,0.8,0.0,-0.8,No,0.458412,0.5,0.041588000000000014,Yes
Pneumothorax,0.886252,0.8724104901680525,-0.01384150983194754,No,0.277599,0.0154440154440154,-0.26215498455598457,No,0.830119,0.0077972709551656,-0.8223217290448345,No,0.789749,0.9545130217623974,0.16476402176239735,Yes,0.787684,0.9999065333208712,0.21222253332087115,Yes,0.166667,0.8,0.633333,Yes,0.831,0.0077972709551656,-0.8232027290448344,No,0.465026,0.5,0.034974000000000005,Yes
Pleural_Thickening,0.812256,0.7642381368000367,-0.04801786319996326,No,0.136327,0.0,-0.136327,No,0.828691,0.0,-0.828691,No,0.663107,0.9707902247591866,0.30768322475918664,Yes,0.657618,1.0,0.34238199999999996,Yes,0.0742729,0.0,-0.0742729,No,0.83,0.0,-0.83,No,0.441709,0.5,0.05829099999999998,Yes
Pneumonia,0.765119,0.7181224105913487,-0.04699658940865126,No,0.056197,0.0167597765363128,-0.03943722346368719,No,0.726619,0.009771986970684,-0.716847013029316,No,0.6968,0.9843025330003567,0.2875025330003568,Yes,0.696425,0.997829723741918,0.30140472374191807,Yes,0.0292288,0.0588235294117647,0.0295947294117647,Yes,0.73,0.009771986970684,-0.7202280130293159,No,0.51558,0.5,-0.015580000000000038,No
Fibrosis,0.826327,0.7463101162761404,-0.08001688372385962,No,0.0797738,0.0063091482649842,-0.0734646517350158,No,0.795252,0.0031645569620253,-0.7920874430379746,No,0.723782,0.9859525508383874,0.26217055083838736,Yes,0.722608,1.0,0.27739199999999997,Yes,0.0419931,1.0,0.9580069,Yes,0.798,0.0031645569620253,-0.7948354430379747,No,0.585557,0.5,-0.085557,No
Edema,0.908537,0.8618883505790165,-0.04664864942098357,No,0.132596,0.042016806722689,-0.09057919327731098,No,0.908511,0.0221729490022172,-0.8863380509977827,No,0.750156,0.9796646450231894,0.22950864502318935,Yes,0.746759,0.999317344013107,0.25255834401310706,Yes,0.0714644,0.4,0.32853560000000004,Yes,0.911,0.0221729490022172,-0.8888270509977828,No,0.413506,0.5,0.08649400000000002,Yes
Consolidation,0.812462,0.7986843878520262,-0.013777612147973795,No,0.192298,0.0,-0.192298,No,0.772632,0.0,-0.772632,No,0.724462,0.9597306457367106,0.23526864573671058,Yes,0.722326,1.0,0.277674,Yes,0.109814,0.0,-0.109814,No,0.774,0.0,-0.774,No,0.546624,0.5,-0.046624,No
