Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.8175457090729621,0.5,0.9756956831965751,0.9984459984459985,0.062385321100917435,0.5,0.062385321100917435,0.11092985318107668
Emphysema,0.8528957210925733,0.5,0.9775686764181234,0.9963503649635036,0.16071428571428573,0.5031055900621118,0.16071428571428573,0.24360902255639097
Effusion,0.8345306671910667,0.5,0.8826703531930075,1.0,0.00037993920972644377,1.0,0.00037993920972644377,0.0007595898214963919
Hernia,0.7421688058051694,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169
Infiltration,0.6677178439472362,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0
Mass,0.7763690341123969,0.5,0.949607563325009,1.0,0.0,0.0,0.0,0.0
Nodule,0.6858406091626392,0.5,0.9434534427399215,1.0,0.0,0.0,0.0,0.0
Atelectasis,0.7566371888237602,0.5,0.8997502675704602,1.0,0.0,0.0,0.0,0.0
Pneumothorax,0.84401051217736,0.5,0.9543346414555833,0.9999532666604356,0.0029239766081871343,0.75,0.0029239766081871343,0.005825242718446602
Pleural_Thickening,0.7336394038865408,0.5,0.970745629682483,0.9999540631172769,0.0,0.0,0.0,0.0
Pneumonia,0.6178972090830539,0.5,0.985997145915091,0.9995930732016096,0.006514657980456026,0.18181818181818182,0.006514657980456026,0.012578616352201259
Fibrosis,0.7088678449636193,0.5,0.9850160542276133,0.9989144201194138,0.012658227848101266,0.14285714285714285,0.012658227848101266,0.023255813953488372
Edema,0.789777980898347,0.5,0.9794416696396718,0.9989077504209712,0.031042128603104215,0.3684210526315789,0.031042128603104215,0.05725971370143149
Consolidation,0.7570593825711865,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0
