Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9116725811814858,0.2,0.9653496254013557,0.9797522738699209,0.3871559633027523,0.32262996941896027,0.3871559633027523,0.3519599666388657,211,443,21436,334
Emphysema,0.9086573380112386,0.1,0.9721726721369961,0.983485401459854,0.4801587301587302,0.40066225165562913,0.4801587301587302,0.4368231046931408,242,362,21558,262
Effusion,0.8758625034707461,0.25,0.8718783446307528,0.9072352465642683,0.6060030395136778,0.46487904401049257,0.6060030395136778,0.5261421738413327,1595,1836,17956,1037
Hernia,0.7563862018407472,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.703242222861292,0.2,0.732563325008919,0.7796757225746976,0.5144363545066533,0.33524214659685864,0.5144363545066533,0.4059435364041605,2049,4063,14378,1934
Mass,0.8609573430880443,0.15,0.9282911166607206,0.9509721048182587,0.5008849557522124,0.3515527950310559,0.5008849557522124,0.4131386861313869,566,1044,20250,564
Nodule,0.7508660316960444,0.15,0.912638244737781,0.949517867271696,0.2973186119873817,0.26089965397923875,0.2973186119873817,0.2779211205307777,377,1068,20088,891
Atelectasis,0.8039205723617928,0.15,0.798296468069925,0.8213719270420301,0.5911921708185054,0.2694100952767079,0.5911921708185054,0.37014343406210837,1329,3604,16572,919
Pneumothorax,0.8844998949638587,0.15,0.935872279700321,0.956444527525937,0.50682261208577,0.3581267217630854,0.50682261208577,0.41969330104923325,520,932,20466,506
Pleural_Thickening,0.7837723578490178,0.15,0.950365679628969,0.9720244384216087,0.23053435114503817,0.1986842105263158,0.23053435114503817,0.21342756183745584,151,609,21160,504
Pneumonia,0.7464086832258234,0.05,0.940643952907599,0.9508522855721843,0.20521172638436483,0.05478260869565217,0.20521172638436483,0.08647906657515443,63,1087,21030,244
Fibrosis,0.7948954699942514,0.05,0.9393952907599001,0.9482087931970328,0.3227848101265823,0.0817963111467522,0.3227848101265823,0.13051823416506717,102,1145,20963,214
Edema,0.8914845401375989,0.1,0.946173742418837,0.9561279752423428,0.4611973392461197,0.17747440273037543,0.4611973392461197,0.2563154651879236,208,964,21009,243
Consolidation,0.8041378420305223,0.1,0.8598822689975026,0.8743552808884345,0.5149501661129569,0.14673398548437994,0.5149501661129569,0.22838899803536344,465,2704,18817,438
