Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall,Baseline_Accuracy,Our_Accuracy,Accuracy_Improvement,Better_Accuracy,Baseline_Specificity,Our_Specificity,Specificity_Improvement,Better_Specificity,Baseline_Precision,Our_Precision,Precision_Improvement,Better_Precision,Baseline_Sensitivity,Our_Sensitivity,Sensitivity_Improvement,Better_Sensitivity,Baseline_Threshold,Our_Threshold,Threshold_Improvement,Better_Threshold
Cardiomegaly,0.919101,0.5145965445479747,-0.4045044554520253,No,0.198765,0.0404312668463611,-0.1583337331536389,No,0.863322,0.0825688073394495,-0.7807531926605505,No,0.820225,0.904744916161256,0.08451991616125598,Yes,0.819083,0.92522510169569,0.10614210169569005,Yes,0.112312,0.0267697798929208,-0.0855422201070792,No,0.865,0.0825688073394495,-0.7824311926605505,No,0.489469,0.1,-0.38946899999999995,No
Emphysema,0.916227,0.6828072500289654,-0.23341974997103465,No,0.184152,0.0740485224790157,-0.11010347752098432,No,0.864245,0.6388888888888888,-0.2253561111111112,No,0.82103,0.6408758473064574,-0.18015415269354262,No,0.819995,0.6409215328467154,-0.17907346715328465,No,0.103055,0.0393018430367386,-0.06375315696326139,No,0.866,0.6388888888888888,-0.22711111111111115,No,0.445399,0.1,-0.345399,No
Effusion,0.888239,0.75757625697835,-0.13066274302165004,No,0.497818,0.3338343485483743,-0.1639836514516257,No,0.838296,0.8016717325227963,-0.03662426747720371,No,0.799491,0.6244648590795576,-0.17502614092044233,No,0.794271,0.6008993532740501,-0.19337164672594986,No,0.354027,0.2108102707563193,-0.14321672924368067,No,0.839,0.8016717325227963,-0.037328267477203636,No,0.484694,0.1,-0.384694,No
Hernia,0.82202,0.2940419122237304,-0.5279780877762696,No,0.0142476,0.0,-0.0142476,No,0.695652,0.0,-0.695652,No,0.802127,0.9982607920085622,0.19613379200856218,Yes,0.802346,1.0,0.197654,Yes,0.00719748,0.0,-0.00719748,No,0.717,0.0,-0.717,No,0.581222,0.5,-0.08122200000000002,No
Infiltration,0.715871,0.6335205900496012,-0.08235040995039888,No,0.402838,0.3504753673292999,-0.05236263267070007,No,0.665575,0.6108460959076073,-0.05472890409239273,No,0.648673,0.597841598287549,-0.05083140171245104,No,0.645026,0.5950328073314897,-0.04999319266851032,No,0.288003,0.2457327542672457,-0.042270245732754314,No,0.666,0.6108460959076073,-0.055153904092392736,No,0.476786,0.15,-0.326786,No
Mass,0.869582,0.6566855842893964,-0.21289641571060358,No,0.308678,0.1442490760443498,-0.1644289239556502,No,0.757089,0.5699115044247788,-0.18717749557522123,No,0.821655,0.6592490189083126,-0.16240598109168747,No,0.825244,0.6639898562975486,-0.1612541437024514,No,0.193864,0.0825746890627003,-0.11128931093729971,No,0.758,0.5699115044247788,-0.18808849557522123,No,0.585565,0.1,-0.485565,No
Nodule,0.792307,0.6736964269631692,-0.11861057303683076,No,0.228502,0.1861898890258939,-0.042312110974106115,No,0.703614,0.3572555205047318,-0.34635847949526816,No,0.735723,0.8234034962540135,0.08768049625401353,Yes,0.737614,0.8513424087729249,0.1137284087729249,Yes,0.136427,0.1259032795997776,-0.010523720400222397,No,0.7,0.3572555205047318,-0.34274447949526815,No,0.485297,0.2,-0.28529699999999997,No
Atelectasis,0.818337,0.7066017114340423,-0.11173528856595771,No,0.345336,0.2774970851146521,-0.06783891488534788,No,0.799911,0.476423487544484,-0.32348751245551605,No,0.694521,0.7512932572244024,0.05677225722440238,Yes,0.682717,0.781919111816019,0.09920211181601901,Yes,0.2282,0.1957594589654542,-0.03244054103454577,No,0.8,0.476423487544484,-0.32357651245551605,No,0.458412,0.15,-0.308412,No
Pneumothorax,0.886252,0.7529971967284113,-0.13325480327158878,No,0.277599,0.1923397169025811,-0.0852592830974189,No,0.830119,0.2251461988304093,-0.6049728011695907,No,0.789749,0.913485551195148,0.12373655119514793,Yes,0.787684,0.9464903261987102,0.15880632619871016,Yes,0.166667,0.1678779069767441,0.001210906976744086,Yes,0.831,0.2251461988304093,-0.6058538011695906,No,0.465026,0.15,-0.31502600000000003,No
Pleural_Thickening,0.812256,0.6930122988113567,-0.11924370118864325,No,0.136327,0.1119281045751634,-0.0243988954248366,No,0.828691,0.2091603053435114,-0.6195306946564886,No,0.663107,0.9030503032465216,0.23994330324652158,Yes,0.657618,0.9239285222104828,0.2663105222104828,Yes,0.0742729,0.0764082543223647,0.0021353543223646965,Yes,0.83,0.2091603053435114,-0.6208396946564886,No,0.441709,0.15,-0.291709,No
Pneumonia,0.765119,0.6204042345718704,-0.14471476542812955,No,0.056197,0.0450106157112526,-0.011186384288747395,No,0.726619,0.3452768729641693,-0.3813421270358307,No,0.6968,0.7994113449875134,0.10261134498751345,Yes,0.696425,0.8057150608129493,0.10929006081294934,Yes,0.0292288,0.0240744946627299,-0.005154305337270099,No,0.73,0.3452768729641693,-0.38472312703583067,No,0.51558,0.1,-0.41558000000000006,No
Fibrosis,0.826327,0.6814466468407107,-0.14488035315928938,No,0.0797738,0.068230277185501,-0.01154352281449901,No,0.795252,0.1518987341772152,-0.6433532658227847,No,0.723782,0.9415358544416697,0.21775385444166961,Yes,0.722608,0.952822507689524,0.230214507689524,Yes,0.0419931,0.0439963336388634,0.0020032336388633998,Yes,0.798,0.1518987341772152,-0.6461012658227848,No,0.585557,0.15,-0.43555699999999997,No
Edema,0.908537,0.7237252370703292,-0.18481176292967083,No,0.132596,0.0792993630573248,-0.053296636942675196,No,0.908511,0.5521064301552107,-0.3564045698447893,No,0.750156,0.7421512665001784,-0.00800473349982167,No,0.746759,0.7460519728758022,-0.0007070271241977899,No,0.0714644,0.0427174472465259,-0.028746952753474095,No,0.911,0.5521064301552107,-0.3588935698447894,No,0.413506,0.1,-0.31350599999999995,No
Consolidation,0.812462,0.5750143193727232,-0.23744768062727684,No,0.192298,0.1201252490748647,-0.0721727509251353,No,0.772632,0.2336655592469546,-0.5389664407530455,No,0.724462,0.8621566179093828,0.13769461790938275,Yes,0.722326,0.8885274847823057,0.16620148478230568,Yes,0.109814,0.0808429118773946,-0.02897108812260539,No,0.774,0.2336655592469546,-0.5403344407530455,No,0.546624,0.9,0.353376,Yes
