Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.8263463645546754,0.5,0.9744916161255798,0.9958864664747018,0.11559633027522936,0.4117647058823529,0.11559633027522936,0.18051575931232092
Emphysema,0.8425712457276099,0.5,0.9784159828754906,0.9970346715328468,0.16865079365079366,0.5666666666666667,0.16865079365079366,0.2599388379204893
Effusion,0.8396350445084808,0.5,0.8888244737780949,0.990854890864996,0.12158054711246201,0.6387225548902196,0.12158054711246201,0.2042770507500798
Hernia,0.7351855351855352,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169
Infiltration,0.682059175278895,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0
Mass,0.7839472209962338,0.5,0.9500981091687478,0.9930496853573777,0.1407079646017699,0.5179153094462541,0.1407079646017699,0.22129436325678498
Nodule,0.6800432255386306,0.5,0.9430074919728862,0.9966439780676877,0.04810725552050473,0.4621212121212121,0.04810725552050473,0.08714285714285715
Atelectasis,0.7544792988075048,0.5,0.9004191937210132,0.999058287073751,0.015124555160142349,0.6415094339622641,0.015124555160142349,0.02955236853541938
Pneumothorax,0.8266199251282708,0.5,0.955984659293614,0.9938779325170577,0.16569200779727095,0.5647840531561462,0.16569200779727095,0.2562170308967596
Pleural_Thickening,0.7055331851898088,0.5,0.9675793792365323,0.995360374844963,0.044274809160305344,0.2230769230769231,0.044274809160305344,0.07388535031847134
Pneumonia,0.5757062786757838,0.5,0.985997145915091,0.9996835013790297,0.0,0.0,0.0,0.0
Fibrosis,0.7141185360474358,0.5,0.985417409917945,0.9989596526144382,0.0379746835443038,0.34285714285714286,0.0379746835443038,0.06837606837606838
Edema,0.7573962219103207,0.5,0.9789957188726365,0.9979975424384472,0.05321507760532151,0.35294117647058826,0.05321507760532151,0.09248554913294797
Consolidation,0.6604668195267103,0.5,0.9583927934356047,0.9979554853399005,0.015503875968992248,0.2413793103448276,0.015503875968992248,0.029136316337148804
