Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.8511482461293578,0.5,0.9757402782732786,0.9986288221582339,0.05688073394495413,0.5081967213114754,0.05688073394495413,0.10231023102310231
Emphysema,0.8702319853580118,0.5,0.9777470567249376,0.9994981751824817,0.031746031746031744,0.5925925925925926,0.031746031746031744,0.060263653483992465
Effusion,0.8630874410741007,0.5,0.882625758116304,1.0,0.0,0.0,0.0,0.0
Hernia,0.7572842391024209,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169
Infiltration,0.6761438584021678,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0
Mass,0.8321595222718436,0.5,0.9504102747056725,0.998450267681037,0.04513274336283186,0.6071428571428571,0.04513274336283186,0.08401976935749589
Nodule,0.7441593185189427,0.5,0.943498037816625,0.9999527320854604,0.0015772870662460567,0.6666666666666666,0.0015772870662460567,0.003147128245476003
Atelectasis,0.792621725964537,0.5,0.8997502675704602,1.0,0.0,0.0,0.0,0.0
Pneumothorax,0.8589040767687567,0.5,0.9552711380663574,0.9988316665108888,0.04678362573099415,0.6575342465753424,0.04678362573099415,0.08735213830755233
Pleural_Thickening,0.7481436765426289,0.5,0.9704334641455583,0.999035325462814,0.01984732824427481,0.38235294117647056,0.01984732824427481,0.03773584905660377
Pneumonia,0.6544721667519157,0.5,0.9859525508383874,0.9996382872903197,0.0,0.0,0.0,0.0
Fibrosis,0.7502193632867877,0.5,0.9840349625401356,0.9972860502985345,0.056962025316455694,0.23076923076923078,0.056962025316455694,0.09137055837563451
Edema,0.8341243834526609,0.5,0.9796200499464859,0.9991808128157283,0.026607538802660754,0.4,0.026607538802660754,0.0498960498960499
Consolidation,0.7606286383440769,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0
