Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall,Baseline_Accuracy,Our_Accuracy,Accuracy_Improvement,Better_Accuracy,Baseline_Specificity,Our_Specificity,Specificity_Improvement,Better_Specificity,Baseline_Precision,Our_Precision,Precision_Improvement,Better_Precision,Baseline_Sensitivity,Our_Sensitivity,Sensitivity_Improvement,Better_Sensitivity,Baseline_Threshold,Our_Threshold,Threshold_Improvement,Better_Threshold
Cardiomegaly,0.919101,0.8275877627199809,-0.09151323728001903,No,0.198765,0.2943396226415094,0.09557462264150943,Yes,0.863322,0.3577981651376147,-0.5055238348623854,No,0.820225,0.9583036032821975,0.13807860328219757,Yes,0.819083,0.9732620320855616,0.1541790320855616,Yes,0.112312,0.25,0.137688,Yes,0.865,0.3577981651376147,-0.5072018348623852,No,0.489469,0.1,-0.38946899999999995,No
Emphysema,0.916227,0.8599920978884255,-0.05623490211157456,No,0.184152,0.372139303482587,0.187987303482587,Yes,0.864245,0.371031746031746,-0.49321325396825405,No,0.82103,0.9718605066000714,0.15083050660007136,Yes,0.819995,0.9856751824817518,0.16568018248175176,Yes,0.103055,0.373253493013972,0.270198493013972,Yes,0.866,0.371031746031746,-0.494968253968254,No,0.445399,0.15,-0.29539899999999997,No
Effusion,0.888239,0.8239224983905566,-0.06431650160944336,No,0.497818,0.475472907983328,-0.022345092016672008,No,0.838296,0.5634498480243161,-0.27484615197568396,No,0.799491,0.8540849090260435,0.05459390902604355,Yes,0.794271,0.8927344381568311,0.09846343815683112,Yes,0.354027,0.4112590127565169,0.0572320127565169,Yes,0.839,0.5634498480243161,-0.2755501519756839,No,0.484694,0.1,-0.384694,No
Hernia,0.82202,0.823442896170169,0.0014228961701689968,Yes,0.0142476,0.2718446601941747,0.2575970601941747,Yes,0.695652,0.358974358974359,-0.3366776410256411,No,0.802127,0.9966553692472352,0.19452836924723516,Yes,0.802346,0.997766361402725,0.195420361402725,Yes,0.00719748,0.21875,0.21155252,Yes,0.717,0.358974358974359,-0.358025641025641,No,0.581222,0.1,-0.48122200000000004,No
Infiltration,0.715871,0.6444730405726424,-0.0713979594273576,No,0.402838,0.3499867829764737,-0.0528512170235263,No,0.665575,0.4986191313080592,-0.16695586869194085,No,0.648673,0.671022119158045,0.02234911915804494,Yes,0.645026,0.7082587712163115,0.06323277121631155,Yes,0.288003,0.269617159923975,-0.018385840076025006,No,0.666,0.4986191313080592,-0.16738086869194085,No,0.476786,0.05,-0.426786,No
Mass,0.869582,0.7932124508877402,-0.0763695491122598,No,0.308678,0.3374827109266943,0.028804710926694288,Yes,0.757089,0.431858407079646,-0.325230592920354,No,0.821655,0.9145558330360328,0.0929008330360328,Yes,0.825244,0.9401709401709402,0.11492694017094018,Yes,0.193864,0.2769580022701475,0.08309400227014749,Yes,0.758,0.431858407079646,-0.326141592920354,No,0.585565,0.05,-0.535565,No
Nodule,0.792307,0.6923076464276492,-0.09999935357235079,No,0.228502,0.2195266272189349,-0.00897537278106511,No,0.703614,0.2925867507886435,-0.41102724921135647,No,0.735723,0.8823581876560828,0.14663518765608274,Yes,0.737614,0.917706560786538,0.18009256078653801,Yes,0.136427,0.1756628787878787,0.03923587878787871,Yes,0.7,0.2925867507886435,-0.40741324921135647,No,0.485297,0.05,-0.435297,No
Atelectasis,0.818337,0.7421220065029167,-0.07621499349708327,No,0.345336,0.3251589464123524,-0.020177053587647598,No,0.799911,0.3981316725978647,-0.40177932740213534,No,0.694521,0.8343292900463789,0.13980829004637885,Yes,0.682717,0.8829302141157811,0.20021321411578108,Yes,0.2282,0.2747927540681609,0.04659275406816091,Yes,0.8,0.3981316725978647,-0.40186832740213535,No,0.458412,0.1,-0.35841199999999995,No
Pneumothorax,0.886252,0.849061926138731,-0.037190073861269046,No,0.277599,0.3602705589177643,0.08267155891776434,Yes,0.830119,0.49317738791423,-0.33694161208577006,No,0.789749,0.9198626471637532,0.13011364716375318,Yes,0.787684,0.9403215253762034,0.15263752537620334,Yes,0.166667,0.2837913628715647,0.11712436287156469,Yes,0.831,0.49317738791423,-0.33782261208576997,No,0.465026,0.05,-0.415026,No
Pleural_Thickening,0.812256,0.7152212737561188,-0.09703472624388121,No,0.136327,0.1654846335697399,0.029157633569739883,Yes,0.828691,0.2671755725190839,-0.561515427480916,No,0.663107,0.9212896896182662,0.2581826896182662,Yes,0.657618,0.9409711057007673,0.2833531057007672,Yes,0.0742729,0.1198630136986301,0.0455901136986301,Yes,0.83,0.2671755725190839,-0.562824427480916,No,0.441709,0.05,-0.39170900000000003,No
Pneumonia,0.765119,0.6315978143480062,-0.13352118565199378,No,0.056197,0.0526315789473684,-0.0035654210526315996,No,0.726619,0.0521172638436482,-0.6745017361563518,No,0.6968,0.9743132358187656,0.27751323581876564,Yes,0.696425,0.987113984717638,0.29068898471763804,Yes,0.0292288,0.0531561461794019,0.023927346179401898,Yes,0.73,0.0521172638436482,-0.6778827361563518,No,0.51558,0.1,-0.41558000000000006,No
Fibrosis,0.826327,0.7144983601789147,-0.11182863982108537,No,0.0797738,0.0854092526690391,0.005635452669039101,Yes,0.795252,0.0759493670886076,-0.7193026329113924,No,0.723782,0.9770781305743846,0.2532961305743846,Yes,0.722608,0.9899583861045776,0.2673503861045776,Yes,0.0419931,0.0975609756097561,0.0555678756097561,Yes,0.798,0.0759493670886076,-0.7220506329113925,No,0.585557,0.15,-0.43555699999999997,No
Edema,0.908537,0.8341149988249034,-0.07442200117509667,No,0.132596,0.2170790103750997,0.0844830103750997,Yes,0.908511,0.3015521064301552,-0.6069588935698448,No,0.750156,0.9562522297538352,0.20609622975383513,Yes,0.746759,0.9696900741819504,0.22293107418195046,Yes,0.0714644,0.169576059850374,0.098111659850374,Yes,0.911,0.3015521064301552,-0.6094478935698449,No,0.413506,0.05,-0.363506,No
Consolidation,0.812462,0.7157555243756607,-0.09670647562433932,No,0.192298,0.1644195988161789,-0.027878401183821094,No,0.772632,0.2768549280177187,-0.49577707198228127,No,0.724462,0.8866839100963254,0.16222191009632536,Yes,0.722326,0.912271734584824,0.189945734584824,Yes,0.109814,0.1169317118802619,0.007117711880261904,Yes,0.774,0.2768549280177187,-0.4971450719822813,No,0.546624,0.05,-0.496624,No
