Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9130681634729126,0.1,0.9586157688191224,0.9714337949632067,0.44403669724770645,0.279123414071511,0.44403669724770645,0.34277620396600567,242,625,21254,303
Emphysema,0.9080167057698991,0.15,0.9715929361398502,0.9828923357664233,0.4801587301587302,0.39222042139384117,0.4801587301587302,0.431757359500446,242,375,21545,262
Effusion,0.8734711823634491,0.15,0.8690688547984302,0.9044058205335489,0.6033434650455927,0.45632183908045976,0.6033434650455927,0.5196335078534031,1588,1892,17900,1044
Hernia,0.7656237292600929,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.7015334258500585,0.2,0.710176596503746,0.7462176671547096,0.5433090635199598,0.3161893629456458,0.5433090635199598,0.39974138727255937,2164,4680,13761,1819
Mass,0.8571434389678093,0.1,0.9174545130217624,0.9371653987038603,0.5460176991150443,0.3156010230179028,0.5460176991150443,0.4,617,1338,19956,513
Nodule,0.7497974525128936,0.2,0.912816625044595,0.949754206844394,0.29652996845425866,0.26129256428075054,0.29652996845425866,0.277798300701884,376,1063,20093,892
Atelectasis,0.801636656144787,0.1,0.8071708883339279,0.8333663758921491,0.5720640569395018,0.27667814113597244,0.5720640569395018,0.37296983758700697,1286,3362,16814,962
Pneumothorax,0.8805535696163694,0.15,0.9373885123082412,0.9590615945415459,0.4853801169590643,0.3624454148471616,0.4853801169590643,0.415,498,876,20522,528
Pleural_Thickening,0.7814972548329283,0.15,0.9441223688904745,0.964490789655014,0.26717557251908397,0.18459915611814345,0.26717557251908397,0.2183406113537118,175,773,20996,480
Pneumonia,0.7427250604904123,0.1,0.9779254370317517,0.9908215399918615,0.048859934853420196,0.06880733944954129,0.048859934853420196,0.05714285714285714,15,203,21914,292
Fibrosis,0.7944373478413221,0.1,0.9596414555833036,0.9701465532838791,0.22468354430379747,0.09712722298221614,0.22468354430379747,0.1356255969436485,71,660,21448,245
Edema,0.8900409220225225,0.2,0.9650820549411345,0.9789741956036955,0.28824833702882485,0.2195945945945946,0.28824833702882485,0.24928092042186,130,462,21511,321
Consolidation,0.803249323087707,0.3,0.8613985016054228,0.8760745318526091,0.5116279069767442,0.1476510067114094,0.5116279069767442,0.22916666666666666,462,2667,18854,441
