Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall
Cardiomegaly,0.919101,0.8271755707265692,-0.09192542927343073,No,0.198765,0.1269841269841269,-0.0717808730158731,No,0.863322,0.073394495412844,-0.789927504587156,No
Emphysema,0.916227,0.8634960009703396,-0.052730999029660386,No,0.184152,0.1946308724832214,0.01047887248322138,Yes,0.864245,0.115079365079365,-0.749165634920635,No
Effusion,0.888239,0.8384668542968452,-0.0497721457031548,No,0.497818,0.0,-0.497818,No,0.838296,0.0,-0.838296,No
Hernia,0.82202,0.6889738435192981,-0.13304615648070184,No,0.0142476,0.0034723767974001,-0.010775223202599899,No,0.695652,1.0,0.30434799999999995,Yes
Infiltration,0.715871,0.6675393768236005,-0.048331623176399496,No,0.402838,0.0,-0.402838,No,0.665575,0.0,-0.665575,No
Mass,0.869582,0.7718228409515,-0.09775915904849997,No,0.308678,0.0,-0.308678,No,0.757089,0.0,-0.757089,No
Nodule,0.792307,0.680825923304901,-0.11148107669509899,No,0.228502,0.0,-0.228502,No,0.703614,0.0,-0.703614,No
Atelectasis,0.818337,0.7678284411238044,-0.05050855887619554,No,0.345336,0.0,-0.345336,No,0.799911,0.0,-0.799911,No
Pneumothorax,0.886252,0.8515240352389422,-0.03472796476105788,No,0.277599,0.003883495145631,-0.27371550485436896,No,0.830119,0.0019493177387914,-0.8281696822612087,No
Pleural_Thickening,0.812256,0.7141973371335877,-0.0980586628664123,No,0.136327,0.0,-0.136327,No,0.828691,0.0,-0.828691,No
Pneumonia,0.765119,0.6286313577525741,-0.13648764224742593,No,0.056197,0.0,-0.056197,No,0.726619,0.0,-0.726619,No
Fibrosis,0.826327,0.7204034194621112,-0.10592358053788886,No,0.0797738,0.0297619047619047,-0.05001189523809531,No,0.795252,0.0158227848101265,-0.7794292151898734,No
Edema,0.908537,0.7888262989157323,-0.11971070108426773,No,0.132596,0.0373443983402489,-0.09525160165975109,No,0.908511,0.0199556541019955,-0.8885553458980044,No
Consolidation,0.812462,0.762281174487532,-0.05018082551246805,No,0.192298,0.0,-0.192298,No,0.772632,0.0,-0.772632,No
