Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.8336642190932532,0.2,0.960087406350339,0.976598564833859,0.29724770642201837,0.2403560830860534,0.29724770642201837,0.26579163248564397,162,512,21367,383
Emphysema,0.8080410095151199,0.2,0.9375668926150553,0.9515510948905109,0.32936507936507936,0.13517915309446255,0.32936507936507936,0.19168591224018475,166,1062,20858,338
Effusion,0.8305471316586113,0.15,0.8043168034249019,0.8232619240097009,0.6618541033434651,0.33244274809160307,0.6618541033434651,0.4425813008130081,1742,3498,16294,890
Hernia,0.6460209732937007,0.95,0.19367641812343916,0.19231628322537414,0.9743589743589743,0.0020973617397063694,0.9743589743589743,0.004185713498926034,38,18080,4305,1
Infiltration,0.6380382378048521,0.15,0.6227256510881198,0.6333712922292717,0.573437107707758,0.2525152017689331,0.573437107707758,0.35062941357077065,2284,6761,11680,1699
Mass,0.7826518500786711,0.15,0.9185693899393507,0.9479196017657556,0.3654867256637168,0.27135348226018396,0.3654867256637168,0.3114630467571644,413,1109,20185,717
Nodule,0.7087114393721151,0.2,0.8579646806992508,0.8864624692758556,0.3824921135646688,0.16799445791479045,0.3824921135646688,0.23345367027677497,485,2402,18754,783
Atelectasis,0.732970698599654,0.15,0.7879950053514092,0.8227101506740682,0.476423487544484,0.23042168674698796,0.476423487544484,0.310614849187935,1071,3577,16599,1177
Pneumothorax,0.8527621498939526,0.25,0.9214234748483767,0.9438732591831013,0.45321637426900585,0.27911164465786314,0.45321637426900585,0.34546805349182763,465,1201,20197,561
Pleural_Thickening,0.7251177614781718,0.1,0.922538351765965,0.9429463916578621,0.24427480916030533,0.11412268188302425,0.24427480916030533,0.15556635877491493,160,1242,20527,495
Pneumonia,0.6729372618436243,0.15,0.9600428112736354,0.9723289777094543,0.0749185667752443,0.03622047244094488,0.0749185667752443,0.04883227176220807,23,612,21505,284
Fibrosis,0.7061621258585585,0.2,0.9636104174099179,0.9753935227067125,0.13924050632911392,0.07482993197278912,0.13924050632911392,0.09734513274336283,44,544,21564,272
Edema,0.8475979843434136,0.2,0.9577684623617553,0.9716015109452509,0.2838137472283814,0.1702127659574468,0.2838137472283814,0.21280133000831256,128,624,21349,323
Consolidation,0.6996195171184879,0.1,0.8004370317516946,0.8165048092560755,0.4174972314507198,0.08714748035136384,0.4174972314507198,0.1441958309428189,377,3949,17572,526
