Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9091308283968835,0.15,0.960176596503746,0.9733077380136204,0.43302752293577984,0.28780487804878047,0.43302752293577984,0.3457875457875458,236,584,21295,309
Emphysema,0.9087688998957248,0.1,0.9707010346057795,0.9817518248175182,0.49007936507936506,0.38176197836166925,0.49007936507936506,0.4291920069504778,247,400,21520,257
Effusion,0.873599434882658,0.25,0.8775419193721014,0.9209276475343573,0.5512917933130699,0.48110079575596815,0.5512917933130699,0.5138101983002833,1451,1565,18227,1181
Hernia,0.7612423612423611,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.698678448805177,0.2,0.7158847663217981,0.7566292500406703,0.5272407732864675,0.31876138433515483,0.5272407732864675,0.39731340459748365,2100,4488,13953,1883
Mass,0.8565990378277649,0.15,0.9203085979307885,0.9412980182210952,0.5247787610619469,0.3217580032555616,0.5247787610619469,0.3989236461486714,593,1250,20044,537
Nodule,0.7503048370434918,0.15,0.9143774527292187,0.9515503875968992,0.2941640378548896,0.26680972818311877,0.2941640378548896,0.2798199549887472,373,1025,20131,895
Atelectasis,0.8015260965955111,0.15,0.8250981091687478,0.857751784298176,0.5320284697508897,0.294146581406788,0.5320284697508897,0.37884067152359835,1196,2870,17306,1052
Pneumothorax,0.8807023328590766,0.15,0.9327952194077774,0.9520983269464436,0.530214424951267,0.3467176545570427,0.530214424951267,0.4192678227360308,544,1025,20373,482
Pleural_Thickening,0.780719027933482,0.1,0.9409561184445238,0.9608158390371629,0.28091603053435116,0.17743490838958534,0.28091603053435116,0.21749408983451538,184,853,20916,471
Pneumonia,0.7401991098862889,0.15,0.9755618979664645,0.9884704073789393,0.04560260586319218,0.05204460966542751,0.04560260586319218,0.04861111111111111,14,255,21862,293
Fibrosis,0.7954678185111982,0.05,0.9546914020692115,0.9646281888908992,0.25949367088607594,0.09490740740740741,0.25949367088607594,0.13898305084745763,82,782,21326,234
Edema,0.8897666487080547,0.2,0.9634766321798074,0.9768807172438903,0.31042128603104213,0.21604938271604937,0.31042128603104213,0.25477707006369427,140,508,21465,311
Consolidation,0.803591361971873,0.35,0.871566179093828,0.8881557548441058,0.47619047619047616,0.1515685583362707,0.47619047619047616,0.22994652406417113,430,2407,19114,473
