Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.8503715808087097,0.1,0.9356047092400999,0.9478038301567714,0.44587155963302755,0.17545126353790613,0.44587155963302755,0.25181347150259065,243,1142,20737,302
Emphysema,0.8486911279110184,0.2,0.9680699250802711,0.9828010948905109,0.3273809523809524,0.3044280442804428,0.3273809523809524,0.3154875717017208,165,377,21543,339
Effusion,0.8478376675172554,0.1,0.796200499464859,0.8057801131770412,0.7241641337386018,0.3314782608695652,0.7241641337386018,0.4547840610832737,1906,3844,15948,726
Hernia,0.8037061218879401,0.5,0.997904031394934,0.999642617824436,0.0,0.0,0.0,0.0,0,8,22377,39
Infiltration,0.6777110430407808,0.15,0.4566981805208705,0.3785044195000271,0.8187296008034145,0.22150523026762667,0.8187296008034145,0.34867682437850844,3261,11461,6980,722
Mass,0.805160849663913,0.1,0.8501605422761327,0.8648915187376726,0.5725663716814159,0.18359818388195231,0.5725663716814159,0.2780403953588311,647,2877,18417,483
Nodule,0.7245635247967182,0.25,0.9091152336782019,0.9492815276989979,0.23895899053627762,0.22020348837209303,0.23895899053627762,0.2291981845688351,303,1073,20083,965
Atelectasis,0.7665597457674951,0.15,0.8427131644666429,0.8932394924662966,0.38923487544483987,0.2888742159128425,0.38923487544483987,0.3316278188364601,875,2154,18022,1373
Pneumothorax,0.8482928529692614,0.15,0.9158490902604353,0.93807832507711,0.4522417153996101,0.25936277249860257,0.4522417153996101,0.32966252220248665,464,1325,20073,562
Pleural_Thickening,0.7585366332613188,0.15,0.9249910809846593,0.945564793973081,0.24122137404580152,0.11764705882352941,0.24122137404580152,0.15815815815815815,158,1185,20584,497
Pneumonia,0.6879029042909054,0.1,0.7738583660363896,0.7782701089659538,0.4560260586319218,0.02775574940523394,0.4560260586319218,0.05232666791253971,140,4904,17213,167
Fibrosis,0.7587848376096171,0.1,0.8426239743132358,0.8478378867378324,0.4778481012658228,0.042958748221906116,0.4778481012658228,0.07883059253458627,151,3364,18744,165
Edema,0.8751588196883032,0.1,0.8955583303603282,0.9015154962909024,0.6053215077605322,0.11202297907263029,0.6053215077605322,0.18905817174515235,273,2164,19809,178
Consolidation,0.7397607672909352,0.85,0.7633339279343561,0.7707355606152131,0.5869324473975637,0.09699853587115666,0.5869324473975637,0.1664834301869012,530,4934,16587,373
