Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9094640623512723,0.25,0.965126650017838,0.9797065679418621,0.3798165137614679,0.31797235023041476,0.3798165137614679,0.34615384615384615,207,444,21435,338
Emphysema,0.9088340719499479,0.15,0.9694077773813771,0.9800638686131387,0.5059523809523809,0.3684971098265896,0.5059523809523809,0.42642140468227424,255,437,21483,249
Effusion,0.8776726185613052,0.3,0.8769621833749554,0.9166329830234439,0.5786474164133738,0.47998739363378506,0.5786474164133738,0.5247200689061154,1523,1650,18142,1109
Hernia,0.7490203490203491,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.7037428661312232,0.2,0.699785943631823,0.7279431701100808,0.5694200351493849,0.31132463967055596,0.5694200351493849,0.402555910543131,2268,5017,13424,1715
Mass,0.8597872307708931,0.15,0.9187923653228683,0.9397482859021321,0.5238938053097345,0.3157333333333333,0.5238938053097345,0.3940099833610649,592,1283,20011,538
Nodule,0.7517926393866683,0.15,0.9054138423118088,0.9398752127056155,0.3304416403785489,0.24778237729154345,0.3304416403785489,0.28320378506252114,419,1272,19884,849
Atelectasis,0.8043828962602408,0.2,0.8249643239386372,0.8578509119746233,0.5298042704626335,0.2934220251293422,0.5298042704626335,0.37767559854130334,1191,2868,17308,1057
Pneumothorax,0.8854665144234753,0.2,0.9356047092400999,0.9562108608281148,0.5058479532163743,0.35645604395604397,0.5058479532163743,0.41821112006446415,519,937,20461,507
Pleural_Thickening,0.7839515467579605,0.15,0.9374331073849447,0.9570030777711425,0.2870229007633588,0.16725978647686832,0.2870229007633588,0.21135469364811693,188,936,20833,467
Pneumonia,0.7424196076565863,0.05,0.9211559043881555,0.930053804765565,0.28013029315960913,0.052663808940600125,0.28013029315960913,0.088659793814433,86,1547,20570,221
Fibrosis,0.7936087057093715,0.1,0.9615144488048519,0.9718201555997829,0.24050632911392406,0.10872675250357654,0.24050632911392406,0.1497536945812808,76,623,21485,240
Edema,0.8829655181530489,0.15,0.9516143417766678,0.9624994311200109,0.4212860310421286,0.1873767258382643,0.4212860310421286,0.2593856655290102,190,824,21149,261
Consolidation,0.8002163587622032,0.1,0.8499821619693186,0.8626457878351378,0.5481727574750831,0.1434366850188351,0.5481727574750831,0.2273771244832338,495,2956,18565,408
