Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9122508660015405,0.15,0.9592400998929718,0.9719365601718543,0.44954128440366975,0.2852153667054715,0.44954128440366975,0.349002849002849,245,614,21265,300
Emphysema,0.9099412727378056,0.15,0.9726186229040314,0.9841697080291971,0.47023809523809523,0.4058219178082192,0.47023809523809523,0.43566176470588236,237,347,21573,267
Effusion,0.8754660071890518,0.2,0.8650998929718159,0.8972817299919159,0.6231003039513677,0.4465014974135584,0.6231003039513677,0.5202220459952419,1640,2033,17759,992
Hernia,0.760287051196142,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.7033276613503926,0.2,0.6839992864787727,0.7030529797733311,0.5957820738137083,0.3023315071983692,0.5957820738137083,0.4011156186612576,2373,5476,12965,1610
Mass,0.8602025498894117,0.15,0.925972172672137,0.9484831407908331,0.5017699115044247,0.3407451923076923,0.5017699115044247,0.4058697208303508,567,1097,20197,563
Nodule,0.7512970531959373,0.15,0.9058151980021406,0.9406787672527888,0.32413249211356465,0.24669867947178872,0.32413249211356465,0.28016359918200406,411,1255,19901,857
Atelectasis,0.8041721397079368,0.2,0.8396361041740992,0.8796590007930214,0.4804270462633452,0.30786773090079816,0.4804270462633452,0.3752605976372481,1080,2428,17748,1168
Pneumothorax,0.8840474788866424,0.2,0.9334195504816268,0.9531264604168614,0.5224171539961013,0.34827810266406756,0.5224171539961013,0.4179337231968811,536,1003,20395,490
Pleural_Thickening,0.7825404428666157,0.1,0.935872279700321,0.9551656024622169,0.29465648854961835,0.165098374679213,0.29465648854961835,0.21162280701754385,193,976,20793,462
Pneumonia,0.7443301606396189,0.05,0.937789867998573,0.9477777275399014,0.2182410423452769,0.05482815057283143,0.2182410423452769,0.08763897972531066,67,1155,20962,240
Fibrosis,0.7952545387087097,0.05,0.9430520870495898,0.9521440202641578,0.3069620253164557,0.08398268398268398,0.3069620253164557,0.1318830727396329,97,1058,21050,219
Edema,0.8911001740394354,0.1,0.9533535497681056,0.964092295089428,0.43015521064301554,0.19735503560528994,0.43015521064301554,0.2705718270571827,194,789,21184,257
Consolidation,0.804047045037727,0.1,0.872814841241527,0.8891780121741555,0.48283499446290146,0.15455512229705778,0.48283499446290146,0.23415682062298604,436,2385,19136,467
