Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.8538473698754324,0.5,0.9760524438102034,0.9994515288632936,0.03669724770642202,0.625,0.03669724770642202,0.06932409012131716
Emphysema,0.8760535696182365,0.5,0.9775686764181234,0.9988138686131387,0.05357142857142857,0.5094339622641509,0.05357142857142857,0.09694793536804308
Effusion,0.8626419550559865,0.5,0.882625758116304,1.0,0.0,0.0,0.0,0.0
Hernia,0.5895528713710532,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169
Infiltration,0.6997434857593827,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0
Mass,0.8114768504319221,0.5,0.9494737780948983,0.9998591152437306,0.0,0.0,0.0,0.0
Nodule,0.7229182994227052,0.5,0.9434534427399215,1.0,0.0,0.0,0.0,0.0
Atelectasis,0.7836668544565827,0.5,0.8997502675704602,1.0,0.0,0.0,0.0,0.0
Pneumothorax,0.873770972383238,0.5,0.9542454513021762,0.9998130666417422,0.003898635477582846,0.5,0.003898635477582846,0.007736943907156673
Pleural_Thickening,0.7536071849492538,0.5,0.9707010346057795,0.9999081262345537,0.0,0.0,0.0,0.0
Pneumonia,0.6406074947285822,0.5,0.9858633606849804,0.9995478591128996,0.0,0.0,0.0,0.0
Fibrosis,0.7519955975613388,0.5,0.9856849803781662,0.9995929075447801,0.012658227848101266,0.3076923076923077,0.012658227848101266,0.0243161094224924
Edema,0.8329600841508471,0.5,0.9792632893328577,0.9989532608200974,0.019955654101995565,0.28125,0.019955654101995565,0.037267080745341616
Consolidation,0.7575228614683858,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0
