Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.8003682052791605,0.1,0.9509008205494114,0.9690113807760866,0.22385321100917432,0.1525,0.22385321100917432,0.18141263940520447,122,678,21201,423
Emphysema,0.7666278349843586,0.1,0.8421780235462005,0.8505474452554744,0.4781746031746032,0.0685243104918965,0.4781746031746032,0.11987067893558816,241,3276,18644,263
Effusion,0.8211123457514381,0.1,0.7579825187299322,0.7615703314470493,0.7310030395136778,0.2896281800391389,0.7310030395136778,0.41487870619946093,1924,4719,15073,708
Hernia,0.8197052742507287,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.6809366710531581,0.15,0.6107741705315733,0.6013231386584241,0.6545317599799146,0.2617732704086756,0.6545317599799146,0.3739779084779802,2607,7352,11089,1376
Mass,0.6981819217013228,0.1,0.851275419193721,0.8774772236310698,0.35752212389380533,0.13408562894125456,0.35752212389380533,0.19502775766352884,404,2609,18685,726
Nodule,0.6456800108313606,0.2,0.8913663931501962,0.9344866704480999,0.1719242902208202,0.13591022443890274,0.1719242902208202,0.15181058495821728,218,1386,19770,1050
Atelectasis,0.7455647640620193,0.15,0.7966910453085979,0.8338124504361618,0.46352313167259784,0.23708759954493744,0.46352313167259784,0.31371368357669727,1042,3353,16823,1206
Pneumothorax,0.7959576162316457,0.15,0.9238316089903674,0.954341527245537,0.2875243664717349,0.2319182389937107,0.2875243664717349,0.25674499564838993,295,977,20421,731
Pleural_Thickening,0.7118275550462367,0.15,0.8765162326079201,0.8936561164959346,0.3068702290076336,0.07988871224165342,0.3068702290076336,0.12677388836329234,201,2315,19454,454
Pneumonia,0.6960214105646916,0.1,0.9488048519443454,0.9604376723787132,0.11074918566775244,0.0374037403740374,0.11074918566775244,0.05592105263157895,34,875,21242,273
Fibrosis,0.6977726431579839,0.1,0.7937477702461648,0.7984892346661842,0.4620253164556962,0.03173223212345142,0.4620253164556962,0.05938580435224731,146,4455,17653,170
Edema,0.8666459027572945,0.15,0.9581252229753835,0.9717380421426296,0.29490022172949004,0.17639257294429708,0.29490022172949004,0.22074688796680497,133,621,21352,318
Consolidation,0.7513268736508774,0.85,0.7031305743845879,0.7042423679197063,0.6766334440753046,0.08758600917431193,0.6766334440753046,0.15509582434319075,611,6365,15156,292
