Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall,Baseline_Accuracy,Our_Accuracy,Accuracy_Improvement,Better_Accuracy,Baseline_Specificity,Our_Specificity,Specificity_Improvement,Better_Specificity,Baseline_Precision,Our_Precision,Precision_Improvement,Better_Precision,Baseline_Sensitivity,Our_Sensitivity,Sensitivity_Improvement,Better_Sensitivity,Baseline_Threshold,Our_Threshold,Threshold_Improvement,Better_Threshold
Cardiomegaly,0.919101,0.911286303191322,-0.007814696808677968,No,0.198765,0.347949080622348,0.14918408062234798,Yes,0.863322,0.4513761467889908,-0.41194585321100924,No,0.820225,0.9588833392793435,0.13865833927934357,Yes,0.819083,0.9715252068193244,0.1524422068193244,Yes,0.112312,0.2830840046029919,0.17077200460299188,Yes,0.865,0.4513761467889908,-0.4136238532110092,No,0.489469,0.1,-0.38946899999999995,No
Emphysema,0.916227,0.9081894117135904,-0.008037588286409658,No,0.184152,0.4357005758157389,0.25154857581573886,Yes,0.864245,0.4503968253968254,-0.41384817460317463,No,0.82103,0.9737780948983232,0.1527480948983232,Yes,0.819995,0.9858120437956204,0.16581704379562034,Yes,0.103055,0.4219330855018587,0.3188780855018587,Yes,0.866,0.4503968253968254,-0.4156031746031746,No,0.445399,0.15,-0.29539899999999997,No
Effusion,0.888239,0.8738931813351254,-0.01434581866487461,No,0.497818,0.5135506003430532,0.015732600343053238,Yes,0.838296,0.5687689969604863,-0.2695270030395137,No,0.799491,0.8735283624687834,0.07403736246878345,Yes,0.794271,0.9140561843168956,0.11978518431689567,Yes,0.354027,0.4681050656660412,0.11407806566604123,Yes,0.839,0.5687689969604863,-0.27023100303951364,No,0.484694,0.2,-0.284694,No
Hernia,0.82202,0.7765193037920312,-0.045500696207968816,No,0.0142476,0.0,-0.0142476,No,0.695652,0.0,-0.695652,No,0.802127,0.9982607920085622,0.19613379200856218,Yes,0.802346,1.0,0.197654,Yes,0.00719748,0.0,-0.00719748,No,0.717,0.0,-0.717,No,0.581222,0.5,-0.08122200000000002,No
Infiltration,0.715871,0.6975356315803583,-0.018335368419641784,No,0.402838,0.3939522636541238,-0.008885736345876194,No,0.665575,0.5822244539291991,-0.08335054607080095,No,0.648673,0.6818141277202997,0.033141127720299646,Yes,0.645026,0.7033241147443198,0.058298114744319784,Yes,0.288003,0.2976893453145058,0.009686345314505795,Yes,0.666,0.5822244539291991,-0.08377554607080095,No,0.476786,0.2,-0.276786,No
Mass,0.869582,0.8588500146703006,-0.010731985329699323,No,0.308678,0.4068335319825188,0.0981555319825188,Yes,0.757089,0.4530973451327433,-0.3039916548672567,No,0.821655,0.9334195504816268,0.11176455048162681,Yes,0.825244,0.9589086127547666,0.1336646127547666,Yes,0.193864,0.3691420331651045,0.1752780331651045,Yes,0.758,0.4530973451327433,-0.3049026548672567,No,0.585565,0.15,-0.435565,No
Nodule,0.792307,0.7502181294967891,-0.04208887050321086,No,0.228502,0.2804989351992698,0.05199693519926982,Yes,0.703614,0.3635646687697161,-0.34004933123028386,No,0.735723,0.894532643596147,0.15880964359614702,Yes,0.737614,0.9263565891472868,0.1887425891472868,Yes,0.136427,0.2283308568598316,0.0919038568598316,Yes,0.7,0.3635646687697161,-0.33643533123028385,No,0.485297,0.1,-0.385297,No
Atelectasis,0.818337,0.802566926174222,-0.015770073825777997,No,0.345336,0.3746223564954682,0.029286356495468235,Yes,0.799911,0.5791814946619217,-0.22072950533807834,No,0.694521,0.8061452015697467,0.11162420156974662,Yes,0.682717,0.8314333862014275,0.14871638620142746,Yes,0.2282,0.2768445672974697,0.048644567297469715,Yes,0.8,0.5791814946619217,-0.22081850533807834,No,0.458412,0.15,-0.308412,No
Pneumothorax,0.886252,0.8815200979778584,-0.004731902022141687,No,0.277599,0.4096916299559471,0.13209262995594712,Yes,0.830119,0.543859649122807,-0.286259350877193,No,0.789749,0.9282911166607206,0.13854211666072058,Yes,0.787684,0.9467239928965324,0.15903999289653237,Yes,0.166667,0.3286219081272085,0.16195490812720847,Yes,0.831,0.543859649122807,-0.2871403508771929,No,0.465026,0.1,-0.36502599999999996,No
Pleural_Thickening,0.812256,0.7824808301180438,-0.029775169881956165,No,0.136327,0.1916747337850919,0.05534773378509189,Yes,0.828691,0.4534351145038168,-0.37525588549618316,No,0.663107,0.8882893328576525,0.22518233285765255,Yes,0.657618,0.9013735127934218,0.24375551279342178,Yes,0.0742729,0.1215220949263502,0.0472491949263502,Yes,0.83,0.4534351145038168,-0.37656488549618317,No,0.441709,0.05,-0.39170900000000003,No
