Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.8328793350919633,0.5,0.9752943275062433,0.9969834087481146,0.10458715596330276,0.4634146341463415,0.10458715596330276,0.17065868263473055,57,66,21813,488
Emphysema,0.855399097367049,0.5,0.9779700321084552,0.9983576642335766,0.09126984126984126,0.5609756097560976,0.09126984126984126,0.15699658703071673,46,36,21884,458
Effusion,0.8417095352455813,0.5,0.8825811630396004,0.9999494745351657,0.0,0.0,0.0,0.0,0,1,19791,2632
Hernia,0.7004083549538095,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169,39,22385,0,0
Infiltration,0.6762840616625866,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0,0,0,18441,3983
Mass,0.7739865648306764,0.5,0.9496521584017125,1.0,0.0008849557522123894,1.0,0.0008849557522123894,0.0017683465959328027,1,0,21294,1129
Nodule,0.6950941049007732,0.5,0.9434534427399215,1.0,0.0,0.0,0.0,0.0,0,0,21156,1268
Atelectasis,0.7534055405844934,0.5,0.8997502675704602,1.0,0.0,0.0,0.0,0.0,0,0,20176,2248
Pneumothorax,0.8417334916983188,0.5,0.9543792365322868,0.9999532666604356,0.003898635477582846,0.8,0.003898635477582846,0.007759456838021339,4,1,21397,1022
Pleural_Thickening,0.7232877552959791,0.5,0.9707902247591866,1.0,0.0,0.0,0.0,0.0,0,0,21769,655
Pneumonia,0.6286528602182146,0.5,0.9862647163753122,0.99995478591129,0.0,0.0,0.0,0.0,0,1,22116,307
Fibrosis,0.6984844108209869,0.5,0.9856403853014627,0.9995476750497557,0.012658227848101266,0.2857142857142857,0.012658227848101266,0.024242424242424242,4,10,22098,312
Edema,0.8153575497766207,0.5,0.9784605779521941,0.9971328448550494,0.06873614190687362,0.32978723404255317,0.06873614190687362,0.11376146788990826,31,63,21910,420
Consolidation,0.7606515884482349,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0,0,0,21521,903
