Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall,Baseline_Accuracy,Our_Accuracy,Accuracy_Improvement,Better_Accuracy,Baseline_Specificity,Our_Specificity,Specificity_Improvement,Better_Specificity,Baseline_Precision,Our_Precision,Precision_Improvement,Better_Precision,Baseline_Sensitivity,Our_Sensitivity,Sensitivity_Improvement,Better_Sensitivity,Baseline_Threshold,Our_Threshold,Threshold_Improvement,Better_Threshold
Cardiomegaly,0.919101,0.9124126817596866,-0.006688318240313351,No,0.198765,0.3333333333333333,0.13456833333333332,Yes,0.863322,0.5541284403669725,-0.3091935596330275,No,0.820225,0.9461291473421334,0.1259041473421334,Yes,0.819083,0.9558937794231912,0.1368107794231912,Yes,0.112312,0.2383583267561168,0.1260463267561168,Yes,0.865,0.5541284403669725,-0.3108715596330275,No,0.489469,0.05,-0.439469,No
Emphysema,0.916227,0.908090838981578,-0.008136161018421961,No,0.184152,0.4331087584215592,0.2489567584215592,Yes,0.864245,0.4464285714285714,-0.41781642857142864,No,0.82103,0.9737334998216196,0.15270349982161957,Yes,0.819995,0.9858576642335768,0.16586266423357676,Yes,0.103055,0.4205607476635514,0.3175057476635514,Yes,0.866,0.4464285714285714,-0.4195714285714286,No,0.445399,0.1,-0.345399,No
Effusion,0.888239,0.8727909506588889,-0.015448049341111103,No,0.497818,0.5111561866125761,0.01333818661257613,Yes,0.838296,0.574468085106383,-0.263827914893617,No,0.799491,0.8710310381733857,0.07154003817338572,Yes,0.794271,0.910468876313662,0.11619787631366207,Yes,0.354027,0.4604141291108404,0.10638712911084042,Yes,0.839,0.574468085106383,-0.26453191489361694,No,0.484694,0.2,-0.284694,No
Hernia,0.82202,0.7614846251209888,-0.06053537487901117,No,0.0142476,0.0,-0.0142476,No,0.695652,0.0,-0.695652,No,0.802127,0.9982607920085622,0.19613379200856218,Yes,0.802346,1.0,0.197654,Yes,0.00719748,0.0,-0.00719748,No,0.717,0.0,-0.717,No,0.581222,0.5,-0.08122200000000002,No
Infiltration,0.715871,0.7014033790891807,-0.014467620910819323,No,0.402838,0.3975196362133112,-0.005318363786688762,No,0.665575,0.6035651518955562,-0.062009848104443877,No,0.648673,0.6750356760613628,0.026362676061362778,Yes,0.645026,0.6904723171194621,0.04544631711946212,Yes,0.288003,0.2963510848126233,0.00834808481262328,Yes,0.666,0.6035651518955562,-0.062434848104443885,No,0.476786,0.15,-0.326786,No
Mass,0.869582,0.8571332985900717,-0.012448701409928264,No,0.308678,0.4,0.09132200000000001,Yes,0.757089,0.511504424778761,-0.245584575221239,No,0.821655,0.9226721369960756,0.10101713699607562,Yes,0.825244,0.9444914060298676,0.11924740602986761,Yes,0.193864,0.3284090909090909,0.13454509090909086,Yes,0.758,0.511504424778761,-0.246495575221239,No,0.585565,0.05,-0.535565,No
Nodule,0.792307,0.750372682157421,-0.04193431784257895,No,0.228502,0.2832670541449985,0.054765054144998465,Yes,0.703614,0.3651419558359621,-0.33847204416403787,No,0.735723,0.8955137352836247,0.15979073528362464,Yes,0.737614,0.927301947438079,0.18968794743807904,Yes,0.136427,0.2313843078460769,0.0949573078460769,Yes,0.7,0.3651419558359621,-0.33485804416403786,No,0.485297,0.1,-0.385297,No
Atelectasis,0.818337,0.7992737530726052,-0.019063246927394806,No,0.345336,0.3755444426520407,0.0302084426520407,Yes,0.799911,0.5177935943060499,-0.28211740569395016,No,0.694521,0.8273724580806279,0.13285145808062782,Yes,0.682717,0.8618655828707376,0.17914858287073754,Yes,0.2282,0.2946089597570235,0.06640895975702352,Yes,0.8,0.5177935943060499,-0.28220640569395017,No,0.458412,0.1,-0.35841199999999995,No
Pneumothorax,0.886252,0.8816398009177956,-0.004612199082204449,No,0.277599,0.4106915570640645,0.13309255706406453,Yes,0.830119,0.4717348927875243,-0.35838410721247577,No,0.789749,0.9380574384587942,0.14830843845879416,Yes,0.787684,0.9604168613889148,0.17273286138891475,Yes,0.166667,0.3636363636363636,0.19696936363636358,Yes,0.831,0.4717348927875243,-0.3592651072124757,No,0.465026,0.1,-0.36502599999999996,No
Pleural_Thickening,0.812256,0.7784095248548342,-0.03384647514516581,No,0.136327,0.2120866590649943,0.0757596590649943,Yes,0.828691,0.2839694656488549,-0.5447215343511451,No,0.663107,0.9383696039957188,0.2752626039957188,Yes,0.657618,0.9580596260737746,0.30044162607377456,Yes,0.0742729,0.1692447679708826,0.09497186797088258,Yes,0.83,0.2839694656488549,-0.5460305343511451,No,0.441709,0.1,-0.34170900000000004,No
