Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.7727834197343102,0.15,0.9546914020692115,0.9733991498697381,0.2036697247706422,0.16017316017316016,0.2036697247706422,0.17932148626817448,111,582,21297,434
Emphysema,0.7117332779370873,0.1,0.9269532643596147,0.9427919708029197,0.23809523809523808,0.08733624454148471,0.23809523809523808,0.12779552715654952,120,1254,20666,384
Effusion,0.7750898477908853,0.1,0.756287905815198,0.7734943411479386,0.6268996960486323,0.26903636067177567,0.6268996960486323,0.3764974329720479,1650,4483,15309,982
Hernia,0.7082180718544354,0.95,0.03652336782019265,0.03484476211748939,1.0,0.0018018850489743116,1.0,0.0035972881981275653,39,21605,780,0
Infiltration,0.6562300056678986,0.1,0.6960845522654299,0.7375955750772735,0.5038915390409239,0.29316389132340054,0.5038915390409239,0.3706713454612614,2007,4839,13602,1976
Mass,0.636368880344374,0.1,0.6550570816981806,0.6607964684887762,0.5469026548672566,0.07881647749011605,0.5469026548672566,0.1377772823542526,618,7223,14071,512
Nodule,0.5831653607600561,0.05,0.07518729932215483,0.021459633200983173,0.9716088328075709,0.05616850551654965,0.9716088328075709,0.10619774157400225,1232,20702,454,36
Atelectasis,0.7056918578255128,0.1,0.8005708169818052,0.8470955590800952,0.3830071174377224,0.2181956411556006,0.3830071174377224,0.2780109783661608,861,3085,17091,1387
Pneumothorax,0.7593311584566302,0.1,0.8333481983589012,0.8496588466211795,0.49317738791423,0.1359118990061778,0.49317738791423,0.2130974942093072,506,3217,18181,520
Pleural_Thickening,0.6617826175537103,0.1,0.8314752051373528,0.8458817584638706,0.3526717557251908,0.06441717791411043,0.3526717557251908,0.10893657156331053,231,3355,18414,424
Pneumonia,0.6750878029620089,0.1,0.6883250089190154,0.6899217796265317,0.5732899022801303,0.02502132499289167,0.5732899022801303,0.0479498705898379,176,6858,15259,131
Fibrosis,0.6535152948815137,0.1,0.7916072065643953,0.7973584222905735,0.38924050632911394,0.026721703237019334,0.38924050632911394,0.05001016466761537,123,4480,17628,193
Edema,0.8467559915045911,0.15,0.9112557973599714,0.9203112911300232,0.4700665188470067,0.10799796230259806,0.4700665188470067,0.1756420878210439,212,1751,20222,239
Consolidation,0.7310326265576034,0.1,0.7788976097038887,0.7887644626179081,0.5437430786267996,0.09747865793130832,0.5437430786267996,0.1653198653198653,491,4546,16975,412
