Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9111000410514712,0.15,0.9606225472707813,0.9739933269345034,0.42385321100917434,0.28875,0.42385321100917434,0.34349442379182155,231,569,21310,314
Emphysema,0.9091435486907657,0.25,0.9722172672136996,0.9837591240875913,0.47023809523809523,0.3996627318718381,0.47023809523809523,0.43208751139471285,237,356,21564,267
Effusion,0.8724035247731421,0.25,0.8754013556903318,0.9162793047696038,0.5680091185410334,0.4743020304568528,0.5680091185410334,0.5169432918395575,1495,1657,18135,1137
Hernia,0.7776750685841595,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.6985383272324222,0.2,0.7466553692472351,0.8076026245865192,0.464474014561888,0.34271952575027786,0.464474014561888,0.39441424155207333,1850,3548,14893,2133
Mass,0.8582493011866736,0.15,0.9260613628255441,0.9490466798159106,0.4929203539823009,0.3392204628501827,0.4929203539823009,0.4018759018759019,557,1085,20209,573
Nodule,0.750614482889015,0.1,0.9091598287549054,0.9445547362450368,0.3186119873817035,0.2561826252377933,0.3186119873817035,0.2840070298769772,404,1173,19983,864
Atelectasis,0.8015020422594337,0.2,0.8405280057081698,0.8814928628072958,0.47286476868327404,0.3077591198610307,0.47286476868327404,0.37285163100666435,1063,2391,17785,1185
Pneumothorax,0.8795099722387565,0.2,0.9291830181947913,0.9481727264230302,0.5331384015594542,0.3303140096618358,0.5331384015594542,0.4079045488441462,547,1109,20289,479
Pleural_Thickening,0.7816629081413131,0.1,0.9241883696039958,0.9421654646515687,0.3267175572519084,0.1452817379497624,0.3267175572519084,0.20112781954887218,214,1259,20510,441
Pneumonia,0.7423029641443442,0.05,0.9644131287905815,0.9763982456933581,0.10097719869706841,0.05605786618444846,0.10097719869706841,0.07209302325581396,31,522,21595,276
Fibrosis,0.794381165074559,0.1,0.9645469140206921,0.9752578252216392,0.21518987341772153,0.11056910569105691,0.21518987341772153,0.1460794844253491,68,547,21561,248
Edema,0.8892468614222473,0.1,0.952461648234035,0.9636827014972922,0.4057649667405765,0.18654434250764526,0.4057649667405765,0.25558659217877094,183,798,21175,268
Consolidation,0.8021790300575867,0.2,0.8667945058865502,0.8823939408020074,0.4950166112956811,0.15010073875083949,0.4950166112956811,0.23035300180365886,447,2531,18990,456
