Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.9058010047756404,0.5,0.9756956831965751,0.9998628822158234,0.005504587155963303,0.5,0.005504587155963303,0.010889292196007259
Emphysema,0.822517171025953,0.5,0.9776578665715305,1.0,0.005952380952380952,1.0,0.005952380952380952,0.011834319526627219
Effusion,0.8526842824186124,0.5,0.882625758116304,1.0,0.0,0.0,0.0,0.0
Hernia,0.7326683963047599,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169
Infiltration,0.6886782586090663,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0
Mass,0.7998115510538928,0.5,0.949607563325009,1.0,0.0,0.0,0.0,0.0
Nodule,0.6852355388512436,0.5,0.9434534427399215,1.0,0.0,0.0,0.0,0.0
Atelectasis,0.7301034481967934,0.5,0.8997502675704602,1.0,0.0,0.0,0.0,0.0
Pneumothorax,0.8323991448072154,0.5,0.9542454513021762,1.0,0.0,0.0,0.0,0.0
Pleural_Thickening,0.7518275340064431,0.5,0.9707902247591866,1.0,0.0,0.0,0.0,0.0
Pneumonia,0.721599845300069,0.5,0.9863093114520157,1.0,0.0,0.0,0.0,0.0
Fibrosis,0.7408536602822049,0.5,0.9859079557616839,1.0,0.0,0.0,0.0,0.0
Edema,0.8771523971719777,0.5,0.9798876204067071,1.0,0.0,0.0,0.0,0.0
Consolidation,0.7826287574170389,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0
