Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.821817661860835,0.5,0.9751605422761327,0.9976689976689976,0.07155963302752294,0.43333333333333335,0.07155963302752294,0.12283464566929134,39,51,21828,506
Emphysema,0.8544228743048314,0.5,0.9780592222618623,0.9983576642335766,0.09523809523809523,0.5714285714285714,0.09523809523809523,0.16326530612244897,48,36,21884,456
Effusion,0.8436874670586255,0.5,0.8825811630396004,0.9999494745351657,0.0,0.0,0.0,0.0,0,1,19791,2632
Hernia,0.7325292234383144,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169,39,22385,0,0
Infiltration,0.6758983597430231,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0,0,0,18441,3983
Mass,0.7720564852287113,0.5,0.949607563325009,1.0,0.0,0.0,0.0,0.0,0,0,21294,1130
Nodule,0.6810628034018584,0.5,0.9434534427399215,1.0,0.0,0.0,0.0,0.0,0,0,21156,1268
Atelectasis,0.7589900269972992,0.5,0.8997502675704602,1.0,0.0,0.0,0.0,0.0,0,0,20176,2248
Pneumothorax,0.8429612894903552,0.5,0.954646806992508,0.9999065333208711,0.010721247563352826,0.8461538461538461,0.010721247563352826,0.021174205967276226,11,2,21396,1015
Pleural_Thickening,0.7365704575348585,0.5,0.9707902247591866,1.0,0.0,0.0,0.0,0.0,0,0,21769,655
Pneumonia,0.6108620736123656,0.5,0.9861755262219051,0.9998643577338698,0.0,0.0,0.0,0.0,0,3,22114,307
Fibrosis,0.7039641987664698,0.5,0.985328219764538,0.9993215125746336,0.006329113924050633,0.11764705882352941,0.006329113924050633,0.012012012012012012,2,15,22093,314
Edema,0.7926006347439304,0.5,0.9793970745629682,0.9991353024166022,0.017738359201773836,0.2962962962962963,0.017738359201773836,0.03347280334728033,8,19,21954,443
Consolidation,0.7627690185737868,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0,0,0,21521,903
