Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall
Cardiomegaly,0.919101,0.8263463645546754,-0.09275463544532458,No,0.198765,0.1805157593123209,-0.018249240687679108,No,0.863322,0.1155963302752293,-0.7477256697247707,No
Emphysema,0.916227,0.8425712457276099,-0.07365575427239013,No,0.184152,0.2599388379204893,0.07578683792048926,Yes,0.864245,0.1686507936507936,-0.6955942063492064,No
Effusion,0.888239,0.8396350445084808,-0.04860395549151919,No,0.497818,0.2042770507500798,-0.2935409492499202,No,0.838296,0.121580547112462,-0.716715452887538,No
Hernia,0.82202,0.7351855351855352,-0.08683446481446477,No,0.0142476,0.0034723767974001,-0.010775223202599899,No,0.695652,1.0,0.30434799999999995,Yes
Infiltration,0.715871,0.682059175278895,-0.033811824721105,No,0.402838,0.0,-0.402838,No,0.665575,0.0,-0.665575,No
Mass,0.869582,0.7839472209962338,-0.08563477900376615,No,0.308678,0.2212943632567849,-0.08738363674321512,No,0.757089,0.1407079646017699,-0.6163810353982301,No
Nodule,0.792307,0.6800432255386306,-0.11226377446136937,No,0.228502,0.0871428571428571,-0.1413591428571429,No,0.703614,0.0481072555205047,-0.6555067444794953,No
Atelectasis,0.818337,0.7544792988075048,-0.06385770119249523,No,0.345336,0.0295523685354193,-0.31578363146458066,No,0.799911,0.0151245551601423,-0.7847864448398577,No
Pneumothorax,0.886252,0.8266199251282708,-0.05963207487172928,No,0.277599,0.2562170308967596,-0.02138196910324036,No,0.830119,0.1656920077972709,-0.6644269922027292,No
Pleural_Thickening,0.812256,0.7055331851898088,-0.10672281481019119,No,0.136327,0.0738853503184713,-0.06244164968152871,No,0.828691,0.0442748091603053,-0.7844161908396946,No
Pneumonia,0.765119,0.5757062786757838,-0.18941272132421616,No,0.056197,0.0,-0.056197,No,0.726619,0.0,-0.726619,No
Fibrosis,0.826327,0.7141185360474358,-0.11220846395256423,No,0.0797738,0.0683760683760683,-0.011397731623931706,No,0.795252,0.0379746835443038,-0.7572773164556962,No
Edema,0.908537,0.7573962219103207,-0.1511407780896793,No,0.132596,0.0924855491329479,-0.04011045086705209,No,0.908511,0.0532150776053215,-0.8552959223946784,No
Consolidation,0.812462,0.6604668195267103,-0.15199518047328975,No,0.192298,0.0291363163371488,-0.1631616836628512,No,0.772632,0.0155038759689922,-0.7571281240310078,No
