Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9124136042646568,0.1,0.9579468426685694,0.9707482060423237,0.44403669724770645,0.2743764172335601,0.44403669724770645,0.3391730903994394,242,640,21239,303
Emphysema,0.9069664400127446,0.1,0.9733767392079914,0.985492700729927,0.44642857142857145,0.4143646408839779,0.44642857142857145,0.4297994269340974,225,318,21602,279
Effusion,0.869127921646522,0.15,0.8725472707813058,0.9148140662894099,0.5547112462006079,0.46408137317228226,0.5547112462006079,0.5053651782623745,1460,1686,18106,1172
Hernia,0.7752764843673934,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.6823763276338625,0.15,0.6440420977524082,0.6532725990998319,0.6013055485814712,0.2724997155535328,0.6013055485814712,0.3750391481365487,2395,6394,12047,1588
Mass,0.8563131539816359,0.1,0.9287816625044595,0.9531323377477223,0.46991150442477875,0.34728580771746237,0.46991150442477875,0.39939827002632566,531,998,20296,599
Nodule,0.7502633471468968,0.1,0.9086692829111666,0.9436566458687843,0.3249211356466877,0.256857855361596,0.3249211356466877,0.28690807799442897,412,1192,19964,856
Atelectasis,0.7945609993269195,0.1,0.8069479129504102,0.8341593973037272,0.5627224199288257,0.274343960095424,0.5627224199288257,0.3688584341740779,1265,3346,16830,983
Pneumothorax,0.8796764085182579,0.05,0.9100071352122726,0.9249462566595009,0.5984405458089669,0.2765765765765766,0.5984405458089669,0.3783117683302526,614,1606,19792,412
Pleural_Thickening,0.774120387595078,0.1,0.9278897609703889,0.9464835316275437,0.3099236641221374,0.14839181286549707,0.3099236641221374,0.20069204152249134,203,1165,20604,452
Pneumonia,0.7359062015320065,0.1,0.9773902961113093,0.990324185016051,0.04560260586319218,0.06140350877192982,0.04560260586319218,0.052336448598130844,14,214,21903,293
Fibrosis,0.796537509762203,0.05,0.94835890117731,0.9576623846571377,0.2974683544303797,0.0912621359223301,0.2974683544303797,0.13967310549777118,94,936,21172,222
Edema,0.8881951776535262,0.1,0.9584373885123082,0.9707368133618531,0.35920177383592017,0.20124223602484473,0.35920177383592017,0.25796178343949044,162,643,21330,289
Consolidation,0.7986294568291816,0.3,0.8293792365322868,0.8402490590585939,0.5703211517165006,0.1302807993928662,0.5703211517165006,0.21210873146622736,515,3438,18083,388
