Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.8600313400097533,0.35,0.9628077060292544,0.9787467434526258,0.3229357798165138,0.2745709828393136,0.3229357798165138,0.29679595278246207,176,465,21414,369
Emphysema,0.8726350238240066,0.2,0.9619158044951838,0.9736770072992701,0.4503968253968254,0.28233830845771146,0.4503968253968254,0.3470948012232416,227,577,21343,277
Effusion,0.8527617695154223,0.2,0.8399036746343204,0.8650464834276476,0.6508358662613982,0.3907390510948905,0.6508358662613982,0.48831242873432157,1713,2671,17121,919
Hernia,0.6484796939342394,0.95,0.4471102390296111,0.44654902836721017,0.7692307692307693,0.0024156534342539655,0.7692307692307693,0.0048161823727725156,30,12389,9996,9
Infiltration,0.6833246669529275,0.2,0.7480378166250446,0.8179599804782821,0.42430328897815717,0.33485238755696456,0.42430328897815717,0.3743078626799557,1690,3357,15084,2293
Mass,0.8264027176212337,0.2,0.925214056368177,0.9529914529914529,0.40176991150442476,0.3120274914089347,0.40176991150442476,0.351257253384913,454,1001,20293,676
Nodule,0.7120640317711958,0.2,0.8932839814484481,0.929854414823218,0.2831230283911672,0.19479110146500273,0.2831230283911672,0.2307939569270331,359,1484,19672,909
Atelectasis,0.7740202719626009,0.2,0.8151088119871566,0.8518041237113402,0.48576512455516013,0.267515923566879,0.48576512455516013,0.34502369668246446,1092,2990,17186,1156
Pneumothorax,0.8598189297172477,0.25,0.9327060292543703,0.9577530610337415,0.41033138401559455,0.3177358490566038,0.41033138401559455,0.35814547001276054,421,904,20494,605
Pleural_Thickening,0.7282578104097185,0.2,0.8710310381733857,0.8855712251366622,0.38778625954198476,0.09253187613843351,0.38778625954198476,0.14941176470588236,254,2491,19278,401
Pneumonia,0.6993970031159431,0.3,0.9595522654298966,0.9711534114029932,0.1237785016286645,0.05621301775147929,0.1237785016286645,0.07731434384537131,38,638,21479,269
Fibrosis,0.7367722148806892,0.2,0.9538440956118445,0.9649448163560702,0.17721518987341772,0.06738868832731648,0.17721518987341772,0.0976460331299041,56,775,21333,260
Edema,0.8591512683929875,0.25,0.9344452372458081,0.9435215946843853,0.49223946784922396,0.151742993848257,0.49223946784922396,0.23197492163009403,222,1241,20732,229
Consolidation,0.7588633585275049,0.15,0.7861220121298609,0.796477858835556,0.5393133997785161,0.10006163961372509,0.5393133997785161,0.16880415944540728,487,4380,17141,416
