iteration,avg_f1,avg_auc,avg_recall,avg_precision,Infiltration_f1,Infiltration_auc,Infiltration_precision,Infiltration_recall,Effusion_f1,Effusion_auc,Effusion_precision,Effusion_recall,Atelectasis_f1,Atelectasis_auc,Atelectasis_precision,Atelectasis_recall,Nodule_f1,Nodule_auc,Nodule_precision,Nodule_recall,Mass_f1,Mass_auc,Mass_precision,Mass_recall,Pneumonia_f1,Pneumonia_auc,Pneumonia_precision,Pneumonia_recall
65,0.12770028863594998,0.6615460535147354,0.5018771769180838,0.08004792213314982,0.3322155986090412,0.6105682693554869,0.2206913620988367,0.6716043183530003,0.3106071479833501,0.7384665260348966,0.1914705361882852,0.8221884498480243,0.216794731064764,0.60715828599781,0.1281635301752109,0.702846975088968,0.1206833878589603,0.5669366044817737,0.0664691278930087,0.6545741324921136,0.1176376183598138,0.6075455423481292,0.0646840804800564,0.6486725663716815,0.0504115226337448,0.6500450889031224,0.0299328039095907,0.1596091205211726
66,0.13472507072765427,0.6666944556287185,0.4650370002716599,0.08780994563720267,0.3362324204293116,0.6225393037812144,0.2662271062271062,0.4561888024102435,0.3455579088173002,0.7446837305546068,0.2445180627859284,0.5889057750759878,0.221138607826405,0.625946982391256,0.1523089840470193,0.4034697508896797,0.1182432432432432,0.5525169642606852,0.0734172387490465,0.3036277602523659,0.1410606889010388,0.631246742819241,0.0888225843470277,0.3424778761061947,0.0477849676455948,0.6558123152868244,0.0251748251748251,0.4690553745928338
67,0.12451269858211099,0.6432636044807298,0.5541768731329907,0.07707342544266008,0.3300592337107295,0.6073272976769131,0.2353004062433183,0.5525985438111976,0.3185576077396658,0.727348370622867,0.2072556649118791,0.6880699088145896,0.2243373065290873,0.6180365453052286,0.1402045808316655,0.5609430604982206,0.1071791398577717,0.5085312621338377,0.0566290928609769,0.998422712933754,0.1210565714896802,0.595589559068116,0.0688480720107043,0.5008849557522124,0.0417702635504724,0.6331367870515098,0.0217138425746413,0.5472312703583062
68,0.12973041312779826,0.6527402060741286,0.490467317109548,0.08014768910979572,0.3326729871232489,0.6090405534731328,0.2316027977539158,0.5902585990459452,0.3170509959500785,0.7228923202522034,0.202598500052815,0.7287234042553191,0.222509702457956,0.6181058971971913,0.1404245393048752,0.5355871886120996,0.1065308920003916,0.5221918944622284,0.0608160983789826,0.4290220820189274,0.1252548131370328,0.605650600817381,0.0718181818181818,0.4893805309734513,0.0284951024042742,0.6269035020889057,0.0196078431372549,0.0521172638436482
69,0.12118566634217842,0.647489636199761,0.6003367950701373,0.07389609661116939,0.3268734625307494,0.6075797602094025,0.2147587511825922,0.6839066030630179,0.2919055874116549,0.7179672584237775,0.1770176289826945,0.8316869300911854,0.2100315418393221,0.6094779529993707,0.1219739961209683,0.755338078291815,0.109073359073359,0.5302514466665831,0.0597612571773949,0.6238170347003155,0.1165678803274061,0.6048115261185377,0.0633338445023769,0.7309734513274336,0.0475907198096371,0.6367634135252571,0.0291120815138282,0.1302931596091205
70,0.1496495800267577,0.69504424322011,0.5559983022609623,0.09295668627061068,0.3459053969576995,0.6253341723200996,0.2391012099097369,0.6251569168968114,0.3281883380106018,0.7523930392034607,0.2064535111808552,0.7997720364741642,0.236036036036036,0.6432450265069524,0.1446496687412166,0.6410142348754448,0.1239931215494614,0.5795184808599241,0.0700337388815049,0.5402208201892744,0.1444731097439968,0.6624508669607376,0.0813589628967367,0.6442477876106195,0.0517097581317764,0.6504943578855653,0.0347533632286995,0.1009771986970684
71,0.14099431234781876,0.638525598969399,0.4302864732992054,0.09254413519521008,0.3496092528915286,0.6424447767226318,0.2327672327672327,0.7019834295756967,0.3215485756026296,0.7532946749538669,0.1990414179779345,0.8362462006079028,0.2824099570437273,0.7105501502260535,0.1876738398477529,0.5702846975088968,0.1754819574888779,0.665839366329618,0.1277897768178545,0.279968454258675,0.1435969868173258,0.6557503214582862,0.0828129242465381,0.5398230088495575,0.0466072652501713,0.6200852322391475,0.025061425061425,0.3322475570032573
72,0.1354395905084795,0.6329965126289239,0.35964130378600895,0.09372219836932157,0.3609455004559164,0.6529413828520685,0.2504379988320031,0.6459954807933719,0.3454845922037523,0.7499859192901004,0.2321358589157413,0.6751519756838906,0.2262573032420666,0.6783554938957106,0.1298487836949375,0.87855871886121,0.1596786341953301,0.6413382963152499,0.1171270718232044,0.250788643533123,0.139912222369996,0.6367805630569415,0.0823290029738613,0.4654867256637168,0.0512969979597784,0.6334682343044151,0.028169014084507,0.2866449511400651
73,0.14154513940455868,0.6366196013209173,0.43389498100624235,0.09241465398637441,0.3560428928485044,0.641126167645169,0.2622327790973872,0.5543560130554858,0.3532970356926799,0.7597490055390653,0.2404611583859456,0.6656534954407295,0.232530619489971,0.6915869772161561,0.1341022316249232,0.8741103202846975,0.1739366025467353,0.6589774108574846,0.132480396203054,0.2531545741324921,0.1551753345756395,0.658193134299329,0.0959564215378168,0.4053097345132743,0.048695652173913,0.628233267583899,0.0267260579064587,0.2736156351791531
74,0.13850797132747805,0.6338289566147065,0.35040667715774687,0.0924128521037176,0.3521775816187447,0.6446547343590009,0.2374824929971988,0.6811448656791363,0.3289382373351839,0.7545595968590054,0.2063461352423333,0.8104103343465046,0.2798053527980535,0.707250671404805,0.2009708737864077,0.4604092526690391,0.1580056179775281,0.6439601744707932,0.1016260162601626,0.3548895899053628,0.1323313782991202,0.6365571630547804,0.073809037006747,0.6389380530973451,0.0433017591339648,0.6363718035517065,0.037037037037037,0.0521172638436482
75,0.13860120175268298,0.6349140584234306,0.40695494788019093,0.0876824593543402,0.33905043162199,0.6387468919035175,0.2190825688073394,0.7494350991714788,0.2964782964782965,0.7479249237664414,0.1777056113586587,0.8939969604863222,0.2725302510384685,0.7006646008012056,0.1709721278042148,0.6712633451957295,0.1717617953702067,0.6629887718573099,0.1106809382828512,0.3832807570977918,0.1351472299292938,0.6536264941472566,0.0751767400179229,0.668141592920354,0.0424211070874288,0.6216945297874686,0.0223962126729788,0.4006514657980456
76,0.14439287905438625,0.6410526618010982,0.42186876411107793,0.09281735232317342,0.3499440458166019,0.6396625833862567,0.2371520342612419,0.6673361787597288,0.329374624173181,0.7619526222409104,0.2053035982008995,0.8324468085106383,0.2807661429062966,0.7147271713547119,0.1891515994436717,0.5444839857651246,0.1816106944897293,0.6765105267285891,0.1144677353062063,0.4392744479495268,0.1362448674878686,0.6550145414679112,0.0761527227206342,0.6460176991150443,0.044987395772736,0.6258717519310613,0.0239175257731958,0.3778501628664495
77,0.1445470629924739,0.6404375864221878,0.375344295560729,0.0973406731646985,0.3504753673292999,0.6335205900496012,0.2457327542672457,0.6108460959076073,0.3338343485483743,0.75757625697835,0.2108102707563193,0.8016717325227963,0.2774970851146521,0.7066017114340423,0.1957594589654542,0.476423487544484,0.1861898890258939,0.6736964269631692,0.1259032795997776,0.3572555205047318,0.1442490760443498,0.6566855842893964,0.0825746890627003,0.5699115044247788,0.0450106157112526,0.6204042345718704,0.0240744946627299,0.3452768729641693
78,0.1381327696498366,0.6309465092002604,0.33278317994276163,0.09642261676104262,0.3593958240781875,0.6462185970326166,0.2548566628163394,0.6093396936982174,0.3258061828180985,0.7349723983532078,0.2086668801366207,0.7427811550151976,0.2378232110643415,0.6768616115902477,0.1796094459582198,0.3518683274021352,0.1662669864108713,0.6519320871900671,0.1255533199195171,0.2460567823343848,0.1403961092230165,0.6384680839922501,0.0809131433202755,0.5300884955752212,0.0462916874066699,0.6184761556065692,0.0250606305578011,0.3029315960912052
79,0.14135251329112633,0.6380900080469702,0.3630053401190288,0.09945478406603767,0.3555454820187367,0.6407222085327313,0.254295904031125,0.590760733115742,0.3361505619935523,0.7495908627537944,0.2180893159977388,0.73290273556231,0.2375864236329352,0.6898547453230081,0.1836734693877551,0.3362989323843416,0.179860302677532,0.6580074121159744,0.1425276752767527,0.2436908517350157,0.1620081411126187,0.6706183801827096,0.0956730769230769,0.5283185840707965,0.049800796812749,0.6265794186940964,0.0269614451334591,0.3257328990228013
80,0.2623259564400042,0.7612537328515065,0.3266003075883669,0.22431167735919538,0.3552264808362369,0.6469985780764497,0.2719754568494064,0.5119256841576701,0.4698795180722891,0.8259158162826526,0.4198564593301435,0.5334346504559271,0.3247612049963262,0.7381680667422059,0.2765957446808511,0.3932384341637011,0.2327751852868514,0.6993507520817267,0.1785263157894736,0.334384858044164,0.3451357854932966,0.7935659303256307,0.2821810005621135,0.4442477876106194,0.0458452722063037,0.6281493196016035,0.0409207161125319,0.0521172638436482
81,0.26366044250937465,0.7619507355130297,0.33851976469683526,0.22079804077933146,0.3499867829764737,0.6444730405726424,0.269617159923975,0.4986191313080592,0.475472907983328,0.8239224983905566,0.4112590127565169,0.5634498480243161,0.3251589464123524,0.7421220065029167,0.2747927540681609,0.3981316725978647,0.2195266272189349,0.6923076464276492,0.1756628787878787,0.2925867507886435,0.3374827109266943,0.7932124508877402,0.2769580022701475,0.431858407079646,0.0526315789473684,0.6315978143480062,0.0531561461794019,0.0521172638436482
83,0.2643934960913861,0.7625060862724549,0.3218354311877859,0.2308375905795828,0.3521416435661271,0.6491422802101163,0.2734722222222222,0.4943509917147878,0.4779473419419755,0.8291416330137379,0.4277994596217352,0.5414133738601824,0.3248252316696472,0.7298508115240687,0.255956956187548,0.4443950177935943,0.2154744525547445,0.6877245971491334,0.1710709318497913,0.2910094637223975,0.3358778625954198,0.791066327213366,0.3643892339544513,0.311504424778761,0.0632183908045977,0.6456960679501479,0.0565552699228791,0.0716612377850162
84,0.2659156169351554,0.7658662798953749,0.3214581600367194,0.2475902211484673,0.361059869193359,0.6503162817006168,0.2710562759662596,0.5405473261360784,0.4685508903773893,0.8308203473418385,0.411006018916595,0.5448328267477204,0.3222083593262632,0.7421376715861276,0.2480787704130643,0.4595195729537366,0.2341335087142387,0.6958528145731901,0.200789622109419,0.2807570977917981,0.3511931562359298,0.783513262699784,0.3574702108157653,0.3451327433628318,0.0534262485481997,0.6395279531316942,0.0415162454873646,0.0749185667752443
85,0.24694404008869664,0.7589607081590035,0.4152594108890869,0.20456463909511538,0.3662204842833508,0.6702322923506732,0.261406333870102,0.611348229977404,0.4757757212847033,0.8432044132841737,0.455366446682876,0.4981003039513678,0.3299361326267155,0.7544002678563868,0.2375269027587556,0.5400355871886121,0.2353344768439108,0.7192746999456643,0.2082574377656345,0.2705047318611987,0.3381340012523481,0.8177401960417616,0.2616279069767442,0.4778761061946903,0.0581818181818181,0.651634651311746,0.0374531835205992,0.1302931596091205
86,0.22268055591353778,0.7481539086049311,0.4643557329720725,0.1763921602469888,0.3624574272989259,0.676947263383615,0.2451927337173239,0.6947024855636454,0.4656351205469593,0.842944318480587,0.442241968557758,0.4916413373860182,0.3071963591542618,0.7603496040889989,0.1952042414748765,0.7206405693950177,0.1570972064735594,0.6610158769495406,0.0903593027392387,0.6009463722397477,0.223388848660391,0.7492223909514584,0.1404187528447883,0.5460176991150443,0.064,0.6952170563448549,0.0353380903839619,0.3387622149837133
87,0.29436453045531213,0.8198760315319262,0.40716129447153887,0.23851995440050286,0.4011156186612576,0.7033276613503926,0.3023315071983692,0.5957820738137083,0.5202220459952419,0.8754660071890518,0.4465014974135584,0.6231003039513677,0.3752605976372481,0.8041721397079368,0.3078677309007981,0.4804270462633452,0.280163599182004,0.7512970531959373,0.2466986794717887,0.3241324921135646,0.4058697208303508,0.8602025498894117,0.3407451923076923,0.5017699115044247,0.0876389797253106,0.7443301606396189,0.0548281505728314,0.2182410423452769
88,0.294063903510855,0.8197688273366045,0.4013322022243389,0.24449101402253595,0.4059435364041605,0.703242222861292,0.3352421465968586,0.5144363545066533,0.5261421738413327,0.8758625034707461,0.4648790440104925,0.6060030395136778,0.3701434340621083,0.8039205723617928,0.2694100952767079,0.5911921708185054,0.2779211205307777,0.7508660316960444,0.2608996539792387,0.2973186119873817,0.4131386861313869,0.8609573430880443,0.3515527950310559,0.5008849557522124,0.0864790665751544,0.7464086832258234,0.0547826086956521,0.2052117263843648
89,0.29475785074671584,0.819352868557881,0.4059647271628748,0.23700538645768174,0.4057568238213399,0.7027573793470142,0.3355219960604071,0.5131810193321616,0.5253617427253936,0.8755914474056018,0.4517363959529669,0.6276595744680851,0.3732598607888631,0.8040078823259232,0.2768932874354561,0.572508896797153,0.2769797421731123,0.7511070495994007,0.2598479612992398,0.2965299684542586,0.4105065666041276,0.8599378403156483,0.3563517915309446,0.484070796460177,0.0892143808255659,0.7452929850856836,0.0560669456066945,0.2182410423452769
90,0.29428454367902174,0.8193517084942517,0.385844050712479,0.24378863027275743,0.4051188998185465,0.7029074327782343,0.3269112207151665,0.5325131810193322,0.5280972724285244,0.8751825021254481,0.4652576722640417,0.6105623100303952,0.3787829482590302,0.8037066629496727,0.2986146741918933,0.5177935943060499,0.2838874680306905,0.7519277331739644,0.2387096774193548,0.3501577287066246,0.4042402826855124,0.8605087976088657,0.3364705882352941,0.5061946902654867,0.0681551116333725,0.7447586635422307,0.0533088235294117,0.0944625407166123
91,0.29567483457890953,0.8201081405192349,0.3904205231377884,0.24721140869824734,0.4047477744807121,0.7033784438480972,0.3339317773788151,0.5136831534019584,0.5273031825795645,0.8759069820049489,0.4715398442180947,0.5980243161094225,0.3795212301240608,0.8042789400782016,0.3125179856115108,0.4830960854092527,0.2796961325966851,0.7512367381441036,0.2487714987714987,0.3194006309148265,0.4099888184867685,0.860090881057525,0.3541532517707663,0.4867256637168141,0.0751252086811352,0.743280295390858,0.0505050505050505,0.1465798045602606
92,0.29295842440134134,0.8203534518361852,0.4046519927444079,0.24005539165975626,0.405327868852459,0.7033656120775645,0.3423922451099186,0.4966105950288727,0.5236176043849751,0.8758842436261128,0.4547745729487538,0.6170212765957447,0.3734500364697301,0.8036966641949421,0.277838072498372,0.5693950177935944,0.2791842475386779,0.7509972299809199,0.2519035532994924,0.3130914826498422,0.4005421890884446,0.8599821421298617,0.3245469522240527,0.5230088495575221,0.0842911877394636,0.7441962120608508,0.0551102204408817,0.1791530944625407
93,0.29162340711630097,0.8200735992695817,0.4066589329478223,0.23530045059504415,0.4065712557952026,0.7026008793976537,0.3396194645563226,0.5064022093899071,0.5220168067226891,0.875602917377197,0.4680530440024111,0.5900455927051672,0.3719752391671356,0.804359304931549,0.2720164609053498,0.5880782918149466,0.281619937694704,0.7512598129383465,0.2327497425334706,0.3564668769716088,0.4134542705971277,0.8601237957262464,0.3608179419525066,0.484070796460177,0.0594059405940594,0.7444570399146146,0.060200668896321,0.0586319218241042
94,0.2927139390152326,0.8196859802098271,0.37719976902619007,0.24713499990794613,0.4053979110823551,0.7026582173303837,0.3208016383850204,0.550590007532011,0.5182200420462508,0.876007831370263,0.4808192457737321,0.5619300911854104,0.3776809067131648,0.8040584272988449,0.3105821623171781,0.4817615658362989,0.2780501874819729,0.7504893049260623,0.2191905411550704,0.3801261829652997,0.4045584045584046,0.860427903161055,0.3384982121573301,0.5026548672566372,0.0657395701643489,0.7432978213731267,0.0537190082644628,0.0846905537459283
95,0.2899156072424514,0.8191792312675635,0.37769829702570573,0.24196173548382593,0.3944142415520733,0.6985383272324222,0.3427195257502778,0.464474014561888,0.5169432918395575,0.8724035247731421,0.4743020304568528,0.5680091185410334,0.3728516310066643,0.8015020422594337,0.3077591198610307,0.472864768683274,0.2840070298769772,0.750614482889015,0.2561826252377933,0.3186119873817035,0.4018759018759019,0.8582493011866736,0.3392204628501827,0.4929203539823009,0.0720930232558139,0.7423029641443442,0.0560578661844484,0.1009771986970684
96,0.28744543406282086,0.8191848761123941,0.39768495502848283,0.23424349571903216,0.397107791837123,0.6984694645317813,0.3196997549019608,0.5239769018327893,0.518506801645049,0.8747467295895551,0.4441734417344173,0.6227203647416414,0.3754766793781167,0.8038274968533136,0.2800875273522976,0.5693950177935944,0.27734375,0.7508996746714953,0.2747678018575851,0.279968454258675,0.4067300658376006,0.8593582595454616,0.3466334164588528,0.4920353982300885,0.0536277602523659,0.7403045603342249,0.0519877675840978,0.0553745928338762
97,0.29171304961396405,0.8184022936081813,0.3764853452850766,0.24468465949909465,0.3957952468007312,0.6975529834016249,0.3111973551818312,0.5435601305548582,0.5091441111923921,0.8710058199499722,0.4908321579689704,0.5288753799392097,0.3745390412057078,0.8025218821700001,0.2928052143394334,0.5195729537366548,0.277056277056277,0.7511863016390783,0.2397694524495677,0.3280757097791798,0.4110942249240121,0.8598761668707209,0.3601864181091877,0.4787610619469026,0.0853080568720379,0.7419879382949929,0.0538461538461538,0.2052117263843648
98,0.2886635997333494,0.8190038200105196,0.38128828671347886,0.24020369690313026,0.3994525547445255,0.7008202448933535,0.3137451626773685,0.5495857393924177,0.5152869658501699,0.873011106925398,0.4866599121918271,0.5474924012158054,0.3752263672582397,0.8030880520106338,0.3164324984728161,0.4608540925266904,0.2761803336883209,0.7504073689038555,0.2511297611362169,0.306782334384858,0.4075009015506671,0.8598242389937422,0.3438831405964698,0.5,0.0503597122302158,0.7449232457706785,0.0562248995983935,0.0456026058631921
99,0.28739729131433617,0.8195310336128284,0.3850003901995932,0.23898079540745765,0.4002493765586035,0.7012556333344647,0.3414288246764758,0.4835551092141602,0.5083318073612891,0.8729909600882614,0.4906327324142807,0.5273556231003039,0.3770185279619242,0.803567716638069,0.305089408528198,0.4933274021352313,0.2802370163820146,0.7493929353404751,0.2510930668332292,0.3170347003154574,0.40836132885405,0.859600984447819,0.3531310522918011,0.484070796460177,0.05,0.7409683385030073,0.0610328638497652,0.0423452768729641
100,0.29078320809589353,0.8189324960355314,0.3997110778043916,0.23500179344616554,0.3951660444095107,0.6982307187195165,0.3246166263115416,0.5048958071805172,0.5123398937831928,0.8726672285385024,0.4350132625994695,0.6231003039513677,0.3748862602365787,0.8022349939747305,0.317215891592239,0.4581850533807829,0.2805312601230968,0.749734621227439,0.2380428807036833,0.3414826498422713,0.4026696329254727,0.8592101643156783,0.3465220165922144,0.4805309734513274,0.0921603830041891,0.7384428297303693,0.0564516129032258,0.250814332247557
101,0.2908843113709549,0.8184788569983404,0.41651182155100647,0.23210285400004702,0.4020563729835135,0.7002893227293487,0.3107274969173859,0.5694200351493849,0.5207765121129472,0.873514461109828,0.4507081366287142,0.6166413373860182,0.3740823491860836,0.801059098527266,0.291687406669985,0.5213523131672598,0.2811824080749819,0.7512603161850708,0.2589641434262948,0.307570977917981,0.4042631385520029,0.8565734583093332,0.3456945317410433,0.4867256637168141,0.0891089108910891,0.7412568544632123,0.0536068828590337,0.263843648208469
102,0.28648579101901767,0.8192402037049057,0.37807736567428424,0.2397794385573905,0.3828332700341815,0.6920952195521384,0.2744500108908734,0.632688927943761,0.5176775867661368,0.8727395037570062,0.4516129032258064,0.6063829787234043,0.3771860721600756,0.8031821527497524,0.2920224444986582,0.5324733096085409,0.2691056910569105,0.7509104106016117,0.2776845637583892,0.2610410094637224,0.3965574313141344,0.8602039213339419,0.3167636171337916,0.5300884955752212,0.0514579759862778,0.7410534647025981,0.0543478260869565,0.0488599348534201
103,0.2905913804323378,0.8200565456497627,0.3806285718402709,0.24158378846201115,0.3984872611464968,0.6999618028483755,0.3300906842539159,0.5026362038664324,0.5102253032928943,0.8734789185953369,0.4690885914595283,0.5592705167173252,0.376453488372093,0.8028848027923667,0.3181818181818182,0.4608540925266904,0.2834701892181364,0.7513158597124083,0.2589693411611219,0.3130914826498422,0.4024087849805172,0.8595610255412841,0.3354991139988186,0.5026548672566372,0.0654338549075391,0.7379253714219566,0.058080808080808,0.0749185667752443
104,0.2894833640681277,0.8178783031828248,0.37538922983848666,0.242204705029916,0.3973134045974836,0.698678448805177,0.3187613843351548,0.5272407732864675,0.5138101983002833,0.873599434882658,0.4811007957559681,0.5512917933130699,0.3788406715235983,0.8015260965955111,0.294146581406788,0.5320284697508897,0.2798199549887472,0.7503048370434918,0.2668097281831187,0.2941640378548896,0.3989236461486714,0.8565990378277649,0.3217580032555616,0.5247787610619469,0.0486111111111111,0.7401991098862889,0.0520446096654275,0.0456026058631921
105,0.2881935284354119,0.8189628200158339,0.38895843909343697,0.2389757656151667,0.3939522636541238,0.6975356315803583,0.2976893453145058,0.5822244539291991,0.5135506003430532,0.8738931813351254,0.4681050656660412,0.5687689969604863,0.3746223564954682,0.802566926174222,0.2768445672974697,0.5791814946619217,0.2804989351992698,0.7502181294967891,0.2283308568598316,0.3635646687697161,0.4068335319825188,0.8588500146703006,0.3691420331651045,0.4530973451327433,0.0533807829181494,0.7367105557518434,0.0588235294117647,0.0488599348534201
106,0.28881166412533643,0.8176872927109324,0.3912519758312434,0.2360672992895909,0.3975196362133112,0.7014033790891807,0.2963510848126233,0.6035651518955562,0.5111561866125761,0.8727909506588889,0.4604141291108404,0.574468085106383,0.3755444426520407,0.7992737530726052,0.2946089597570235,0.5177935943060499,0.2832670541449985,0.750372682157421,0.2313843078460769,0.3651419558359621,0.4,0.8571332985900717,0.3284090909090909,0.511504424778761,0.0608,0.7389108765509574,0.0597484276729559,0.0618892508143322
107,0.2877303818234234,0.8191490451186522,0.40525036514453966,0.23095130402291944,0.3983572895277207,0.7022258036816984,0.3021414665801427,0.584484057243284,0.5157170923379175,0.8732156083603826,0.4531070195627157,0.598404255319149,0.376382614114348,0.8022267480336738,0.2896187964516902,0.5373665480427047,0.2807692307692307,0.7511173568378631,0.2365010799136069,0.3454258675078864,0.4032978357952593,0.8577170975911617,0.3295901179112858,0.5194690265486726,0.0551724137931034,0.7418036945654285,0.0586080586080586,0.0521172638436482
108,0.28985564998442526,0.8200201861397572,0.39203507037625085,0.24001191679919948,0.3896499238964992,0.7013108473879341,0.2795675439554439,0.6427316093396936,0.5163365498561029,0.8736089276039197,0.465648854961832,0.5794072948328267,0.3757593288978883,0.8025141764042265,0.278396913844835,0.577846975088968,0.2679180887372013,0.7507353739354282,0.2918215613382899,0.2476340694006309,0.4116519739363741,0.8602477867794409,0.3630831643002028,0.475221238938053,0.0577249575551782,0.7357553897181983,0.0602836879432624,0.0553745928338762
109,0.2892309463864321,0.8187710165880832,0.3793882209372663,0.24126082147351066,0.3997413872725593,0.7015334258500585,0.3161893629456458,0.5433090635199598,0.5196335078534031,0.8734711823634491,0.4563218390804597,0.6033434650455927,0.3729698375870069,0.801636656144787,0.2766781411359724,0.5720640569395018,0.277798300701884,0.7497974525128936,0.2612925642807505,0.2965299684542586,0.4,0.8571434389678093,0.3156010230179028,0.5460176991150443,0.0571428571428571,0.7427250604904123,0.0688073394495412,0.0488599348534201
110,0.28798601955064507,0.8168586040223884,0.38143476221115513,0.23949031643949845,0.3829048703763966,0.6925146993207112,0.3370893812070282,0.443133316595531,0.5163947932114022,0.8728045802485668,0.4559208612161769,0.5953647416413373,0.3734414901607331,0.8022057693895145,0.2819233386255386,0.5529359430604982,0.277956204379562,0.7487623485562858,0.220676866017617,0.3753943217665615,0.4102184376156979,0.8597901398956539,0.3526416295353278,0.4902654867256637,0.0481927710843373,0.7428453859317026,0.06282722513089,0.0390879478827361
111,0.28624593754602684,0.8146046479458394,0.35918214950034394,0.24558749641081712,0.3743754857333185,0.6850706795023582,0.3355891719745223,0.4232990208385639,0.5004341031429067,0.8680953938436946,0.4608250719539494,0.5474924012158054,0.37137710823645,0.7973129829387511,0.2938585125680228,0.5044483985765125,0.2797731568998109,0.7469338481808265,0.2687000726216412,0.2917981072555205,0.4050736497545008,0.8576011274105215,0.3767123287671233,0.4380530973451327,0.0658307210031347,0.741299123008684,0.0634441087613293,0.0684039087947882
112,0.2843701086585196,0.8155196214913903,0.4012085136793904,0.22979703514764777,0.3701265169119546,0.6841681193115859,0.249109392649231,0.7198091890534772,0.4990106134196798,0.8693415798621776,0.4738640245985651,0.5269756838905775,0.3685481436764262,0.7980726898665409,0.278894472361809,0.5431494661921709,0.2769631801889866,0.747109145789756,0.2359800111049417,0.3351735015772871,0.4073208722741433,0.8568841320543158,0.3636995827538247,0.4628318584070796,0.0864381520119225,0.7380996739430913,0.0560386473429951,0.1889250814332247
117,0.2908419237922458,0.8174621006703917,0.3878676130253614,0.24133970405075075,0.3973831775700934,0.7000040149486791,0.316510346881048,0.5337685161938237,0.5130641330166271,0.8740246300890967,0.463519313304721,0.574468085106383,0.3760892296967584,0.802166579121524,0.3091690544412607,0.4799822064056939,0.278816199376947,0.7500720574753983,0.2753846153846154,0.2823343848580442,0.4018725243068059,0.8601726274633014,0.3387978142076502,0.4938053097345132,0.0813308687615526,0.7468525029532753,0.0567741935483871,0.1433224755700325
118,0.29164332523534986,0.8176069023724895,0.3851179058075917,0.2452921908687926,0.3931642778390297,0.7014586407937873,0.3505012777668567,0.4476525232237007,0.5114431624739928,0.8737216308729326,0.5092278719397364,0.513677811550152,0.3786999851256879,0.8031117535791793,0.2844692737430168,0.5662811387900356,0.2814645308924485,0.7506799795182312,0.2725258493353028,0.2910094637223975,0.404183787822189,0.8602504257711883,0.3497091144149967,0.4787610619469026,0.0917544947303161,0.7455654478352394,0.0566615620214395,0.2410423452768729
119,0.28856332302632126,0.8181350919633494,0.3864364568715212,0.23941356055360727,0.3996398018910401,0.6974257140213185,0.3115697837686043,0.5571177504393673,0.5153246753246753,0.8741300098532334,0.4734330257715558,0.5653495440729484,0.3715768232920149,0.8008922284607201,0.2748400852878465,0.5733985765124555,0.280970625798212,0.7494303060694388,0.2360515021459227,0.3470031545741325,0.4083204930662558,0.8605714061296089,0.3615279672578445,0.4690265486725664,0.0542986425339366,0.7465170055784172,0.0505617977528089,0.0586319218241042
120,0.2874407555612466,0.8160029229278197,0.3890787562430539,0.23970007657328457,0.3922740859967809,0.7006155764515322,0.2823256840247131,0.6424805423047953,0.5178091397849462,0.8747276673606114,0.4641566265060241,0.5854863221884499,0.3738623953403713,0.801559344935387,0.3163894023413432,0.4568505338078292,0.2787009063444108,0.7514219142998414,0.2673913043478261,0.2910094637223975,0.4121163810282981,0.8577603396527836,0.3749093546047861,0.4575221238938053,0.0419847328244274,0.7428409676168448,0.0506912442396313,0.0358306188925081
121,0.29353447781219966,0.8180946418496102,0.40721016622842876,0.23933135941783945,0.402555910543131,0.7037428661312232,0.3113246396705559,0.5694200351493849,0.5247200689061154,0.8776726185613052,0.479987393633785,0.5786474164133738,0.3776755985413033,0.8043828962602408,0.2934220251293422,0.5298042704626335,0.2832037850625211,0.7517926393866683,0.2477823772915434,0.3304416403785489,0.3940099833610649,0.8597872307708931,0.3157333333333333,0.5238938053097345,0.088659793814433,0.7424196076565863,0.0526638089406001,0.2801302931596091
122,0.2951777858424975,0.8171043686936392,0.38980790296399304,0.2463430792861009,0.4055707955264824,0.7012959189673623,0.3497725204731574,0.4825508410745669,0.5175167019716473,0.8747486204551653,0.4530670470756063,0.6033434650455927,0.3741439786203441,0.8023831232661476,0.2995453329767317,0.498220640569395,0.2819576333089846,0.7504135010583838,0.2625850340136054,0.3044164037854889,0.4106060606060606,0.8595624801036647,0.3589403973509933,0.479646017699115,0.0659553831231813,0.7486058375659562,0.0469613259668508,0.1107491856677524
123,0.23357882701063634,0.7555811913021485,0.3979300712967775,0.1864036747922193,0.3638795045045045,0.6622415438053569,0.2528117359413203,0.6490082852121516,0.4527146769776059,0.8276621026609873,0.393006993006993,0.5338145896656535,0.3010554089709762,0.7256578276645944,0.2139909977494373,0.5075622775800712,0.2061281337047353,0.6755474243310771,0.1845386533665835,0.2334384858044164,0.3026831474223696,0.7903355966323972,0.2295381801554641,0.4442477876106194,0.0567164179104477,0.6699703634167063,0.0523415977961432,0.0618892508143322
