Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.8878066228309078,0.5,0.9756956831965751,1.0,0.0,0.0,0.0,0.0
Emphysema,0.7718818792723903,0.5,0.9775240813414199,1.0,0.0,0.0,0.0,0.0
Effusion,0.8332853546181198,0.5,0.882625758116304,1.0,0.0,0.0,0.0,0.0
Hernia,0.5044363498908954,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169
Infiltration,0.676071952836048,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0
Mass,0.7393928324152967,0.5,0.949607563325009,1.0,0.0,0.0,0.0,0.0
Nodule,0.6270672629879406,0.5,0.9434534427399215,1.0,0.0,0.0,0.0,0.0
Atelectasis,0.753210978266698,0.5,0.8997502675704602,1.0,0.0,0.0,0.0,0.0
Pneumothorax,0.8119083973707623,0.5,0.9542454513021762,1.0,0.0,0.0,0.0,0.0
Pleural_Thickening,0.7286753451139814,0.5,0.9707902247591866,1.0,0.0,0.0,0.0,0.0
Pneumonia,0.7011728711343979,0.5,0.9863093114520157,1.0,0.0,0.0,0.0,0.0
Fibrosis,0.7330172736600302,0.5,0.9859079557616839,1.0,0.0,0.0,0.0,0.0
Edema,0.8710272625454563,0.5,0.9798876204067071,1.0,0.0,0.0,0.0,0.0
Consolidation,0.7595572904324875,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0
