Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall
Cardiomegaly,0.919101,0.8501612077435068,-0.06893979225649316,No,0.198765,0.0826446280991735,-0.1161203719008265,No,0.863322,0.0458715596330275,-0.8174504403669726,No
Emphysema,0.916227,0.8757290670982505,-0.04049793290174952,No,0.184152,0.2968099861303744,0.1126579861303744,Yes,0.864245,0.2123015873015873,-0.6519434126984127,No
Effusion,0.888239,0.8497840401113833,-0.03845495988861669,No,0.497818,0.0,-0.497818,No,0.838296,0.0,-0.838296,No
Hernia,0.82202,0.733166669530306,-0.08885333046969401,No,0.0142476,0.0034725313863413,-0.010775068613658699,No,0.695652,1.0,0.30434799999999995,Yes
Infiltration,0.715871,0.6843543603778998,-0.03151663962210027,No,0.402838,0.0,-0.402838,No,0.665575,0.0,-0.665575,No
Mass,0.869582,0.79547951103431,-0.07410248896568994,No,0.308678,0.0088028169014084,-0.2998751830985916,No,0.757089,0.0044247787610619,-0.7526642212389381,No
Nodule,0.792307,0.7070635672931082,-0.08524343270689183,No,0.228502,0.0,-0.228502,No,0.703614,0.0,-0.703614,No
Atelectasis,0.818337,0.7761070352252492,-0.04222996477475083,No,0.345336,0.0,-0.345336,No,0.799911,0.0,-0.799911,No
Pneumothorax,0.886252,0.8546810864071208,-0.031570913592879224,No,0.277599,0.0192492781520692,-0.2583497218479308,No,0.830119,0.0097465886939571,-0.820372411306043,No
Pleural_Thickening,0.812256,0.750430912506369,-0.061825087493631026,No,0.136327,0.0,-0.136327,No,0.828691,0.0,-0.828691,No
Pneumonia,0.765119,0.6579032091546305,-0.10721579084536947,No,0.056197,0.0,-0.056197,No,0.726619,0.0,-0.726619,No
Fibrosis,0.826327,0.7393951985992813,-0.08693180140071877,No,0.0797738,0.0,-0.0797738,No,0.795252,0.0,-0.795252,No
Edema,0.908537,0.8493975623984404,-0.0591394376015596,No,0.132596,0.0538302277432712,-0.07876577225672879,No,0.908511,0.0288248337028824,-0.8796861662971176,No
Consolidation,0.812462,0.7565005526807035,-0.05596144731929653,No,0.192298,0.0,-0.192298,No,0.772632,0.0,-0.772632,No
