Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.7909487586228009,0.15,0.8719229397074563,0.8803418803418803,0.5339449541284403,0.10003437607425232,0.5339449541284403,0.1685002895193978,291,2618,19261,254
Emphysema,0.7669740615224192,0.25,0.9653050303246522,0.9843978102189781,0.1349206349206349,0.16585365853658537,0.1349206349206349,0.1487964989059081,68,342,21578,436
Effusion,0.7930158776657175,0.2,0.8145736710667142,0.8456447049312854,0.5809270516717325,0.3335514834205934,0.5809270516717325,0.42378048780487804,1529,3055,16737,1103
Hernia,0.7459339186611915,0.1,0.9775240813414199,0.9788697788697789,0.20512820512820512,0.016632016632016633,0.20512820512820512,0.03076923076923077,8,473,21912,31
Infiltration,0.6734733116803843,0.2,0.5587317160185515,0.526706794642373,0.707004770273663,0.24393624393624394,0.707004770273663,0.3627229986475172,2816,8728,9713,1167
Mass,0.7141947625780165,0.2,0.8329468426685694,0.854466046773739,0.42743362831858406,0.13484087102177555,0.42743362831858406,0.20500848896434634,483,3099,18195,647
Nodule,0.6521771124284496,0.25,0.6704869782376026,0.6780582340707128,0.5441640378548895,0.09198773496867084,0.5441640378548895,0.15737256243585357,690,6811,14345,578
Atelectasis,0.7326974911702288,0.2,0.6908669282911166,0.6945876288659794,0.6574733096085409,0.19345549738219894,0.6574733096085409,0.29894822006472493,1478,6162,14014,770
Pneumothorax,0.7979855288802018,0.25,0.8892704245451302,0.9138704551827274,0.3762183235867446,0.1731718259309107,0.3762183235867446,0.23717357910906298,386,1843,19555,640
Pleural_Thickening,0.72239423032753,0.25,0.9555833036032823,0.981441499379852,0.09618320610687023,0.1349036402569593,0.09618320610687023,0.11229946524064172,63,404,21365,592
Pneumonia,0.6708573401243814,0.15,0.6053781662504459,0.6045123660532622,0.6677524429967426,0.022899910634495084,0.6677524429967426,0.044281239874716494,205,8747,13370,102
Fibrosis,0.6983286020525247,0.2,0.8476186229040314,0.8541704360412521,0.38924050632911394,0.03674932775619958,0.38924050632911394,0.06715806715806716,123,3224,18884,193
Edema,0.8678700921297988,0.25,0.9480467356403853,0.9599053383698175,0.37028824833702884,0.15935114503816794,0.37028824833702884,0.2228152101400934,167,881,21092,284
Consolidation,0.7310623947980862,0.75,0.7052711380663574,0.7078667348171553,0.6434108527131783,0.08459522422830518,0.6434108527131783,0.14953030498005404,581,6287,15234,322
