Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9109274487579937,0.1,0.958749554049233,0.9711595593948535,0.46055045871559636,0.28458049886621317,0.46055045871559636,0.35178696566222845,251,631,21248,294
Emphysema,0.9094128359981462,0.15,0.9734659293613985,0.985264598540146,0.4603174603174603,0.418018018018018,0.4603174603174603,0.4381491973559962,232,323,21597,272
Effusion,0.8747486204551653,0.25,0.8679539778808419,0.903142683912692,0.6033434650455927,0.4530670470756063,0.6033434650455927,0.5175167019716473,1588,1917,17875,1044
Hernia,0.7325933689570053,0.1,0.9819389939350696,0.9834264016082198,0.1282051282051282,0.013297872340425532,0.1282051282051282,0.024096385542168676,5,371,22014,34
Infiltration,0.7012959189673623,0.2,0.7487513378523011,0.8062469497315764,0.4825508410745669,0.34977252047315743,0.4825508410745669,0.4055707955264824,1922,3573,14868,2061
Mass,0.8595624801036647,0.15,0.9306100606493043,0.9545411853104161,0.479646017699115,0.35894039735099337,0.479646017699115,0.4106060606060606,542,968,20326,588
Nodule,0.7504135010583838,0.15,0.9123260792008562,0.9487615806390622,0.30441640378548895,0.26258503401360545,0.30441640378548895,0.28195763330898466,386,1084,20072,882
Atelectasis,0.8023831232661476,0.15,0.8329022475918658,0.8701923076923077,0.498220640569395,0.29954533297673175,0.498220640569395,0.3741439786203441,1120,2619,17557,1128
Pneumothorax,0.8843077462377842,0.15,0.9366303960042811,0.9570987942798392,0.5097465886939572,0.36294240111034004,0.5097465886939572,0.42399675719497365,523,918,20480,503
Pleural_Thickening,0.7825925864884549,0.1,0.9204869782376026,0.9374799026138086,0.35572519083969467,0.14617314930991218,0.35572519083969467,0.2072032014228546,233,1361,20408,422
Pneumonia,0.7486058375659562,0.05,0.9570549411344987,0.968802278790071,0.11074918566775244,0.04696132596685083,0.11074918566775244,0.06595538312318137,34,690,21427,273
Fibrosis,0.7937387491325668,0.05,0.9498305387085266,0.9593812194680659,0.28164556962025317,0.09017223910840932,0.28164556962025317,0.13660782808902533,89,898,21210,227
Edema,0.8875527342920252,0.1,0.9547805922226186,0.9658672006553497,0.4146341463414634,0.19957310565635006,0.4146341463414634,0.26945244956772335,187,750,21223,264
Consolidation,0.8012260604298885,0.1,0.898144844809133,0.9204033269829469,0.36766334440753046,0.16234718826405867,0.36766334440753046,0.22523744911804613,332,1713,19808,571
