Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall
Cardiomegaly,0.919101,0.793891339816866,-0.12520966018313395,No,0.198765,0.14050822122571,-0.05825677877429,No,0.863322,0.0862385321100917,-0.7770834678899083,No
Emphysema,0.916227,0.8515267458869193,-0.06470025411308067,No,0.184152,0.3004418262150221,0.11628982621502207,Yes,0.864245,0.2023809523809523,-0.6618640476190477,No
Effusion,0.888239,0.8350636225406846,-0.05317537745931544,No,0.497818,0.0526123492875411,-0.4452056507124589,No,0.838296,0.0273556231003039,-0.8109403768996961,No
Hernia,0.82202,0.6819848456212092,-0.14003515437879077,No,0.0142476,0.0034723767974001,-0.010775223202599899,No,0.695652,1.0,0.30434799999999995,Yes
Infiltration,0.715871,0.6878193672819368,-0.028051632718063213,No,0.402838,0.0,-0.402838,No,0.665575,0.0,-0.665575,No
Mass,0.869582,0.7667445896513289,-0.10283741034867111,No,0.308678,0.1950146627565982,-0.1136633372434018,No,0.757089,0.1176991150442477,-0.6393898849557523,No
Nodule,0.792307,0.6805374138217944,-0.11176958617820554,No,0.228502,0.023219814241486,-0.205282185758514,No,0.703614,0.0118296529968454,-0.6917843470031546,No
Atelectasis,0.818337,0.7656122121769708,-0.05272478782302914,No,0.345336,0.0,-0.345336,No,0.799911,0.0,-0.799911,No
Pneumothorax,0.886252,0.8261783725027955,-0.060073627497204574,No,0.277599,0.2308868501529052,-0.04671214984709479,No,0.830119,0.1471734892787524,-0.6829455107212477,No
Pleural_Thickening,0.812256,0.6506753949081596,-0.16158060509184036,No,0.136327,0.0495867768595041,-0.0867402231404959,No,0.828691,0.0274809160305343,-0.8012100839694657,No
Pneumonia,0.765119,0.5872563428223517,-0.17786265717764826,No,0.056197,0.0064102564102564,-0.049786743589743596,No,0.726619,0.003257328990228,-0.723361671009772,No
Fibrosis,0.826327,0.7053675512386833,-0.1209594487613167,No,0.0797738,0.0576368876080691,-0.022136912391930906,No,0.795252,0.0316455696202531,-0.7636064303797468,No
Edema,0.908537,0.7413869046904269,-0.16715009530957314,No,0.132596,0.0404040404040404,-0.09219195959595959,No,0.908511,0.0221729490022172,-0.8863380509977827,No
Consolidation,0.812462,0.6754890263253648,-0.13697297367463523,No,0.192298,0.0685061845861084,-0.1237918154138916,No,0.772632,0.0398671096345514,-0.7327648903654486,No
