Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9112863031913221,0.1,0.9588833392793435,0.9715252068193244,0.45137614678899085,0.28308400460299193,0.45137614678899085,0.347949080622348,246,623,21256,299
Emphysema,0.9081894117135905,0.15,0.9737780948983232,0.9858120437956205,0.4503968253968254,0.42193308550185876,0.4503968253968254,0.43570057581573896,227,311,21609,277
Effusion,0.8738931813351254,0.2,0.8735283624687834,0.9140561843168957,0.5687689969604863,0.46810506566604126,0.5687689969604863,0.5135506003430532,1497,1701,18091,1135
Hernia,0.7765193037920312,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.6975356315803583,0.2,0.6818141277202997,0.7033241147443198,0.5822244539291991,0.2976893453145058,0.5822244539291991,0.39395226365412384,2319,5471,12970,1664
Mass,0.8588500146703006,0.15,0.9334195504816268,0.9589086127547666,0.45309734513274336,0.3691420331651045,0.45309734513274336,0.40683353198251887,512,875,20419,618
Nodule,0.7502181294967891,0.1,0.894532643596147,0.9263565891472868,0.3635646687697161,0.2283308568598316,0.3635646687697161,0.2804989351992698,461,1558,19598,807
Atelectasis,0.802566926174222,0.15,0.8061452015697467,0.8314333862014275,0.5791814946619217,0.2768445672974697,0.5791814946619217,0.37462235649546827,1302,3401,16775,946
Pneumothorax,0.8815200979778584,0.1,0.9282911166607206,0.9467239928965324,0.543859649122807,0.3286219081272085,0.543859649122807,0.40969162995594716,558,1140,20258,468
Pleural_Thickening,0.7824808301180438,0.05,0.8882893328576525,0.9013735127934218,0.4534351145038168,0.12152209492635024,0.4534351145038168,0.19167473378509198,297,2147,19622,358
Pneumonia,0.7367105557518434,0.15,0.976275419193721,0.9891486187095899,0.048859934853420196,0.058823529411764705,0.048859934853420196,0.05338078291814947,15,240,21877,292
Fibrosis,0.7949488615152772,0.05,0.9656617909382804,0.9763434051022254,0.21835443037974683,0.11655405405405406,0.21835443037974683,0.15198237885462554,69,523,21585,247
Edema,0.8890126493682079,0.15,0.9659739564752051,0.9803395075774815,0.2660753880266075,0.21739130434782608,0.2660753880266075,0.23928215353938184,120,432,21541,331
Consolidation,0.8017475835367067,0.3,0.8781662504459508,0.8954509548812788,0.46622369878183834,0.15761886933732686,0.46622369878183834,0.23559037493005036,421,2250,19271,482
