Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.8676828478231609,0.1,0.9471548341063146,0.9590017825311943,0.47155963302752296,0.22270363951473138,0.47155963302752296,0.30253090052972337,257,897,20982,288
Emphysema,0.8350975498928283,0.2,0.9541562611487692,0.9668795620437957,0.4007936507936508,0.21767241379310345,0.4007936507936508,0.28212290502793297,202,726,21194,302
Effusion,0.8533517291841227,0.1,0.7689975026757045,0.7654607922392886,0.7955927051671733,0.3108669833729216,0.7955927051671733,0.4470538001707942,2094,4642,15150,538
Hernia,0.8059053968144877,0.05,0.9929093828041384,0.9945499218226491,0.05128205128205128,0.016129032258064516,0.05128205128205128,0.024539877300613498,2,122,22263,37
Infiltration,0.6923711400587685,0.15,0.7186050660007135,0.7616723605010575,0.5192066281697213,0.31997524369487856,0.5192066281697213,0.3959410300593529,2068,4395,14046,1915
Mass,0.8064069732551692,0.1,0.8268373171601855,0.8379825302902226,0.6168141592920354,0.16807330600434048,0.6168141592920354,0.2641652454045859,697,3450,17844,433
Nodule,0.7272955394297909,0.2,0.9027827327863004,0.9385044431839668,0.306782334384858,0.2301775147928994,0.306782334384858,0.2630155510480054,389,1301,19855,879
Atelectasis,0.7734675183121625,0.15,0.8461023902961113,0.8979976209357653,0.38033807829181493,0.29351184346035014,0.38033807829181493,0.3313311373764774,855,2058,18118,1393
Pneumothorax,0.8389153938891738,0.15,0.9045665358544417,0.9229367230582297,0.5214424951267057,0.24496336996336995,0.5214424951267057,0.3333333333333333,535,1649,19749,491
Pleural_Thickening,0.7641523645747385,0.15,0.9339546914020692,0.954844044283155,0.23969465648854962,0.13771929824561405,0.23969465648854962,0.17493036211699164,157,983,20786,498
Pneumonia,0.6967666330040166,0.1,0.7791651801641098,0.7832436587240584,0.48534201954397393,0.03014363746712523,0.48534201954397393,0.05676190476190476,149,4794,17323,158
Fibrosis,0.7664447316167124,0.15,0.9157153050303246,0.9240094083589651,0.33544303797468356,0.0593505039193729,0.33544303797468356,0.10085632730732635,106,1680,20428,210
Edema,0.8737456763859457,0.15,0.9682929004637888,0.9835707459154417,0.22394678492239467,0.21861471861471862,0.22394678492239467,0.2212486308871851,101,361,21612,350
Consolidation,0.7523874411884285,0.85,0.6806546557260078,0.6798940569676131,0.698781838316722,0.08390957446808511,0.698781838316722,0.14982785230915352,631,6889,14632,272
