Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9102381698172307,0.25,0.9659293613985016,0.9809863339275104,0.3614678899082569,0.32137030995106036,0.3614678899082569,0.34024179620034545,197,416,21463,348
Emphysema,0.8744741429874869,0.25,0.9670442383160899,0.9793339416058394,0.43253968253968256,0.32488822652757077,0.43253968253968256,0.37106382978723407,218,453,21467,286
Effusion,0.8640348991210718,0.2,0.8731270067784517,0.9181487469684722,0.5345744680851063,0.464816650148662,0.5345744680851063,0.49726100017670966,1407,1620,18172,1225
Hernia,0.5377072558890741,0.9,0.003879771673207278,0.0021442930533839624,1.0,0.0017429388630675724,1.0,0.003479812625474013,39,22337,48,0
Infiltration,0.7009182564753845,0.15,0.6580003567606136,0.6641179979393742,0.6296761235249811,0.28820960698689957,0.6296761235249811,0.3954276704769413,2508,6194,12247,1475
Mass,0.8204834383527372,0.2,0.9223599714591509,0.9489057950596412,0.42212389380530974,0.3047923322683706,0.42212389380530974,0.35398886827458254,477,1088,20206,653
Nodule,0.7043975525359758,0.2,0.9201748127006778,0.9625165437700889,0.2137223974763407,0.25469924812030076,0.2137223974763407,0.23241852487135506,271,793,20363,997
Atelectasis,0.7820785627404112,0.2,0.859659293613985,0.9147997620935765,0.36476868327402134,0.32296179598267033,0.36476868327402134,0.3425945268435346,820,1719,18457,1428
Pneumothorax,0.8587576365283086,0.2,0.9077327863003924,0.9247593233012431,0.5526315789473685,0.2604501607717042,0.5526315789473685,0.35404308460817985,567,1610,19788,459
Pleural_Thickening,0.7589169275308856,0.2,0.9055922226186229,0.9216316780743259,0.37251908396946565,0.12512820512820513,0.37251908396946565,0.1873320537428023,244,1706,20063,411
Pneumonia,0.7155963863486442,0.2,0.9558062789867998,0.9673102138626396,0.1270358306188925,0.051181102362204724,0.1270358306188925,0.07296538821328344,39,723,21394,268
Fibrosis,0.7599638168667967,0.2,0.9446129147342134,0.954179482540257,0.27531645569620256,0.07909090909090909,0.27531645569620256,0.1228813559322034,87,1013,21095,229
Edema,0.8856692495920461,0.2,0.9405101676774884,0.9507122377463251,0.4434589800443459,0.1558846453624318,0.4434589800443459,0.2306805074971165,200,1083,20890,251
Consolidation,0.7893054367098649,0.2,0.9117909382804138,0.9383392965010919,0.27906976744186046,0.15959468017732742,0.27906976744186046,0.20306204673650283,252,1327,20194,651
