Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.7944154903679999,0.5,0.9746699964323938,0.996160702043055,0.11192660550458716,0.4206896551724138,0.11192660550458716,0.17681159420289855
Emphysema,0.8315411923589386,0.5,0.9774348911880129,0.9954835766423358,0.19246031746031747,0.49489795918367346,0.19246031746031747,0.27714285714285714
Effusion,0.8395430063849444,0.5,0.8849447021048876,0.997271624898949,0.04027355623100304,0.6625,0.04027355623100304,0.07593123209169055
Hernia,0.7560276742094925,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169
Infiltration,0.6878021856433032,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0
Mass,0.7569468652518346,0.5,0.950365679628969,0.9968066121912276,0.0752212389380531,0.5555555555555556,0.0752212389380531,0.13250194855806702
Nodule,0.6866241083959148,0.5,0.943498037816625,0.9993382491964454,0.011829652996845425,0.5172413793103449,0.011829652996845425,0.02313030069390902
Atelectasis,0.774306101855275,0.5,0.8997948626471638,1.0,0.00044483985765124553,1.0,0.00044483985765124553,0.0008892841262783459
Pneumothorax,0.8093031731117681,0.5,0.9557170888333928,0.9943452659127021,0.15009746588693956,0.56,0.15009746588693956,0.23674096848578016
Pleural_Thickening,0.6645232260035018,0.5,0.9688280413842312,0.9971059763884422,0.02900763358778626,0.23170731707317074,0.02900763358778626,0.051560379918588875
Pneumonia,0.5708227889021945,0.5,0.985997145915091,0.9996835013790297,0.0,0.0,0.0,0.0
Fibrosis,0.6733934734662748,0.5,0.985417409917945,0.9994119775646825,0.006329113924050633,0.13333333333333333,0.006329113924050633,0.012084592145015106
Edema,0.7226422712090821,0.5,0.9786835533357118,0.9981340736358257,0.031042128603104215,0.2545454545454545,0.031042128603104215,0.05533596837944664
Consolidation,0.6658711573948504,0.5,0.9581252229753835,0.9976302216439756,0.016611295681063124,0.22727272727272727,0.016611295681063124,0.030959752321981424
