Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall,Baseline_Accuracy,Our_Accuracy,Accuracy_Improvement,Better_Accuracy,Baseline_Specificity,Our_Specificity,Specificity_Improvement,Better_Specificity,Baseline_Precision,Our_Precision,Precision_Improvement,Better_Precision,Baseline_Sensitivity,Our_Sensitivity,Sensitivity_Improvement,Better_Sensitivity,Baseline_Threshold,Our_Threshold,Threshold_Improvement,Better_Threshold
Cardiomegaly,0.919101,0.6370876350369066,-0.28201336496309337,No,0.198765,0.0693545017756423,-0.12941049822435768,No,0.863322,0.6091743119266055,-0.2541476880733945,No,0.820225,0.6026578665715305,-0.21756713342846945,No,0.819083,0.6024955436720143,-0.2165874563279857,No,0.112312,0.0367704064680474,-0.0755415935319526,No,0.865,0.6091743119266055,-0.25582568807339445,No,0.489469,0.1,-0.38946899999999995,No
Emphysema,0.916227,0.6488582670750783,-0.2673687329249217,No,0.184152,0.0648395009064732,-0.11931249909352681,No,0.864245,0.6031746031746031,-0.2610703968253969,No,0.82103,0.6089457723867285,-0.2120842276132715,No,0.819995,0.6090784671532846,-0.2109165328467154,No,0.103055,0.0342612419700214,-0.06879375802997859,No,0.866,0.6031746031746031,-0.26282539682539685,No,0.445399,0.1,-0.345399,No
Effusion,0.888239,0.7228923202522034,-0.1653466797477966,No,0.497818,0.3170509959500785,-0.18076700404992146,No,0.838296,0.7287234042553191,-0.10957259574468092,No,0.799491,0.6315108811987157,-0.16798011880128427,No,0.794271,0.6185832659660468,-0.1756877340339531,No,0.354027,0.202598500052815,-0.151428499947185,No,0.839,0.7287234042553191,-0.11027659574468085,No,0.484694,0.1,-0.384694,No
Hernia,0.82202,0.7524738979284434,-0.06954610207155654,No,0.0142476,0.0490196078431372,0.0347720078431372,Yes,0.695652,0.1282051282051282,-0.5674468717948719,No,0.802127,0.9913485551195148,0.18922155511951477,Yes,0.802346,0.9928523564887202,0.19050635648872016,Yes,0.00719748,0.0303030303030303,0.0231055503030303,Yes,0.717,0.1282051282051282,-0.5887948717948718,No,0.581222,0.9,0.318778,Yes
Infiltration,0.715871,0.6090405534731328,-0.10683044652686724,No,0.402838,0.3326729871232489,-0.07016501287675109,No,0.665575,0.5902585990459452,-0.07531640095405479,No,0.648673,0.5793792365322868,-0.06929376346771321,No,0.645026,0.5770294452578494,-0.0679965547421506,No,0.288003,0.2316027977539158,-0.05640020224608422,No,0.666,0.5902585990459452,-0.0757414009540548,No,0.476786,0.1,-0.37678599999999995,No
Mass,0.869582,0.605650600817381,-0.263931399182619,No,0.308678,0.1252548131370328,-0.1834231868629672,No,0.757089,0.4893805309734513,-0.2677084690265487,No,0.821655,0.6555476275419194,-0.1661073724580806,No,0.825244,0.6643655489809336,-0.1608784510190664,No,0.193864,0.0718181818181818,-0.12204581818181821,No,0.758,0.4893805309734513,-0.2686194690265487,No,0.585565,0.1,-0.485565,No
Nodule,0.792307,0.5221918944622284,-0.2701151055377716,No,0.228502,0.1065308920003916,-0.1219711079996084,No,0.703614,0.4290220820189274,-0.2745919179810726,No,0.735723,0.5930699250802711,-0.1426530749197289,No,0.737614,0.6029022499527321,-0.13471175004726788,No,0.136427,0.0608160983789826,-0.07561090162101738,No,0.7,0.4290220820189274,-0.27097791798107257,No,0.485297,0.1,-0.385297,No
Atelectasis,0.818337,0.6181058971971913,-0.20023110280280865,No,0.345336,0.222509702457956,-0.12282629754204397,No,0.799911,0.5355871886120996,-0.2643238113879004,No,0.694521,0.6247770246164823,-0.06974397538351773,No,0.682717,0.6347145122918318,-0.04800248770816817,No,0.2282,0.1404245393048752,-0.08777546069512479,No,0.8,0.5355871886120996,-0.2644128113879004,No,0.458412,0.1,-0.35841199999999995,No
Pneumothorax,0.886252,0.7061240443123158,-0.18012795568768425,No,0.277599,0.1456207482993197,-0.13197825170068028,No,0.830119,0.6676413255360624,-0.16247767446393768,No,0.789749,0.6415447734570103,-0.1482042265429897,No,0.787684,0.6402934853724647,-0.14739051462753539,No,0.166667,0.0817227392030541,-0.0849442607969459,No,0.831,0.6676413255360624,-0.1633586744639376,No,0.465026,0.1,-0.36502599999999996,No
Pleural_Thickening,0.812256,0.6168753521973787,-0.19538064780262132,No,0.136327,0.0779503412800474,-0.05837665871995261,No,0.828691,0.601526717557252,-0.227164282442748,No,0.663107,0.5843292900463789,-0.0787777099536211,No,0.657618,0.583811842528366,-0.07380615747163399,No,0.0742729,0.041675481277766,-0.032597418722234005,No,0.83,0.601526717557252,-0.228473282442748,No,0.441709,0.1,-0.34170900000000004,No
