Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.8271755707265692,0.5,0.9754727078130574,0.9979432332373509,0.07339449541284404,0.47058823529411764,0.07339449541284404,0.12698412698412698
Emphysema,0.8634960009703396,0.5,0.9785943631823046,0.998448905109489,0.11507936507936507,0.6304347826086957,0.11507936507936507,0.19463087248322147
Effusion,0.8384668542968452,0.5,0.8825811630396004,0.9999494745351657,0.0,0.0,0.0,0.0
Hernia,0.6889738435192981,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169
Infiltration,0.6675393768236005,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0
Mass,0.7718228409515,0.5,0.9495183731716018,0.9999060768291538,0.0,0.0,0.0,0.0
Nodule,0.680825923304901,0.5,0.9434534427399215,1.0,0.0,0.0,0.0,0.0
Atelectasis,0.7678284411238044,0.5,0.8997502675704602,1.0,0.0,0.0,0.0,0.0
Pneumothorax,0.8515240352389422,0.5,0.9542454513021762,0.9999065333208711,0.001949317738791423,0.5,0.001949317738791423,0.003883495145631068
Pleural_Thickening,0.7141973371335877,0.5,0.9707902247591866,1.0,0.0,0.0,0.0,0.0
Pneumonia,0.6286313577525741,0.5,0.9863093114520157,1.0,0.0,0.0,0.0,0.0
Fibrosis,0.7204034194621112,0.5,0.9854620049946486,0.9993215125746336,0.015822784810126583,0.25,0.015822784810126583,0.02976190476190476
Edema,0.7888262989157323,0.5,0.9793078844095612,0.9989987712192236,0.019955654101995565,0.2903225806451613,0.019955654101995565,0.03734439834024896
Consolidation,0.762281174487532,0.5,0.9597306457367106,1.0,0.0,0.0,0.0,0.0
