Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall,Baseline_Accuracy,Our_Accuracy,Accuracy_Improvement,Better_Accuracy,Baseline_Specificity,Our_Specificity,Specificity_Improvement,Better_Specificity,Baseline_Precision,Our_Precision,Precision_Improvement,Better_Precision,Baseline_Sensitivity,Our_Sensitivity,Sensitivity_Improvement,Better_Sensitivity,Baseline_Threshold,Our_Threshold,Threshold_Improvement,Better_Threshold
Cardiomegaly,0.919101,0.82079552635408,-0.0983054736459199,No,0.198765,0.2379182156133829,0.03915321561338289,Yes,0.863322,0.2935779816513761,-0.569744018348624,No,0.820225,0.9542900463788798,0.13406504637887984,Yes,0.819083,0.9707482060423236,0.15166520604232359,Yes,0.112312,0.2,0.08768800000000002,Yes,0.865,0.2935779816513761,-0.5714220183486238,No,0.489469,0.1,-0.38946899999999995,No
Emphysema,0.916227,0.866309125535859,-0.04991787446414098,No,0.184152,0.34375,0.159598,Yes,0.864245,0.3928571428571428,-0.47138785714285725,No,0.82103,0.9662861220121298,0.14525612201212978,Yes,0.819995,0.979470802919708,0.15947580291970798,Yes,0.103055,0.3055555555555556,0.20250055555555557,Yes,0.866,0.3928571428571428,-0.4731428571428572,No,0.445399,0.3,-0.145399,No
Effusion,0.888239,0.8249391314042945,-0.06329986859570547,No,0.497818,0.4425087108013937,-0.05530928919860628,No,0.838296,0.5307750759878419,-0.30752092401215814,No,0.799491,0.8430253300035676,0.043534330003567656,Yes,0.794271,0.8845493128536782,0.09027831285367827,Yes,0.354027,0.3794133623030961,0.0253863623030961,Yes,0.839,0.5307750759878419,-0.30822492401215806,No,0.484694,0.2,-0.284694,No
Hernia,0.82202,0.6738372192917648,-0.1481827807082352,No,0.0142476,0.0050093029912695,-0.009238297008730498,No,0.695652,0.8974358974358975,0.20178389743589742,Yes,0.802127,0.379950053514092,-0.42217694648590803,No,0.802346,0.3790484699575608,-0.4232975300424392,No,0.00719748,0.0025116612845353,-0.0046858187154647,No,0.717,0.8974358974358975,0.1804358974358975,Yes,0.581222,0.95,0.36877799999999994,Yes
Infiltration,0.715871,0.6487060885069773,-0.06716491149302273,No,0.402838,0.3544021652603089,-0.0484358347396911,No,0.665575,0.5588752196836555,-0.10669978031634453,No,0.648673,0.6383339279343561,-0.010339072065643995,No,0.645026,0.6554959058619381,0.010469905861938078,Yes,0.288003,0.2594708007926332,-0.028532199207366826,No,0.666,0.5588752196836555,-0.10712478031634454,No,0.476786,0.15,-0.326786,No
Mass,0.869582,0.7955656626861528,-0.07401633731384716,No,0.308678,0.3229085222830336,0.01423052228303362,Yes,0.757089,0.3654867256637168,-0.3916022743362832,No,0.821655,0.9227613271494828,0.10110632714948276,Yes,0.825244,0.9523339907955292,0.12708999079552918,Yes,0.193864,0.2892156862745098,0.09535168627450977,Yes,0.758,0.3654867256637168,-0.3925132743362832,No,0.585565,0.15,-0.435565,No
Nodule,0.792307,0.6877076172318836,-0.10459938276811642,No,0.228502,0.2085020242914979,-0.01999997570850212,No,0.703614,0.3249211356466877,-0.3786928643533123,No,0.735723,0.8605066000713522,0.12478360007135214,Yes,0.737614,0.8926072981660049,0.15499329816600493,Yes,0.136427,0.1535022354694485,0.017075235469448502,Yes,0.7,0.3249211356466877,-0.3750788643533123,No,0.485297,0.15,-0.33529699999999996,No
Atelectasis,0.818337,0.739429519340127,-0.07890748065987296,No,0.345336,0.3074401835463782,-0.03789581645362178,No,0.799911,0.4172597864768683,-0.38265121352313175,No,0.694521,0.8115412058508741,0.11702020585087403,Yes,0.682717,0.8554718477398889,0.17275484773988892,Yes,0.2282,0.2433834976647639,0.0151834976647639,Yes,0.8,0.4172597864768683,-0.38274021352313176,No,0.458412,0.15,-0.308412,No
Pneumothorax,0.886252,0.8427466167521805,-0.043505383247819496,No,0.277599,0.3408170776591829,0.06321807765918291,Yes,0.830119,0.4512670565302144,-0.3788519434697856,No,0.789749,0.9201302176239744,0.13038121762397437,Yes,0.787684,0.9426114590148612,0.15492745901486116,Yes,0.166667,0.2738024837374335,0.10713548373743348,Yes,0.831,0.4512670565302144,-0.37973294346978553,No,0.465026,0.25,-0.215026,No
Pleural_Thickening,0.812256,0.7084294179796959,-0.10382658202030404,No,0.136327,0.1442585112521638,0.007931511252163792,Yes,0.828691,0.1908396946564885,-0.6378513053435114,No,0.663107,0.9338655012486622,0.2707585012486622,Yes,0.657618,0.9562221507648492,0.29860415076484914,Yes,0.0742729,0.1159554730983302,0.04168257309833019,Yes,0.83,0.1908396946564885,-0.6391603053435114,No,0.441709,0.25,-0.19170900000000002,No
Pneumonia,0.765119,0.6583810499064864,-0.10673795009351361,No,0.056197,0.0301724137931034,-0.026024586206896596,No,0.726619,0.022801302931596,-0.703817697068404,No,0.6968,0.9799322154834106,0.2831322154834106,Yes,0.696425,0.9932178866934936,0.2967928866934937,Yes,0.0292288,0.0445859872611464,0.015357187261146397,Yes,0.73,0.022801302931596,-0.707198697068404,No,0.51558,0.25,-0.26558000000000004,No
