Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.8213605187161582,0.15,0.9628523011059579,0.9782896841720371,0.3431192660550459,0.2824773413897281,0.3431192660550459,0.30985915492957744,187,475,21404,358
Emphysema,0.8633499069487893,0.15,0.9709686050660007,0.9846259124087591,0.376984126984127,0.3605313092979127,0.376984126984127,0.3685741998060136,190,337,21583,314
Effusion,0.8201557789153089,0.15,0.8567606136282554,0.8988985448666128,0.5398936170212766,0.4152542372881356,0.5398936170212766,0.4694416914436736,1421,2001,17791,1211
Hernia,0.8994610630974268,0.3,0.9983053870852658,0.999553272280545,0.28205128205128205,0.5238095238095238,0.28205128205128205,0.36666666666666664,11,10,22375,28
Infiltration,0.6564690237723763,0.05,0.6960399571887264,0.7435605444390218,0.47602309816721067,0.286188679245283,0.47602309816721067,0.3574660633484163,1896,4729,13712,2087
Mass,0.7968286176420962,0.1,0.9291830181947913,0.9580633042171504,0.38495575221238937,0.32756024096385544,0.38495575221238937,0.35394629780309195,435,893,20401,695
Nodule,0.7109520242596234,0.05,0.8830717088833393,0.9158158442049537,0.33675078864353314,0.1933876811594203,0.33675078864353314,0.24568469505178367,427,1781,19375,841
Atelectasis,0.7477964706843125,0.05,0.8221548341063146,0.8604282315622522,0.4786476868327402,0.27646454265159304,0.4786476868327402,0.3504885993485342,1076,2816,17360,1172
Pneumothorax,0.8456201477720952,0.05,0.921780235462005,0.9425647256752968,0.48830409356725146,0.28959537572254335,0.48830409356725146,0.3635703918722787,501,1229,20169,525
Pleural_Thickening,0.7120190873007662,0.05,0.9221369960756333,0.9423492121824613,0.250381679389313,0.11557434813248767,0.250381679389313,0.15814850530376084,164,1255,20514,491
Pneumonia,0.6419649483300169,0.1,0.9766321798073493,0.9896007595966904,0.04234527687296417,0.053497942386831275,0.04234527687296417,0.04727272727272727,13,230,21887,294
Fibrosis,0.7040171608650744,0.05,0.9615590438815554,0.9732223629455401,0.14556962025316456,0.07210031347962383,0.14556962025316456,0.09643605870020965,46,592,21516,270
Edema,0.8433409456455478,0.05,0.9521940777738138,0.9646384198789424,0.3458980044345898,0.16720257234726688,0.3458980044345898,0.2254335260115607,156,777,21196,295
Consolidation,0.709380952844071,0.1,0.9129504102747057,0.9423353933367409,0.21262458471760798,0.13398464759246337,0.21262458471760798,0.1643835616438356,192,1241,20280,711
