Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall,Baseline_Accuracy,Our_Accuracy,Accuracy_Improvement,Better_Accuracy,Baseline_Specificity,Our_Specificity,Specificity_Improvement,Better_Specificity,Baseline_Precision,Our_Precision,Precision_Improvement,Better_Precision,Baseline_Sensitivity,Our_Sensitivity,Sensitivity_Improvement,Better_Sensitivity,Baseline_Threshold,Our_Threshold,Threshold_Improvement,Better_Threshold
Cardiomegaly,0.919101,0.8365090566925429,-0.082591943307457,No,0.198765,0.3042471042471042,0.10548210424710422,Yes,0.863322,0.3614678899082569,-0.5018541100917431,No,0.820225,0.9598198358901178,0.13959483589011779,Yes,0.819083,0.9747246217834452,0.1556416217834452,Yes,0.112312,0.2626666666666666,0.1503546666666666,Yes,0.865,0.3614678899082569,-0.5035321100917431,No,0.489469,0.1,-0.38946899999999995,No
Emphysema,0.916227,0.8602758678745221,-0.055951132125477865,No,0.184152,0.3720038350910834,0.1878518350910834,Yes,0.864245,0.3849206349206349,-0.47932436507936516,No,0.82103,0.9707902247591866,0.1497602247591866,Yes,0.819995,0.9842609489051096,0.1642659489051096,Yes,0.103055,0.359925788497217,0.256870788497217,Yes,0.866,0.3849206349206349,-0.4810793650793651,No,0.445399,0.1,-0.345399,No
Effusion,0.888239,0.8291416330137379,-0.05909736698626211,No,0.497818,0.4779473419419755,-0.01987065805802446,No,0.838296,0.5414133738601824,-0.29688262613981764,No,0.799491,0.8611755262219051,0.06168452622190512,Yes,0.794271,0.9036984640258692,0.10942746402586923,Yes,0.354027,0.4277994596217352,0.07377245962173523,Yes,0.839,0.5414133738601824,-0.29758662613981757,No,0.484694,0.15,-0.33469400000000005,No
Hernia,0.82202,0.8472763927309382,0.02525639273093827,Yes,0.0142476,0.2682926829268293,0.25404508292682926,Yes,0.695652,0.282051282051282,-0.41360071794871806,No,0.802127,0.997324295397788,0.19519729539778796,Yes,0.802346,0.998570471297744,0.196224471297744,Yes,0.00719748,0.2558139534883721,0.2486164734883721,Yes,0.717,0.282051282051282,-0.434948717948718,No,0.581222,0.15,-0.431222,No
Infiltration,0.715871,0.6491422802101163,-0.0667287197898837,No,0.402838,0.3521416435661271,-0.05069635643387288,No,0.665575,0.4943509917147878,-0.17122400828521223,No,0.648673,0.6769086692829112,0.028235669282911102,Yes,0.645026,0.7163385933517705,0.07131259335177054,Yes,0.288003,0.2734722222222222,-0.014530777777777781,No,0.666,0.4943509917147878,-0.17164900828521223,No,0.476786,0.05,-0.426786,No
Mass,0.869582,0.791066327213366,-0.07851567278663396,No,0.308678,0.3358778625954198,0.027199862595419788,Yes,0.757089,0.311504424778761,-0.445584575221239,No,0.821655,0.9379236532286837,0.11626865322868363,Yes,0.825244,0.971165586550202,0.14592158655020204,Yes,0.193864,0.3643892339544513,0.17052523395445127,Yes,0.758,0.311504424778761,-0.446495575221239,No,0.585565,0.2,-0.385565,No
Nodule,0.792307,0.6877245971491334,-0.10458240285086662,No,0.228502,0.2154744525547445,-0.0130275474452555,No,0.703614,0.2910094637223975,-0.41260453627760246,No,0.735723,0.8801730288976097,0.14445002889760972,Yes,0.737614,0.9154849688031764,0.17787096880317643,Yes,0.136427,0.1710709318497913,0.03464393184979131,Yes,0.7,0.2910094637223975,-0.40899053627760246,No,0.485297,0.05,-0.435297,No
Atelectasis,0.818337,0.7298508115240687,-0.08848618847593126,No,0.345336,0.3248252316696472,-0.020510768330352758,No,0.799911,0.4443950177935943,-0.35551598220640573,No,0.694521,0.8147966464502319,0.12027564645023181,Yes,0.682717,0.8560666137985725,0.1733496137985725,Yes,0.2282,0.255956956187548,0.027756956187548004,Yes,0.8,0.4443950177935943,-0.35560498220640574,No,0.458412,0.05,-0.408412,No
Pneumothorax,0.886252,0.8420097467708902,-0.044242253229109796,No,0.277599,0.3584981832862333,0.0808991832862333,Yes,0.830119,0.4327485380116959,-0.39737046198830417,No,0.789749,0.9291384231180878,0.13938942311808777,Yes,0.787684,0.9529395270586036,0.16525552705860358,Yes,0.166667,0.3059958649207443,0.1393288649207443,Yes,0.831,0.4327485380116959,-0.3982514619883041,No,0.465026,0.1,-0.36502599999999996,No
Pleural_Thickening,0.812256,0.7077507443703648,-0.1045052556296352,No,0.136327,0.1634799235181644,0.027152923518164396,Yes,0.828691,0.2610687022900763,-0.5676222977099237,No,0.663107,0.9219586157688192,0.2588516157688192,Yes,0.657618,0.9418439064725068,0.2842259064725068,Yes,0.0742729,0.1189979123173277,0.0447250123173277,Yes,0.83,0.2610687022900763,-0.5689312977099237,No,0.441709,0.05,-0.39170900000000003,No
Pneumonia,0.765119,0.6456960679501479,-0.1194229320498521,No,0.056197,0.0632183908045977,0.007021390804597696,Yes,0.726619,0.0716612377850162,-0.6549577622149838,No,0.6968,0.9709240099892972,0.2741240099892972,Yes,0.696425,0.9834064294434146,0.28698142944341465,Yes,0.0292288,0.0565552699228791,0.0273264699228791,Yes,0.73,0.0716612377850162,-0.6583387622149838,No,0.51558,0.05,-0.46558000000000005,No
Fibrosis,0.826327,0.7165708243536334,-0.10975617564636664,No,0.0797738,0.0978835978835978,0.01810979788359779,Yes,0.795252,0.1170886075949367,-0.6781633924050633,No,0.723782,0.9695861576881912,0.2458041576881912,Yes,0.722608,0.9817713045051564,0.25916330450515634,Yes,0.0419931,0.084090909090909,0.042097809090908996,Yes,0.798,0.1170886075949367,-0.6809113924050634,No,0.585557,0.05,-0.535557,No
Edema,0.908537,0.8378842891543068,-0.07065271084569325,No,0.132596,0.2219101123595505,0.0893141123595505,Yes,0.908511,0.3503325942350332,-0.5581784057649668,No,0.750156,0.9505886550124866,0.20043265501248653,Yes,0.746759,0.9629090247121468,0.21615002471214684,Yes,0.0714644,0.1623843782117163,0.09091997821171631,Yes,0.911,0.3503325942350332,-0.5606674057649668,No,0.413506,0.05,-0.363506,No
Consolidation,0.812462,0.6941865688065992,-0.11827543119340078,No,0.192298,0.1457085828343313,-0.046589417165668695,No,0.772632,0.1616832779623477,-0.6109487220376523,No,0.724462,0.9236532286835534,0.19919122868355332,Yes,0.722326,0.9556247386273872,0.23329873862738715,Yes,0.109814,0.1326067211625794,0.02279272116257941,Yes,0.774,0.1616832779623477,-0.6123167220376523,No,0.546624,0.1,-0.446624,No
