Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall,Baseline_Accuracy,Our_Accuracy,Accuracy_Improvement,Better_Accuracy,Baseline_Specificity,Our_Specificity,Specificity_Improvement,Better_Specificity,Baseline_Precision,Our_Precision,Precision_Improvement,Better_Precision,Baseline_Sensitivity,Our_Sensitivity,Sensitivity_Improvement,Better_Sensitivity,Baseline_Threshold,Our_Threshold,Threshold_Improvement,Better_Threshold
Cardiomegaly,0.919101,0.8278108411945434,-0.09129015880545654,No,0.198765,0.2886750555144337,0.08991005551443368,Yes,0.863322,0.3577981651376147,-0.5055238348623854,No,0.820225,0.9571441312879058,0.13691913128790578,Yes,0.819083,0.972073677956031,0.15299067795603094,Yes,0.112312,0.2419354838709677,0.1296234838709677,Yes,0.865,0.3577981651376147,-0.5072018348623852,No,0.489469,0.15,-0.339469,No
Emphysema,0.916227,0.8724233956812651,-0.04380360431873487,No,0.184152,0.3973880597014925,0.21323605970149248,Yes,0.864245,0.4226190476190476,-0.4416259523809524,No,0.82103,0.9711915804495184,0.15016158044951833,Yes,0.819995,0.9838047445255474,0.16380974452554742,Yes,0.103055,0.375,0.271945,Yes,0.866,0.4226190476190476,-0.4433809523809524,No,0.445399,0.25,-0.195399,No
Effusion,0.888239,0.8606526396560706,-0.02758636034392936,No,0.497818,0.49401936586292,-0.0037986341370799814,No,0.838296,0.4943009118541033,-0.34399508814589674,No,0.799491,0.8811541205850874,0.0816631205850874,Yes,0.794271,0.9325990299110752,0.1383280299110753,Yes,0.354027,0.4937381404174573,0.1397111404174573,Yes,0.839,0.4943009118541033,-0.34469908814589667,No,0.484694,0.2,-0.284694,No
Hernia,0.82202,0.6664060754969846,-0.15561392450301537,No,0.0142476,0.0041300434184051,-0.010117556581594899,No,0.695652,1.0,0.30434799999999995,Yes,0.802127,0.1612557973599714,-0.6408712026400286,No,0.802346,0.1597945052490507,-0.6425514947509493,No,0.00719748,0.0020692948479864,-0.0051281851520136,No,0.717,1.0,0.28300000000000003,Yes,0.581222,0.95,0.36877799999999994,Yes
Infiltration,0.715871,0.6972255588229259,-0.018645441177074118,No,0.402838,0.3861378743744865,-0.016700125625513484,No,0.665575,0.6490082852121516,-0.016566714787848436,No,0.648673,0.633473064573671,-0.015199935426329025,No,0.645026,0.630117672577409,-0.014908327422590961,No,0.288003,0.2748245800552839,-0.013178419944716135,No,0.666,0.6490082852121516,-0.016991714787848444,No,0.476786,0.15,-0.326786,No
Mass,0.869582,0.801151867949009,-0.06843013205099102,No,0.308678,0.3338775510204081,0.025199551020408106,Yes,0.757089,0.3619469026548672,-0.39514209734513284,No,0.821655,0.927220834819836,0.10556583481983595,Yes,0.825244,0.957217995679534,0.13197399567953405,Yes,0.193864,0.3098484848484849,0.11598448484848486,Yes,0.758,0.3619469026548672,-0.39605309734513283,No,0.585565,0.2,-0.385565,No
Nodule,0.792307,0.7169643687899353,-0.07534263121006468,No,0.228502,0.2411947027331642,0.012692702733164196,Yes,0.703614,0.3375394321766561,-0.36607456782334385,No,0.735723,0.8799054584373885,0.14418245843738853,Yes,0.737614,0.9124125543581018,0.17479855435810177,Yes,0.136427,0.1876370013152126,0.05121000131521261,Yes,0.7,0.3375394321766561,-0.36246056782334385,No,0.485297,0.2,-0.28529699999999997,No
Atelectasis,0.818337,0.7841432008644216,-0.03419379913557841,No,0.345336,0.3298846000795861,-0.015451399920413889,No,0.799911,0.7375444839857651,-0.06236651601423493,No,0.694521,0.699607563325009,0.005086563325008897,Yes,0.682717,0.6953806502775575,0.012663650277557448,Yes,0.2282,0.2124551512045105,-0.015744848795489486,No,0.8,0.7375444839857651,-0.062455516014234935,No,0.458412,0.15,-0.308412,No
Pneumothorax,0.886252,0.8684753471157514,-0.017776652884248678,No,0.277599,0.39568345323741,0.11808445323741001,Yes,0.830119,0.428849902534113,-0.40126909746588707,No,0.789749,0.940064216910453,0.15031521691045302,Yes,0.787684,0.9645761286101504,0.17689212861015036,Yes,0.166667,0.3672787979966611,0.20061179799666107,Yes,0.831,0.428849902534113,-0.402150097465887,No,0.465026,0.25,-0.215026,No
Pleural_Thickening,0.812256,0.7201889794262378,-0.09206702057376215,No,0.136327,0.1458535011293965,0.009526501129396486,Yes,0.828691,0.3450381679389313,-0.4836528320610687,No,0.663107,0.881956831965751,0.21884983196575103,Yes,0.657618,0.898111994120079,0.240493994120079,Yes,0.0742729,0.0924713584288052,0.0181984584288052,Yes,0.83,0.3450381679389313,-0.4849618320610687,No,0.441709,0.15,-0.291709,No
Pneumonia,0.765119,0.6461173542718257,-0.11900164572817429,No,0.056197,0.0518238993710691,-0.004373100628930898,No,0.726619,0.3355048859934853,-0.3911141140065147,No,0.6968,0.8319211559043882,0.13512115590438822,Yes,0.696425,0.8388117737487001,0.14238677374870012,Yes,0.0292288,0.0280806979280261,-0.0011481020719739006,No,0.73,0.3355048859934853,-0.39449511400651466,No,0.51558,0.05,-0.46558000000000005,No
Fibrosis,0.826327,0.7152726088041903,-0.11105439119580973,No,0.0797738,0.1150922909880564,0.035318490988056395,Yes,0.795252,0.1677215189873417,-0.6275304810126583,No,0.723782,0.9636550124866214,0.2398730124866214,Yes,0.722608,0.9750316627465172,0.2524236627465172,Yes,0.0419931,0.0876033057851239,0.045610205785123904,Yes,0.798,0.1677215189873417,-0.6302784810126584,No,0.585557,0.15,-0.43555699999999997,No
Edema,0.908537,0.834434277988618,-0.07410272201138202,No,0.132596,0.2117235345581802,0.0791275345581802,Yes,0.908511,0.2682926829268293,-0.6402183170731707,No,0.750156,0.9598198358901178,0.20966383589011772,Yes,0.746759,0.9740135620989396,0.22725456209893968,Yes,0.0714644,0.1748554913294797,0.1033910913294797,Yes,0.911,0.2682926829268293,-0.6427073170731707,No,0.413506,0.2,-0.21350599999999997,No
Consolidation,0.812462,0.7627064718213115,-0.04975552817868856,No,0.192298,0.1714862138533961,-0.020811786146603894,No,0.772632,0.5647840531561462,-0.20784794684385377,No,0.724462,0.7802354620049946,0.055773462004994556,Yes,0.722326,0.7892755912829329,0.06694959128293287,Yes,0.109814,0.1010901883052527,-0.0087238116947473,No,0.774,0.5647840531561462,-0.2092159468438538,No,0.546624,0.15,-0.396624,No
