Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score
Cardiomegaly,0.793891339816866,0.5,0.9743578308954691,0.9964806435394671,0.08623853211009175,0.3790322580645161,0.08623853211009175,0.14050822122571002
Emphysema,0.8515267458869193,0.5,0.9788173385658223,0.9966697080291971,0.20238095238095238,0.5828571428571429,0.20238095238095238,0.3004418262150221
Effusion,0.8350636225406846,0.5,0.8843649661077417,0.9983326596604689,0.02735562310030395,0.6857142857142857,0.02735562310030395,0.052612349287541105
Hernia,0.6819848456212092,0.5,0.0017392079914377453,0.0,1.0,0.0017392079914377453,1.0,0.003472376797400169
Infiltration,0.6878193672819368,0.5,0.8223778094898323,1.0,0.0,0.0,0.0,0.0
Mass,0.7667445896513289,0.5,0.9510346057795219,0.9952568798722645,0.11769911504424779,0.5683760683760684,0.11769911504424779,0.19501466275659823
Nodule,0.6805374138217944,0.5,0.9437210132001427,0.9995745887691435,0.011829652996845425,0.625,0.011829652996845425,0.02321981424148607
Atelectasis,0.7656122121769708,0.5,0.8997502675704602,1.0,0.0,0.0,0.0,0.0
Pneumothorax,0.8261783725027955,0.5,0.9551373528362469,0.9938779325170577,0.14717348927875243,0.5354609929078015,0.14717348927875243,0.2308868501529052
Pleural_Thickening,0.6506753949081596,0.5,0.969229397074563,0.9975653452156736,0.02748091603053435,0.2535211267605634,0.02748091603053435,0.049586776859504134
Pneumonia,0.5872563428223517,0.5,0.9861755262219051,0.9998191436451598,0.003257328990228013,0.2,0.003257328990228013,0.00641025641025641
Fibrosis,0.7053675512386833,0.5,0.985417409917945,0.999050117604487,0.03164556962025317,0.3225806451612903,0.03164556962025317,0.05763688760806916
Edema,0.7413869046904269,0.5,0.9788173385658223,0.9984526464297092,0.022172949002217297,0.22727272727272727,0.022172949002217297,0.04040404040404041
Consolidation,0.6754890263253648,0.5,0.9563414199072422,0.9947957808652015,0.03986710963455149,0.24324324324324326,0.03986710963455149,0.06850618458610847
