Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall
Cardiomegaly,0.919101,0.8239739333641115,-0.09512706663588844,No,0.198765,0.1631419939577039,-0.035623006042296096,No,0.863322,0.0990825688073394,-0.7642394311926606,No
Emphysema,0.916227,0.8593152136919244,-0.056911786308075585,No,0.184152,0.2654867256637168,0.08133472566371677,Yes,0.864245,0.1785714285714285,-0.6856735714285715,No
Effusion,0.888239,0.8533119538181893,-0.03492704618181075,No,0.497818,0.0,-0.497818,No,0.838296,0.0,-0.838296,No
Hernia,0.82202,0.6136125954307773,-0.2084074045692227,No,0.0142476,0.0034723767974001,-0.010775223202599899,No,0.695652,1.0,0.30434799999999995,Yes
Infiltration,0.715871,0.687114593347305,-0.028756406652695077,No,0.402838,0.0,-0.402838,No,0.665575,0.0,-0.665575,No
Mass,0.869582,0.8047407512690018,-0.06484124873099817,No,0.308678,0.0704697986577181,-0.2382082013422819,No,0.757089,0.0371681415929203,-0.7199208584070798,No
Nodule,0.792307,0.7055380028068493,-0.08676899719315068,No,0.228502,0.0015760441292356,-0.22692595587076442,No,0.703614,0.000788643533123,-0.7028253564668769,No
Atelectasis,0.818337,0.7685486380880282,-0.04978836191197178,No,0.345336,0.0,-0.345336,No,0.799911,0.0,-0.799911,No
Pneumothorax,0.886252,0.8407544601187883,-0.045497539881211746,No,0.277599,0.0853769300635785,-0.1922220699364215,No,0.830119,0.0458089668615984,-0.7843100331384016,No
Pleural_Thickening,0.812256,0.7212465797185508,-0.0910094202814492,No,0.136327,0.0343347639484978,-0.1019922360515022,No,0.828691,0.0183206106870229,-0.810370389312977,No
Pneumonia,0.765119,0.6252072373764694,-0.13991176262353056,No,0.056197,0.0061349693251533,-0.0500620306748467,No,0.726619,0.003257328990228,-0.723361671009772,No
Fibrosis,0.826327,0.6951225342564579,-0.13120446574354216,No,0.0797738,0.0231884057971014,-0.056585394202898605,No,0.795252,0.0126582278481012,-0.7825937721518987,No
Edema,0.908537,0.8323296995314647,-0.0762073004685353,No,0.132596,0.0807339449541284,-0.05186205504587159,No,0.908511,0.048780487804878,-0.859730512195122,No
Consolidation,0.812462,0.7392238068943245,-0.07323819310567548,No,0.192298,0.0022050716648291,-0.19009292833517089,No,0.772632,0.0011074197120708,-0.7715245802879291,No
