Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.9128541423198736,0.2,0.9641455583303603,0.9780611545317428,0.4055045871559633,0.3152639087018545,0.4055045871559633,0.3547351524879615,221,480,21399,324
Emphysema,0.9094094868786929,0.15,0.9730199785943632,0.9848540145985402,0.4583333333333333,0.4103019538188277,0.4583333333333333,0.4329896907216495,231,332,21588,273
Effusion,0.876007831370263,0.25,0.8773635390652872,0.9193108326596605,0.5619300911854104,0.48081924577373214,0.5619300911854104,0.5182200420462508,1479,1597,18195,1153
Hernia,0.7584085038630493,0.5,0.9982607920085622,1.0,0.0,0.0,0.0,0.0,0,0,22385,39
Infiltration,0.7026582173303837,0.2,0.7131198715661791,0.748224065940025,0.550590007532011,0.32080163838502046,0.550590007532011,0.4053979110823551,2193,4643,13798,1790
Mass,0.860427903161055,0.15,0.9254370317516946,0.9478726401803325,0.5026548672566372,0.33849821215733017,0.5026548672566372,0.4045584045584046,568,1110,20184,562
Nodule,0.7504893049260623,0.1,0.8883785230110596,0.9188409907354887,0.3801261829652997,0.21919054115507047,0.3801261829652997,0.2780501874819729,482,1717,19439,786
Atelectasis,0.8040584272988449,0.2,0.8408401712450946,0.8808485329103886,0.4817615658362989,0.3105821623171781,0.4817615658362989,0.3776809067131648,1083,2404,17772,1165
Pneumothorax,0.8845811772683935,0.15,0.9387263646093471,0.9603701280493504,0.4873294346978557,0.37091988130563797,0.4873294346978557,0.42122999157540014,500,848,20550,526
Pleural_Thickening,0.7830257257063147,0.15,0.9509454156261149,0.9730350498415178,0.216793893129771,0.19478737997256515,0.216793893129771,0.20520231213872833,142,587,21182,513
Pneumonia,0.7432978213731267,0.1,0.9670442383160899,0.9792919473708007,0.08469055374592833,0.05371900826446281,0.08469055374592833,0.06573957016434892,26,458,21659,281
Fibrosis,0.7962465760718956,0.1,0.9610684980378166,0.9713225981545142,0.24367088607594936,0.10829817158931083,0.24367088607594936,0.14995131450827653,77,634,21474,239
Edema,0.8902698867578158,0.15,0.9542454513021762,0.9657761798570973,0.3924611973392461,0.19052744886975242,0.3924611973392461,0.2565217391304348,177,752,21221,274
Consolidation,0.8038687186118089,0.1,0.8593471280770603,0.8737976859811347,0.5149501661129569,0.14618044640050298,0.5149501661129569,0.2277179236043095,465,2716,18805,438
