Label,AUC,Threshold,Accuracy,Specificity,Recall,Precision,Sensitivity,F1_Score,TP,FP,TN,FN
Cardiomegaly,0.8426131462828711,0.15,0.9627631109525508,0.9811691576397459,0.22385321100917432,0.22846441947565543,0.22385321100917432,0.22613531047265986,122,412,21467,423
Emphysema,0.7596557376752405,0.15,0.9500089190153407,0.9692062043795621,0.11507936507936507,0.0791268758526603,0.11507936507936507,0.09377526273241714,58,675,21245,446
Effusion,0.8105235367272522,0.15,0.8201034605779522,0.8575181891673404,0.5387537993920972,0.33459178857951866,0.5387537993920972,0.41280931586608444,1418,2820,16972,1214
Hernia,0.7944319398864854,0.05,0.9838565822333214,0.9852133124860397,0.20512820512820512,0.02359882005899705,0.20512820512820512,0.042328042328042326,8,331,22054,31
Infiltration,0.6782761038409773,0.15,0.4381466286122012,0.3519874193373461,0.8370574943509917,0.21813661345197594,0.8370574943509917,0.3460839777858515,3334,11950,6491,649
Mass,0.7303936212036961,0.15,0.8955137352836247,0.9281957358880436,0.27964601769911507,0.17127371273712738,0.27964601769911507,0.21243697478991597,316,1529,19765,814
Nodule,0.6341597427372924,0.2,0.6278986799857296,0.6317829457364341,0.5630914826498423,0.08396048918156161,0.5630914826498423,0.14613180515759314,714,7790,13366,554
Atelectasis,0.7478764937941137,0.15,0.7103549768105601,0.7187252180808882,0.6352313167259787,0.2010418133183162,0.6352313167259787,0.3054218800128328,1428,5675,14501,820
Pneumothorax,0.7946231653064805,0.15,0.8759364966107742,0.8973268529769137,0.4298245614035088,0.167172100075815,0.4298245614035088,0.24072052401746724,441,2197,19201,585
Pleural_Thickening,0.7039461886238538,0.15,0.9113449875133786,0.9315999816252469,0.2381679389312977,0.09483282674772037,0.2381679389312977,0.1356521739130435,156,1489,20280,499
Pneumonia,0.7025964521815357,0.1,0.7631555476275419,0.7664692318126328,0.5244299674267101,0.03022906496432595,0.5244299674267101,0.057163145748269126,161,5165,16952,146
Fibrosis,0.7248965378246719,0.15,0.9324830538708526,0.942599963814004,0.22468354430379747,0.05298507462686567,0.22468354430379747,0.08574879227053141,71,1269,20839,245
Edema,0.8463097675912072,0.15,0.9470210488762041,0.9603604423610795,0.29711751662971175,0.13333333333333333,0.29711751662971175,0.18406593406593408,134,871,21102,317
Consolidation,0.7565889311647647,0.7999999999999999,0.7000981091687478,0.7007109335068074,0.6854928017718716,0.08767705382436261,0.6854928017718716,0.15546904433002637,619,6441,15080,284
