Label,Baseline_AUC,Our_AUC,AUC_Improvement,Better_AUC,Baseline_F1_Score,Our_F1_Score,F1_Score_Improvement,Better_F1_Score,Baseline_Recall,Our_Recall,Recall_Improvement,Better_Recall,Baseline_Accuracy,Our_Accuracy,Accuracy_Improvement,Better_Accuracy,Baseline_Specificity,Our_Specificity,Specificity_Improvement,Better_Specificity,Baseline_Precision,Our_Precision,Precision_Improvement,Better_Precision,Baseline_Sensitivity,Our_Sensitivity,Sensitivity_Improvement,Better_Sensitivity,Baseline_Threshold,Our_Threshold,Threshold_Improvement,Better_Threshold
Cardiomegaly,0.919101,0.5295802476590389,-0.38952075234096106,No,0.198765,0.0463073852295409,-0.1524576147704591,No,0.863322,0.1064220183486238,-0.7568999816513762,No,0.820225,0.8934623617552622,0.07323736175526219,Yes,0.819083,0.9130673248320308,0.09398432483203079,Yes,0.112312,0.0295918367346938,-0.08272016326530619,No,0.865,0.1064220183486238,-0.7585779816513762,No,0.489469,0.1,-0.38946899999999995,No
Emphysema,0.916227,0.6546819784787394,-0.2615450215212606,No,0.184152,0.0611902766135792,-0.12296172338642081,No,0.864245,0.7242063492063492,-0.14003865079365085,No,0.82103,0.5005351409204424,-0.32049485907955766,No,0.819995,0.4953923357664233,-0.32460266423357675,No,0.103055,0.0319446875546998,-0.0711103124453002,No,0.866,0.7242063492063492,-0.1417936507936508,No,0.445399,0.1,-0.345399,No
Effusion,0.888239,0.7545595968590054,-0.13367940314099458,No,0.497818,0.3289382373351839,-0.16887976266481608,No,0.838296,0.8104103343465046,-0.027885665653495484,No,0.799491,0.6118890474491616,-0.18760195255083834,No,0.794271,0.5854890864995957,-0.2087819135004042,No,0.354027,0.2063461352423333,-0.14768086475766667,No,0.839,0.8104103343465046,-0.02858966565349541,No,0.484694,0.1,-0.384694,No
Hernia,0.82202,0.2936490209217481,-0.5283709790782518,No,0.0142476,0.0,-0.0142476,No,0.695652,0.0,-0.695652,No,0.802127,0.9982607920085622,0.19613379200856218,Yes,0.802346,1.0,0.197654,Yes,0.00719748,0.0,-0.00719748,No,0.717,0.0,-0.717,No,0.581222,0.5,-0.08122200000000002,No
Infiltration,0.715871,0.6446547343590009,-0.07121626564099914,No,0.402838,0.3521775816187447,-0.05066041838125529,No,0.665575,0.6811448656791363,0.015569865679136319,Yes,0.648673,0.5548965394220478,-0.0937764605779523,No,0.645026,0.5276286535437341,-0.11739734645626587,No,0.288003,0.2374824929971988,-0.050520507002801196,No,0.666,0.6811448656791363,0.01514486567913631,Yes,0.476786,0.15,-0.326786,No
Mass,0.869582,0.6365571630547804,-0.23302483694521958,No,0.308678,0.1323313782991202,-0.1763466217008798,No,0.757089,0.6389380530973451,-0.11815094690265493,No,0.821655,0.5777738137709597,-0.24388118622904031,No,0.825244,0.5745280360664976,-0.2507159639335024,No,0.193864,0.073809037006747,-0.12005496299325301,No,0.758,0.6389380530973451,-0.11906194690265492,No,0.585565,0.1,-0.485565,No
Nodule,0.792307,0.6439601744707932,-0.14834682552920675,No,0.228502,0.1580056179775281,-0.07049638202247191,No,0.703614,0.3548895899053628,-0.34872441009463717,No,0.735723,0.7861220121298609,0.050399012129860865,Yes,0.737614,0.8119682359614294,0.07435423596142943,Yes,0.136427,0.1016260162601626,-0.03480098373983739,No,0.7,0.3548895899053628,-0.34511041009463717,No,0.485297,0.2,-0.28529699999999997,No
Atelectasis,0.818337,0.707250671404805,-0.11108632859519496,No,0.345336,0.2798053527980535,-0.06553064720194646,No,0.799911,0.4604092526690391,-0.33950174733096095,No,0.694521,0.7623974313235818,0.06787643132358179,Yes,0.682717,0.7960448057097541,0.11332780570975409,Yes,0.2282,0.2009708737864077,-0.027229126213592275,No,0.8,0.4604092526690391,-0.33959074733096095,No,0.458412,0.15,-0.308412,No
Pneumothorax,0.886252,0.7388606348045499,-0.14739136519545015,No,0.277599,0.1868963717045157,-0.09070262829548428,No,0.830119,0.3489278752436647,-0.48119112475633535,No,0.789749,0.861086336068498,0.07133733606849801,Yes,0.787684,0.8856435180858024,0.09795951808580239,Yes,0.166667,0.1276292335115864,-0.03903776648841362,No,0.831,0.3489278752436647,-0.48207212475633526,No,0.465026,0.15,-0.31502600000000003,No
Pleural_Thickening,0.812256,0.6610692633512394,-0.1511867366487606,No,0.136327,0.0892857142857142,-0.0470412857142858,No,0.828691,0.2213740458015267,-0.6073169541984733,No,0.663107,0.8680877631109526,0.2049807631109526,Yes,0.657618,0.8875465110937572,0.22992851109375712,Yes,0.0742729,0.0559197840339375,-0.018353115966062504,No,0.83,0.2213740458015267,-0.6086259541984733,No,0.441709,0.15,-0.291709,No
